alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,19.599999999999998,0.0,0.0
0.0,0.0,2.0,42.6,0.0,2.0
0.0,0.0,3.0,90.8,0.0,9.0
0.0,6.0,4.0,188.7,6.0,22.0
0.0,13.0,5.0,407.8,13.0,44.0
0.0,26.0,6.0,877.4,26.0,80.0
0.0,39.0,7.0,1777.4,39.0,132.0
0.0,47.0,8.0,2987.1,45.0,195.0
0.0,62.0,9.0,4734.8,55.0,267.0
0.0,84.0,10.0,7127.8,68.0,354.0
0.0,99.0,11.0,9612.5,78.0,451.6
0.0,112.0,12.0,11871.300000000001,86.0,556.6
0.0,132.0,13.0,14213.3,96.0,668.6
0.0,149.0,14.0,17056.600000000002,103.0,791.6
0.0,163.0,15.0,19462.3,110.0,922.6
0.0,172.0,16.0,21478.8,112.0,1058.6000000000001
0.0,190.0,17.0,23531.7,115.0,1197.6000000000001
0.0,207.0,18.0,24978.2,117.0,1338.6000000000001
0.0,218.0,19.0,26029.9,120.0,1490.6
0.0,224.0,20.0,27016.4,121.0,1647.6
0.0,235.0,21.0,27654.9,123.0,1806.6
0.0,245.0,22.0,28119.4,123.0,1967.6
0.0,254.0,23.0,28524.0,129.0,2133.6
0.0,261.0,24.0,29040.2,130.0,2303.6
0.0,267.0,25.0,29617.1,132.0,2474.6
0.0,275.0,26.0,30283.9,134.0,2648.6
0.0,280.0,27.0,30738.3,135.0,2826.6
0.0,283.0,28.0,31169.5,136.0,3006.6
0.0,286.0,29.0,31565.9,136.0,3187.6
0.0,293.0,30.0,31926.6,136.0,3370.6
0.0,298.0,31.0,32269.9,137.0,3554.6
0.0,303.0,32.0,32521.9,138.0,3739.6
0.0,307.0,33.0,32815.4,140.0,3926.6
0.0,311.0,34.0,33037.299999999996,140.0,4116.599999999999
0.0,314.0,35.0,33191.5,140.0,4308.599999999999
0.0,315.0,36.0,33316.200000000004,140.0,4500.599999999999
0.0,317.0,37.0,33442.6,140.0,4692.599999999999
0.0,319.0,38.0,33578.299999999996,140.0,4884.599999999999
0.0,320.0,39.0,33720.700000000004,140.0,5077.599999999999
0.0,323.0,40.0,33912.299999999996,140.0,5270.599999999999
0.0,326.0,41.0,34208.700000000004,141.0,5464.599999999999
0.0,328.0,42.0,34507.299999999996,141.0,5658.599999999999
0.0,329.0,43.0,34798.4,141.0,5855.599999999999
0.0,330.0,44.0,35091.6,141.0,6053.6
0.0,333.0,45.0,35335.6,141.0,6251.6
0.0,335.0,46.0,35450.299999999996,141.0,6449.6
0.0,335.0,47.0,35535.5,141.0,6649.6
0.0,337.0,48.0,35621.9,141.0,6849.6
0.0,343.0,49.0,35693.5,141.0,7049.6
0.0,343.0,50.0,35754.6,141.0,7250.6
0.0,343.0,51.0,35815.200000000004,141.0,7451.6
0.0,346.0,52.0,35875.799999999996,143.0,7652.6
0.0,347.0,53.0,35924.6,143.0,7853.6
0.0,347.0,54.0,35972.299999999996,143.0,8054.6
0.0,349.0,55.0,36020.4,143.0,8255.6
0.0,349.0,56.0,36070.700000000004,143.0,8457.6
0.0,350.0,57.0,36122.299999999996,143.0,8659.6
0.0,352.0,58.0,36181.4,143.0,8862.6
0.0,353.0,59.0,36258.799999999996,143.0,9066.6
0.0,354.0,60.0,36335.9,143.0,9271.6
0.0,354.0,61.0,36443.4,143.0,9477.6
0.0,357.0,62.0,36552.5,145.0,9683.6
0.0,358.0,63.0,36646.0,146.0,9889.6
0.0,358.0,64.0,36736.6,146.0,10096.6
0.0,358.0,65.0,36826.9,146.0,10303.6
0.0,360.0,66.0,36916.9,148.0,10510.6
0.0,362.0,67.0,37000.5,149.0,10718.6
0.0,363.0,68.0,37083.9,149.0,10926.6
0.0,367.0,69.0,37185.1,150.0,11134.6
0.0,367.0,70.0,37249.5,150.0,11345.6
0.0,368.0,71.0,37315.6,150.0,11556.6
0.0,371.0,72.0,37381.0,150.0,11767.6
0.0,373.0,73.0,37420.200000000004,150.0,11979.6
0.0,375.0,74.0,37476.6,151.0,12193.6
0.0,376.0,75.0,37533.799999999996,151.0,12408.6
0.0,377.0,76.0,37588.700000000004,151.0,12624.6
0.0,378.0,77.0,37624.5,151.0,12840.6
0.0,380.0,78.0,37651.1,152.0,13057.6
0.0,380.0,79.0,37674.9,152.0,13274.6
0.0,380.0,80.0,37698.299999999996,152.0,13491.6
0.0,380.0,81.0,37721.4,152.0,13708.6
0.0,382.0,82.0,37746.0,152.0,13925.6
0.0,382.0,83.0,37763.799999999996,152.0,14142.6
0.0,382.0,84.0,37781.9,152.0,14359.6
0.0,383.0,85.0,37799.9,152.0,14576.6
0.0,383.0,86.0,37817.6,152.0,14793.6
0.0,383.0,87.0,37835.1,152.0,15010.6
0.0,383.0,88.0,37852.9,152.0,15227.6
0.0,383.0,89.0,37870.799999999996,152.0,15444.6
0.0,383.0,90.0,37888.799999999996,152.0,15661.6
0.0,383.0,91.0,37906.1,152.0,15878.6
0.0,383.0,92.0,37923.799999999996,152.0,16095.6
0.0,383.0,93.0,37941.1,152.0,16312.6
0.0,383.0,94.0,37958.700000000004,152.0,16529.600000000002
0.0,383.0,95.0,37976.4,152.0,16746.600000000002
0.0,383.0,96.0,37994.0,152.0,16963.600000000002
0.0,383.0,97.0,38011.700000000004,152.0,17180.600000000002
0.0,383.0,98.0,38029.6,152.0,17397.600000000002
0.0,383.0,99.0,38047.200000000004,152.0,17614.600000000002
0.0,383.0,100.0,38064.5,152.0,17831.600000000002
