"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","2","0","0","0","0"
"2","10","0","0","2","0"
"3","34","0","0","9","0"
"4","101","6","6","22","0"
"5","275","13","13","44","0"
"6","704","26","26","80","0"
"7","1530","39","39","132","0"
"8","2689","45","47","195","0"
"9","4414","55","62","267","0"
"10","6772","68","84","354","0"
"11","9231","78","99","451","0"
"12","11469","86","112","556","0"
"13","13780","96","132","668","0"
"14","16587","103","149","791","0"
"15","18963","110","163","922","0"
"16","20952","112","172","1058","0"
"17","22982","115","190","1197","0"
"18","24419","117","207","1338","0"
"19","25464","120","218","1490","0"
"20","26450","121","224","1647","0"
"21","27089","123","235","1806","0"
"22","27550","123","245","1967","0"
"23","27953","129","254","2133","0"
"24","28465","130","261","2303","0"
"25","29038","132","267","2474","0"
"26","29709","134","275","2648","0"
"27","30159","135","280","2826","0"
"28","30591","136","283","3006","0"
"29","30988","136","286","3187","0"
"30","31349","136","293","3370","0"
"31","31691","137","298","3554","0"
"32","31940","138","303","3739","0"
"33","32283","140","307","3926","0"
"34","32511","140","311","4116","0"
"35","32662","140","314","4308","0"
"36","32788","140","315","4500","0"
"37","32914","140","317","4692","0"
"38","33048","140","319","4884","0"
"39","33191","140","320","5077","0"
"40","33380","140","323","5270","0"
"41","33678","141","326","5464","0"
"42","33976","141","328","5658","0"
"43","34268","141","329","5855","0"
"44","34559","141","330","6053","0"
"45","34798","141","333","6251","0"
"46","34914","141","335","6449","0"
"47","34998","141","335","6649","0"
"48","35084","141","337","6849","0"
"49","35157","141","343","7049","0"
"50","35225","141","343","7250","0"
"51","35288","141","343","7451","0"
"52","35350","143","346","7652","0"
"53","35399","143","347","7853","0"
"54","35448","143","347","8054","0"
"55","35495","143","349","8255","0"
"56","35545","143","349","8457","0"
"57","35597","143","350","8659","0"
"58","35656","143","352","8862","0"
"59","35733","143","353","9066","0"
"60","35810","143","354","9271","0"
"61","35918","143","354","9477","0"
"62","36026","145","357","9683","0"
"63","36118","146","358","9889","0"
"64","36208","146","358","10096","0"
"65","36301","146","358","10303","0"
"66","36390","148","360","10510","0"
"67","36473","149","362","10718","0"
"68","36555","149","363","10926","0"
"69","36659","150","367","11134","0"
"70","36723","150","367","11345","0"
"71","36788","150","368","11556","0"
"72","36853","150","371","11767","0"
"73","36891","150","373","11979","0"
"74","36946","151","375","12193","0"
"75","37005","151","376","12408","0"
"76","37060","151","377","12624","0"
"77","37096","151","378","12840","0"
"78","37122","152","380","13057","0"
"79","37145","152","380","13274","0"
"80","37169","152","380","13491","0"
"81","37192","152","380","13708","0"
"82","37217","152","382","13925","0"
"83","37234","152","382","14142","0"
"84","37252","152","382","14359","0"
"85","37270","152","383","14576","0"
"86","37288","152","383","14793","0"
"87","37305","152","383","15010","0"
"88","37325","152","383","15227","0"
"89","37342","152","383","15444","0"
"90","37360","152","383","15661","0"
"91","37377","152","383","15878","0"
"92","37395","152","383","16095","0"
"93","37412","152","383","16312","0"
"94","37430","152","383","16529","0"
"95","37447","152","383","16746","0"
"96","37465","152","383","16963","0"
"97","37482","152","383","17180","0"
"98","37500","152","383","17397","0"
"99","37517","152","383","17614","0"
"100","37535","152","383","17831","0"
