alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,72.5,0.0,0.0
41.0,0.0,2.0,251.9,0.0,3.0
124.0,0.0,3.0,638.4,0.0,18.0
253.0,129.0,4.0,1583.5,129.0,46.0
480.0,324.0,5.0,3633.4,324.0,112.5
753.9,551.6999999999999,6.0,7810.6,551.6999999999999,224.5
1194.2,775.1,7.0,15635.5,775.1,395.2
1724.9,1106.6000000000001,8.0,29423.3,1004.6,624.9
2644.6,1497.5,9.0,51825.0,1230.0,946.7
3782.5,1935.8,10.0,85754.2,1476.7,1385.6000000000001
5162.900000000001,2375.0,11.0,125504.4,1735.5,1912.1
6800.9,2890.0,12.0,170926.6,1971.6,2539.7000000000003
11108.300000000001,3478.0,13.0,218652.1,2218.6,3287.8
14537.3,3977.7,14.0,275605.89999999997,2332.6,4158.3
20051.399999999998,4405.900000000001,15.0,336360.3,2398.9,5140.5
23147.5,4892.7,16.0,398410.7,2430.7999999999997,6224.9
26661.3,5413.0,17.0,464883.9,2447.7000000000003,7428.7
33055.299999999996,5851.8,18.0,530598.4,2455.6,8757.9
37359.9,6248.1,19.0,589179.9,2470.7000000000003,10215.699999999999
40749.6,6686.2,20.0,646440.2000000001,2484.6,11784.699999999999
44835.4,7152.5,21.0,700238.2000000001,2497.5,13480.0
50886.5,7558.7,22.0,755262.0,2505.9,15298.2
56978.4,7920.5,23.0,812268.8,2511.2000000000003,17232.600000000002
62560.8,8321.300000000001,24.0,867509.9,2516.9,19281.3
69725.09999999999,8759.800000000001,25.0,921933.7,2522.5,21448.100000000002
76153.09999999999,9157.300000000001,26.0,975194.2,2525.4,23723.8
91882.3,9504.800000000001,27.0,1034850.5,2528.2999999999997,26110.7
99943.4,9883.5,28.0,1094645.5999999999,2530.2999999999997,28610.0
104972.4,10299.4,29.0,1151399.0,2534.0,31208.7
111083.4,10692.5,30.0,1208718.2,2535.2000000000003,33921.0
116442.7,11032.800000000001,31.0,1264910.0999999999,2536.1,36747.799999999996
121173.7,11416.0,32.0,1319497.9000000001,2537.6,39688.799999999996
126397.8,11802.5,33.0,1368401.3,2539.4,42736.9
130246.2,12178.6,34.0,1412452.0,2539.7999999999997,45882.200000000004
134095.1,12508.4,35.0,1449561.8,2540.6,49118.2
137576.4,12840.1,36.0,1482700.4000000001,2541.1,52437.9
140185.30000000002,13174.2,37.0,1510133.0,2542.2000000000003,55836.2
142369.6,13483.9,38.0,1532191.2,2543.0,59302.2
144035.0,13768.7,39.0,1551362.2,2543.1,62825.5
145497.4,14031.4,40.0,1566365.6,2543.2000000000003,66404.0
147569.19999999998,14282.3,41.0,1578979.6,2543.5,70024.2
148820.5,14507.3,42.0,1588236.9,2543.7000000000003,73686.5
149450.9,14707.3,43.0,1594971.6,2544.1,77386.0
150047.30000000002,14885.1,44.0,1600143.7,2544.2000000000003,81118.5
150427.19999999998,15051.4,45.0,1604240.1,2545.2000000000003,84881.7
150816.6,15217.2,46.0,1607345.6,2545.6,88668.8
151037.5,15366.7,47.0,1609664.9,2545.7999999999997,92476.59999999999
151221.4,15500.7,48.0,1611378.9,2545.9,96301.8
151376.4,15628.8,49.0,1612825.1,2545.9,100142.1
151463.80000000002,15745.6,50.0,1613982.8,2545.9,103993.7
151519.6,15853.8,51.0,1614837.1,2545.9,107853.2
151567.4,15945.3,52.0,1615585.9,2545.9,111720.3
151610.9,16037.2,53.0,1616144.5,2545.9,115593.4
151653.4,16117.1,54.0,1616528.3,2546.0,119471.7
151678.5,16189.2,55.0,1616827.8,2546.7000000000003,123354.6
151697.1,16245.8,56.0,1617060.0,2547.0,127240.4
151712.30000000002,16301.4,57.0,1617243.8,2547.0,131128.0
151726.1,16349.2,58.0,1617404.0,2547.0,135018.19999999998
151735.69999999998,16392.2,59.0,1617537.5,2547.0,138910.4
151744.19999999998,16428.2,60.0,1617640.8,2547.2999999999997,142804.0
151751.1,16462.100000000002,61.0,1617736.0,2547.2999999999997,146698.9
151757.4,16489.5,62.0,1617818.0,2547.2999999999997,150594.9
151764.9,16514.2,63.0,1617895.1,2547.5,154492.80000000002
151770.9,16535.3,64.0,1617964.2,2547.6,158391.6
151775.6,16551.3,65.0,1618027.2,2547.6,162291.5
151781.30000000002,16568.600000000002,66.0,1618086.4,2547.6,166192.4
151786.0,16582.399999999998,67.0,1618137.1,2547.7999999999997,170094.19999999998
151790.69999999998,16595.100000000002,68.0,1618181.9,2547.7999999999997,173996.5
151793.69999999998,16605.899999999998,69.0,1618222.8,2548.4,177899.5
151797.19999999998,16617.3,70.0,1618261.7,2548.4,181803.1
151800.30000000002,16627.7,71.0,1618300.3,2548.4,185707.4
151804.80000000002,16635.5,72.0,1618335.5,2548.5,189612.30000000002
151808.0,16643.2,73.0,1618372.2,2548.7000000000003,193517.9
151812.30000000002,16650.7,74.0,1618407.5,2548.7000000000003,197424.3
151815.4,16659.5,75.0,1618440.0,2548.7999999999997,201331.3
151818.69999999998,16665.2,76.0,1618471.8,2548.7999999999997,205238.9
151820.9,16672.0,77.0,1618504.9,2548.9,209147.2
151823.80000000002,16680.3,78.0,1618534.1,2549.0,213056.0
151825.9,16687.600000000002,79.0,1618562.8,2549.2999999999997,216965.6
151828.69999999998,16692.2,80.0,1618590.0,2549.2999999999997,220875.7
151831.0,16698.7,81.0,1618619.4,2549.5,224786.5
151834.1,16704.8,82.0,1618646.0,2549.6,228697.6
151836.4,16711.100000000002,83.0,1618671.9,2549.7000000000003,232609.2
151839.1,16717.3,84.0,1618696.5,2549.7000000000003,236521.1
151840.9,16723.399999999998,85.0,1618722.2,2549.9,240433.7
151843.80000000002,16730.399999999998,86.0,1618745.7,2550.1,244346.6
151846.0,16737.5,87.0,1618770.8,2550.2000000000003,248259.9
151849.19999999998,16742.5,88.0,1618795.1,2550.2000000000003,252173.7
151850.69999999998,16748.3,89.0,1618818.6,2550.4,256087.9
151853.69999999998,16754.3,90.0,1618840.7,2550.6,260002.2
151855.19999999998,16759.8,91.0,1618862.4,2550.6,263916.8
151857.4,16765.899999999998,92.0,1618882.5,2550.7999999999997,267831.7
151858.6,16771.7,93.0,1618903.3,2550.7999999999997,271747.0
151860.5,16777.8,94.0,1618921.9,2550.9,275662.3
151861.6,16783.0,95.0,1618941.6,2551.0,279577.89999999997
151863.6,16787.0,96.0,1618959.3,2551.1,283493.5
151864.6,16791.7,97.0,1618976.3,2551.1,287409.5
151866.5,16798.0,98.0,1618992.9,2551.4,291325.5
151867.69999999998,16803.2,99.0,1619009.7,2551.7999999999997,295241.8
151869.69999999998,16807.8,100.0,1619024.9,2551.9,299158.2
