"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","28","0","0","0"
"2","133","0","0","42"
"3","485","0","0","119"
"4","1398","109","109","216"
"5","3709","274","274","416"
"6","8780","454","454","656"
"7","18949","669","669","1042"
"8","37548","856","924","1641"
"9","69641","1056","1221","2463"
"10","122967","1260","1553","3764"
"11","182054","1485","1911","4785"
"12","248694","1687","2272","6264"
"13","326284","1903","2711","8298"
"14","406510","2022","3050","10748"
"15","493871","2091","3364","13540"
"16","584579","2136","3662","16490"
"17","681476","2178","4027","19336"
"18","789614","2213","4317","22427"
"19","902187","2238","4561","26082"
"20","1017545","2261","4823","30261"
"21","1129570","2282","5122","35027"
"22","1250258","2310","5364","41619"
"23","1361691","2326","5613","47078"
"24","1478154","2350","5865","53234"
"25","1602348","2368","6117","62291"
"26","1722961","2385","6359","72732"
"27","1849068","2398","6602","82768"
"28","1968785","2403","6817","92078"
"29","2087234","2415","7036","97768"
"30","2196717","2420","7238","102218"
"31","2306484","2426","7457","106371"
"32","2407547","2429","7662","109671"
"33","2502755","2436","7857","113157"
"34","2595096","2443","8068","115983"
"35","2683905","2446","8272","118738"
"36","2786539","2449","8465","124081"
"37","2897410","2452","8675","128440"
"38","3007794","2453","8876","133579"
"39","3109560","2454","9055","139124"
"40","3213517","2456","9229","144949"
"41","3301832","2459","9410","150938"
"42","3389253","2460","9598","156271"
"43","3464479","2463","9781","160264"
"44","3541130","2463","9970","163186"
"45","3617829","2464","10127","166690"
"46","3693514","2466","10323","169921"
"47","3764228","2468","10480","173490"
"48","3843353","2468","10645","176345"
"49","3919405","2469","10797","179382"
"50","3996564","2470","10970","182203"
"51","4078695","2470","11120","189279"
"52","4154406","2472","11287","192651"
"53","4224800","2473","11449","194980"
"54","4290063","2473","11614","197399"
"55","4351491","2473","11744","199247"
"56","4411989","2473","11905","201123"
"57","4469143","2473","12039","203153"
"58","4516164","2474","12194","204883"
"59","4562467","2474","12329","206557"
"60","4607860","2475","12459","208515"
"61","4649025","2475","12588","210127"
"62","4686881","2475","12718","211978"
"63","4724552","2475","12844","213623"
"64","4763322","2475","12982","215677"
"65","4803146","2475","13105","217535"
"66","4842590","2475","13226","219353"
"67","4881671","2475","13336","221132"
"68","4917004","2475","13446","222857"
"69","4955782","2475","13557","224329"
"70","4993683","2475","13681","225817"
"71","5028415","2475","13770","227175"
"72","5057117","2475","13889","228655"
"73","5083286","2475","13990","229916"
"74","5111201","2475","14103","231543"
"75","5140435","2475","14195","232886"
"76","5167765","2475","14309","234144"
"77","5194199","2475","14411","235218"
"78","5220757","2475","14500","236335"
"79","5245335","2475","14586","237477"
"80","5266590","2476","14677","238596"
"81","5285492","2476","14761","239655"
"82","5302604","2476","14840","240663"
"83","5319223","2476","14927","241581"
"84","5334903","2477","15002","242591"
"85","5350793","2477","15084","243530"
"86","5365729","2477","15158","244599"
"87","5380921","2477","15221","245775"
"88","5395480","2477","15298","246843"
"89","5410854","2477","15368","247977"
"90","5425493","2477","15425","248979"
"91","5439766","2477","15486","249836"
"92","5454209","2477","15565","250961"
"93","5468564","2477","15634","251870"
"94","5483289","2477","15687","252828"
"95","5496837","2477","15734","253677"
"96","5509098","2477","15798","254514"
"97","5519616","2477","15857","255337"
"98","5529087","2477","15898","256061"
"99","5538012","2477","15952","256723"
"100","5546549","2477","16011","257365"
