"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","560","0","0","0"
"2","1310","0","0","42"
"3","2487","0","0","119"
"4","4996","109","109","216"
"5","8784","274","274","416"
"6","14621","454","454","656"
"7","24735","669","669","1040"
"8","42619","856","923","1635"
"9","73781","1056","1221","2447"
"10","125773","1263","1557","3737"
"11","184491","1490","1912","4784"
"12","249779","1692","2275","6204"
"13","323905","1915","2715","8185"
"14","400090","2030","3056","10401"
"15","480952","2097","3370","12685"
"16","568661","2149","3685","15224"
"17","662602","2185","4040","17990"
"18","763030","2214","4312","20855"
"19","867311","2243","4568","24615"
"20","968429","2264","4830","30389"
"21","1072092","2288","5131","34678"
"22","1179530","2308","5367","39641"
"23","1288991","2329","5616","44337"
"24","1398935","2351","5878","48057"
"25","1507023","2370","6149","52302"
"26","1609662","2384","6389","56379"
"27","1718203","2398","6623","61446"
"28","1829629","2411","6829","66369"
"29","1950264","2415","7059","72129"
"30","2068847","2424","7284","77534"
"31","2185929","2435","7488","82395"
"32","2292997","2437","7682","87491"
"33","2397152","2444","7894","92856"
"34","2501887","2449","8093","97103"
"35","2613375","2452","8308","101539"
"36","2734924","2457","8514","108028"
"37","2848348","2460","8696","114023"
"38","2961078","2463","8893","118592"
"39","3075297","2464","9072","123220"
"40","3175052","2465","9268","127112"
"41","3269569","2466","9445","130649"
"42","3356220","2467","9652","134075"
"43","3439197","2468","9840","137389"
"44","3514548","2468","10016","139955"
"45","3590677","2469","10185","142766"
"46","3663493","2470","10372","144971"
"47","3731848","2471","10563","147535"
"48","3796839","2471","10709","149808"
"49","3862891","2473","10868","152292"
"50","3929294","2473","11010","155059"
"51","3990811","2475","11186","157793"
"52","4049474","2475","11321","160295"
"53","4106378","2475","11480","162715"
"54","4162995","2476","11619","165349"
"55","4214652","2476","11770","167751"
"56","4266022","2476","11912","169917"
"57","4318767","2478","12060","171987"
"58","4367037","2478","12187","173930"
"59","4413182","2478","12316","175943"
"60","4455132","2478","12452","177633"
"61","4497374","2478","12585","179651"
"62","4540484","2478","12716","181370"
"63","4585090","2478","12840","183281"
"64","4625988","2479","12978","184896"
"65","4668132","2479","13121","186309"
"66","4707267","2479","13229","187428"
"67","4742548","2479","13362","188746"
"68","4775598","2479","13470","190028"
"69","4810592","2479","13581","191411"
"70","4840600","2479","13679","192501"
"71","4868500","2479","13776","193746"
"72","4896456","2479","13891","194671"
"73","4920099","2479","14002","195619"
"74","4942181","2479","14082","196388"
"75","4965674","2479","14185","197427"
"76","4990414","2479","14289","198623"
"77","5017629","2479","14377","200394"
"78","5042853","2479","14447","201824"
"79","5068482","2480","14535","203562"
"80","5092793","2480","14621","204675"
"81","5114838","2480","14711","206265"
"82","5135882","2481","14781","207178"
"83","5155655","2481","14862","208426"
"84","5179476","2481","14946","209916"
"85","5205170","2481","15015","211477"
"86","5234027","2481","15084","212465"
"87","5266600","2481","15157","214109"
"88","5299342","2481","15237","215093"
"89","5334033","2482","15302","216881"
"90","5367455","2482","15366","217874"
"91","5397400","2482","15431","219486"
"92","5422342","2482","15510","220526"
"93","5439011","2482","15564","221855"
"94","5452664","2482","15621","222487"
"95","5466616","2482","15675","223284"
"96","5481494","2482","15748","223813"
"97","5496092","2482","15794","224461"
"98","5510686","2482","15848","224866"
"99","5527319","2482","15893","225377"
"100","5539048","2482","15951","225759"
