"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","34","0","0","0"
"2","135","0","0","42"
"3","484","0","0","119"
"4","1385","109","109","216"
"5","3698","274","274","416"
"6","8823","454","454","656"
"7","19191","669","669","1040"
"8","37962","857","924","1628"
"9","70713","1056","1220","2434"
"10","125177","1260","1553","3665"
"11","186569","1489","1909","4737"
"12","256306","1692","2272","6226"
"13","336715","1907","2707","8190"
"14","423628","2025","3046","10315"
"15","517645","2092","3362","12966"
"16","619992","2139","3660","15566"
"17","728922","2180","4019","18242"
"18","848413","2218","4309","20750"
"19","969678","2247","4572","24892"
"20","1089197","2271","4841","31024"
"21","1200648","2298","5135","37267"
"22","1312884","2319","5351","44811"
"23","1426878","2335","5588","49884"
"24","1537943","2357","5836","54823"
"25","1641842","2374","6094","59577"
"26","1730598","2388","6309","63296"
"27","1818818","2397","6545","67909"
"28","1912535","2407","6757","72433"
"29","2007421","2414","6967","75475"
"30","2107677","2420","7175","78675"
"31","2207193","2423","7421","82217"
"32","2300022","2427","7619","86156"
"33","2398691","2430","7818","90873"
"34","2496987","2431","8029","95083"
"35","2587527","2436","8257","99231"
"36","2677186","2441","8455","102572"
"37","2761254","2443","8636","105819"
"38","2843364","2445","8833","109479"
"39","2920899","2447","9039","112554"
"40","2995384","2447","9231","115351"
"41","3064841","2448","9414","118060"
"42","3132852","2450","9590","120814"
"43","3205660","2451","9785","123735"
"44","3272552","2454","9941","126463"
"45","3341727","2454","10101","129336"
"46","3415742","2455","10250","131974"
"47","3491210","2458","10448","135749"
"48","3561577","2458","10600","138276"
"49","3630677","2458","10767","141993"
"50","3695146","2458","10916","144905"
"51","3752416","2458","11082","148038"
"52","3802918","2460","11230","150579"
"53","3850462","2461","11395","152922"
"54","3899035","2461","11537","154983"
"55","3948015","2462","11680","156950"
"56","3993601","2462","11839","158618"
"57","4035048","2462","12013","160248"
"58","4077936","2462","12138","161805"
"59","4117329","2462","12254","163252"
"60","4154287","2462","12392","164474"
"61","4190429","2462","12532","165832"
"62","4226287","2462","12648","167123"
"63","4263272","2462","12762","168384"
"64","4301484","2463","12894","169711"
"65","4342490","2463","13013","171035"
"66","4378598","2463","13119","172283"
"67","4411975","2465","13230","173479"
"68","4442271","2466","13352","174639"
"69","4471465","2467","13479","175760"
"70","4498397","2467","13586","176716"
"71","4523432","2467","13679","177554"
"72","4548424","2467","13781","178600"
"73","4573440","2467","13878","179595"
"74","4598802","2468","13980","180801"
"75","4626325","2468","14063","182314"
"76","4652717","2468","14154","183696"
"77","4676384","2468","14235","185072"
"78","4699728","2468","14343","186390"
"79","4722093","2468","14435","187689"
"80","4743445","2468","14520","188916"
"81","4762762","2468","14603","189758"
"82","4779867","2468","14703","190458"
"83","4795421","2468","14782","191104"
"84","4810128","2468","14849","191617"
"85","4822804","2468","14922","192186"
"86","4837026","2468","15009","192917"
"87","4850167","2468","15080","193539"
"88","4863067","2468","15127","194266"
"89","4876386","2468","15187","194910"
"90","4889815","2468","15269","195531"
"91","4902100","2468","15341","196133"
"92","4913823","2468","15392","196616"
"93","4924982","2468","15445","197105"
"94","4935806","2468","15517","197593"
"95","4946141","2468","15581","198061"
"96","4957680","2468","15625","198488"
"97","4968559","2469","15670","198947"
"98","4980314","2469","15741","199399"
"99","4991774","2469","15795","199880"
"100","5002325","2469","15830","200321"
