"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","31","0","0","0"
"2","131","0","0","42"
"3","463","0","0","119"
"4","1363","109","109","216"
"5","3657","274","274","416"
"6","8759","454","454","656"
"7","19014","670","670","1042"
"8","37758","856","923","1633"
"9","70263","1053","1218","2430"
"10","124213","1259","1551","3725"
"11","184649","1484","1911","4736"
"12","251986","1688","2271","6182"
"13","330806","1909","2710","8189"
"14","413273","2021","3050","10518"
"15","498000","2080","3355","13025"
"16","590304","2132","3652","15745"
"17","692995","2170","4015","18311"
"18","805534","2206","4318","21533"
"19","926834","2230","4568","25499"
"20","1052432","2252","4841","30544"
"21","1174633","2282","5142","34997"
"22","1297826","2304","5377","41335"
"23","1411157","2324","5610","45705"
"24","1516570","2347","5873","49479"
"25","1618803","2368","6132","53679"
"26","1716246","2383","6356","57275"
"27","1809173","2402","6585","61299"
"28","1911083","2411","6803","65423"
"29","2010395","2420","7017","69661"
"30","2114329","2426","7220","74170"
"31","2225301","2431","7431","79613"
"32","2333244","2436","7644","84312"
"33","2436420","2442","7857","90273"
"34","2532793","2447","8068","94913"
"35","2634312","2450","8285","101084"
"36","2747686","2453","8462","107099"
"37","2847201","2457","8657","113102"
"38","2936583","2459","8863","117952"
"39","3026642","2460","9051","122852"
"40","3109782","2460","9237","127136"
"41","3196131","2460","9415","131168"
"42","3289726","2460","9585","135474"
"43","3381040","2463","9769","139261"
"44","3472999","2465","9951","143785"
"45","3558911","2467","10110","148695"
"46","3643482","2468","10263","153821"
"47","3725751","2470","10427","158491"
"48","3806409","2471","10602","163038"
"49","3884340","2471","10760","169193"
"50","3958057","2471","10913","173178"
"51","4028082","2471","11081","177088"
"52","4092434","2471","11239","180570"
"53","4148212","2471","11376","183547"
"54","4209714","2473","11516","187147"
"55","4274927","2473","11656","189596"
"56","4339968","2474","11808","192065"
"57","4408064","2474","11971","194118"
"58","4468214","2474","12119","196194"
"59","4537214","2474","12245","198194"
"60","4606489","2475","12369","200217"
"61","4672038","2475","12505","202286"
"62","4730294","2475","12648","204633"
"63","4780288","2475","12762","206106"
"64","4825260","2475","12873","207820"
"65","4873305","2475","12998","210691"
"66","4917951","2475","13131","214354"
"67","4958091","2477","13254","218251"
"68","4995144","2477","13355","220331"
"69","5028232","2478","13488","223007"
"70","5060453","2478","13586","224611"
"71","5091295","2478","13692","227110"
"72","5122855","2478","13785","228456"
"73","5154539","2478","13901","230007"
"74","5184232","2478","13996","231148"
"75","5214680","2478","14094","232489"
"76","5246654","2478","14187","233658"
"77","5280746","2478","14300","234928"
"78","5310588","2478","14397","235822"
"79","5338564","2478","14477","236735"
"80","5362665","2478","14561","237495"
"81","5385007","2478","14651","238538"
"82","5407493","2478","14748","239504"
"83","5427295","2478","14827","240490"
"84","5444614","2479","14906","241372"
"85","5461950","2479","14990","242438"
"86","5476971","2479","15061","243493"
"87","5492216","2479","15119","244516"
"88","5507174","2479","15185","245674"
"89","5521784","2479","15261","246644"
"90","5535021","2479","15341","247567"
"91","5546984","2479","15399","248426"
"92","5558738","2479","15451","249399"
"93","5569040","2480","15516","250166"
"94","5579031","2480","15574","250771"
"95","5588713","2480","15632","251309"
"96","5597644","2480","15666","251741"
"97","5606393","2480","15723","252149"
"98","5614252","2480","15787","252578"
"99","5623105","2480","15841","253028"
"100","5631386","2480","15871","253507"
