"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","33","0","0","0"
"2","173","0","0","42"
"3","527","0","0","119"
"4","1439","109","109","216"
"5","4115","274","274","416"
"6","9273","454","454","656"
"7","19593","669","669","1042"
"8","38449","856","923","1634"
"9","71407","1057","1220","2441"
"10","126395","1262","1552","3674"
"11","188459","1489","1911","4771"
"12","257678","1691","2272","6186"
"13","338040","1905","2704","8141"
"14","424152","2016","3037","10403"
"15","512733","2080","3349","12955"
"16","609624","2127","3651","16177"
"17","714819","2175","4016","19743"
"18","832117","2209","4315","22681"
"19","952412","2240","4575","26977"
"20","1069005","2264","4826","32213"
"21","1183238","2293","5123","36828"
"22","1292326","2323","5366","41731"
"23","1412377","2333","5590","46597"
"24","1529876","2355","5857","51667"
"25","1634564","2368","6109","56208"
"26","1738668","2387","6347","61184"
"27","1838724","2403","6573","65610"
"28","1943038","2408","6787","70669"
"29","2054950","2415","6999","74371"
"30","2173631","2421","7204","78258"
"31","2302539","2428","7415","82191"
"32","2425042","2430","7619","85923"
"33","2549468","2435","7821","90350"
"34","2668043","2440","8049","94728"
"35","2767464","2444","8245","97842"
"36","2876709","2445","8446","101253"
"37","2981424","2447","8614","104638"
"38","3083051","2451","8807","108454"
"39","3174615","2455","9004","111932"
"40","3270409","2459","9191","115235"
"41","3367856","2460","9368","118295"
"42","3460553","2465","9553","121399"
"43","3557377","2467","9719","124287"
"44","3646776","2469","9901","127229"
"45","3728496","2469","10088","129758"
"46","3803740","2470","10269","131939"
"47","3876230","2473","10444","134458"
"48","3944659","2474","10621","136764"
"49","4008153","2474","10784","138948"
"50","4074711","2474","10921","141513"
"51","4146112","2476","11077","143987"
"52","4218394","2476","11234","147139"
"53","4291511","2476","11392","150967"
"54","4364328","2477","11525","154862"
"55","4440155","2477","11664","158434"
"56","4507200","2477","11833","160888"
"57","4567351","2477","11986","163251"
"58","4619404","2477","12125","165383"
"59","4668192","2477","12262","167774"
"60","4717617","2477","12403","169791"
"61","4762875","2477","12533","171919"
"62","4803671","2477","12660","173748"
"63","4839491","2477","12784","175298"
"64","4879233","2477","12922","176758"
"65","4917385","2478","13044","178464"
"66","4952271","2478","13175","179960"
"67","4984571","2478","13289","181355"
"68","5017915","2478","13419","182828"
"69","5047325","2478","13522","184024"
"70","5076422","2478","13640","185332"
"71","5103928","2478","13750","186902"
"72","5130664","2478","13856","188433"
"73","5154470","2479","13959","190390"
"74","5176989","2479","14077","191853"
"75","5199212","2479","14182","193258"
"76","5221876","2480","14283","194422"
"77","5244080","2480","14385","195810"
"78","5263205","2480","14483","197195"
"79","5282069","2480","14581","198218"
"80","5300760","2481","14669","199131"
"81","5318241","2481","14760","200105"
"82","5335769","2481","14837","201063"
"83","5351616","2481","14932","201904"
"84","5368342","2481","15024","202861"
"85","5385235","2481","15103","203816"
"86","5403083","2481","15168","205046"
"87","5419490","2481","15240","206098"
"88","5435025","2481","15335","207239"
"89","5449536","2481","15411","208283"
"90","5461722","2481","15469","209036"
"91","5474839","2481","15536","209752"
"92","5487128","2481","15599","210508"
"93","5500871","2481","15678","211163"
"94","5512392","2481","15738","211866"
"95","5524453","2481","15793","212467"
"96","5536714","2481","15850","213120"
"97","5547679","2481","15907","214537"
"98","5559085","2481","15952","215520"
"99","5569496","2482","16000","216518"
"100","5578892","2482","16062","217461"
