"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","2","0","0","0","0"
"2","10","0","0","2","0"
"3","35","0","0","9","0"
"4","111","7","7","21","0"
"5","286","16","16","47","0"
"6","742","30","30","86","0"
"7","1623","43","43","144","0"
"8","2847","47","51","211","0"
"9","4563","56","66","292","0"
"10","6977","65","85","388","0"
"11","9682","72","97","494","0"
"12","12544","87","115","609","0"
"13","16376","97","133","737","0"
"14","20262","105","151","871","0"
"15","24326","112","160","1013","0"
"16","27568","115","175","1158","0"
"17","29831","117","186","1307","0"
"18","31393","119","201","1458","0"
"19","32861","120","211","1613","0"
"20","34320","120","220","1777","0"
"21","35954","124","235","1945","0"
"22","37419","125","245","2118","0"
"23","38320","125","249","2294","0"
"24","39219","126","258","2473","0"
"25","40300","127","265","2654","0"
"26","41117","127","270","2837","0"
"27","41811","128","282","3020","0"
"28","42181","129","289","3206","0"
"29","42384","131","295","3394","0"
"30","42572","134","300","3585","0"
"31","42765","134","306","3779","0"
"32","42972","135","312","3975","0"
"33","43222","138","317","4172","0"
"34","43586","139","322","4370","0"
"35","43947","140","327","4568","0"
"36","44140","141","335","4767","0"
"37","44269","141","337","4968","0"
"38","44392","142","342","5169","0"
"39","44446","142","345","5371","0"
"40","44485","142","351","5574","0"
"41","44515","142","355","5779","0"
"42","44533","142","357","5984","0"
"43","44552","142","359","6189","0"
"44","44571","142","364","6395","0"
"45","44584","142","367","6601","0"
"46","44598","142","369","6807","0"
"47","44607","142","370","7013","0"
"48","44617","142","370","7219","0"
"49","44626","142","373","7425","0"
"50","44635","142","373","7631","0"
"51","44644","143","374","7837","0"
"52","44651","143","374","8043","0"
"53","44659","143","375","8249","0"
"54","44666","143","375","8455","0"
"55","44673","143","375","8661","0"
"56","44680","143","375","8867","0"
"57","44687","143","375","9073","0"
"58","44694","143","375","9279","0"
"59","44703","143","375","9485","0"
"60","44710","143","375","9691","0"
"61","44717","143","375","9897","0"
"62","44724","143","375","10103","0"
"63","44731","143","375","10309","0"
"64","44739","145","377","10515","0"
"65","44745","146","378","10722","0"
"66","44755","146","378","10932","0"
"67","44765","146","378","11142","0"
"68","44775","146","378","11352","0"
"69","44785","146","378","11562","0"
"70","44795","146","378","11772","0"
"71","44805","146","379","11982","0"
"72","44815","146","380","12192","0"
"73","44822","146","380","12403","0"
"74","44830","146","380","12614","0"
"75","44837","146","381","12825","0"
"76","44845","146","382","13036","0"
"77","44851","147","383","13247","0"
"78","44855","147","383","13458","0"
"79","44859","147","384","13669","0"
"80","44863","147","384","13880","0"
"81","44867","147","384","14091","0"
"82","44871","147","384","14302","0"
"83","44875","147","384","14513","0"
"84","44880","147","385","14724","0"
"85","44884","148","386","14935","0"
"86","44888","148","386","15146","0"
"87","44892","148","386","15357","0"
"88","44896","149","388","15568","0"
"89","44901","149","388","15779","0"
"90","44907","149","388","15990","0"
"91","44912","150","390","16201","0"
"92","44919","150","391","16412","0"
"93","44926","150","391","16623","0"
"94","44933","150","391","16834","0"
"95","44940","150","393","17045","0"
"96","44944","150","393","17256","0"
"97","44949","150","394","17467","0"
"98","44953","150","394","17678","0"
"99","44956","150","394","17889","0"
"100","44962","150","394","18100","0"
