"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","4","0","0","0"
"2","19","0","0","11"
"3","60","0","0","28"
"4","171","24","24","46"
"5","435","68","68","79"
"6","1010","118","118","164"
"7","1920","167","167","231"
"8","3718","212","225","362"
"9","6679","269","304","520"
"10","10676","320","384","680"
"11","14235","365","461","790"
"12","17490","411","530","875"
"13","20953","470","634","978"
"14","25083","502","712","1147"
"15","28595","525","782","1334"
"16","32511","540","832","1601"
"17","36457","561","910","1814"
"18","40304","568","958","1973"
"19","43280","578","999","2161"
"20","45540","583","1027","2286"
"21","49926","589","1066","2402"
"22","51658","593","1105","2503"
"23","53425","594","1128","2592"
"24","54967","598","1159","2653"
"25","57317","602","1198","2720"
"26","58730","603","1222","2795"
"27","59585","605","1243","2845"
"28","60397","607","1266","2894"
"29","60896","608","1276","2930"
"30","61293","609","1291","2968"
"31","61537","611","1310","3002"
"32","61655","612","1335","3019"
"33","61730","612","1347","3032"
"34","61782","612","1360","3040"
"35","61826","614","1371","3043"
"36","61867","614","1381","3044"
"37","61902","615","1390","3044"
"38","61937","615","1399","3044"
"39","61954","616","1407","3044"
"40","61967","616","1412","3044"
"41","61978","616","1420","3044"
"42","61990","617","1428","3045"
"43","62000","617","1434","3045"
"44","62009","617","1439","3045"
"45","62017","617","1444","3045"
"46","62021","617","1449","3045"
"47","62027","617","1449","3045"
"48","62031","618","1452","3045"
"49","62035","620","1457","3045"
"50","62040","620","1460","3045"
"51","62043","621","1464","3045"
"52","62047","621","1465","3045"
"53","62050","621","1467","3045"
"54","62053","622","1470","3045"
"55","62057","622","1474","3045"
"56","62059","622","1476","3045"
"57","62062","622","1480","3045"
"58","62064","622","1480","3045"
"59","62066","622","1480","3045"
"60","62068","625","1483","3045"
"61","62072","625","1485","3045"
"62","62076","625","1486","3045"
"63","62080","626","1487","3045"
"64","62085","626","1487","3045"
"65","62089","626","1488","3045"
"66","62092","626","1488","3045"
"67","62096","626","1488","3045"
"68","62099","626","1491","3045"
"69","62101","626","1491","3045"
"70","62103","626","1492","3045"
"71","62105","626","1492","3045"
"72","62107","627","1496","3045"
"73","62109","627","1496","3045"
"74","62110","627","1497","3045"
"75","62112","627","1497","3045"
"76","62113","628","1499","3045"
"77","62115","628","1499","3045"
"78","62116","628","1499","3045"
"79","62117","628","1500","3045"
"80","62118","628","1500","3045"
"81","62120","629","1501","3045"
"82","62121","630","1502","3045"
"83","62123","630","1503","3045"
"84","62124","631","1505","3045"
"85","62124","631","1505","3045"
"86","62125","631","1505","3045"
"87","62126","631","1505","3045"
"88","62127","631","1507","3045"
"89","62128","631","1507","3045"
"90","62129","631","1509","3045"
"91","62130","631","1509","3045"
"92","62131","632","1511","3045"
"93","62131","632","1511","3045"
"94","62132","632","1513","3045"
"95","62133","632","1513","3045"
"96","62134","633","1514","3045"
"97","62134","633","1514","3045"
"98","62136","633","1515","3045"
"99","62136","633","1515","3045"
"100","62137","633","1515","3045"
