"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","5","0","0","0"
"2","23","0","0","11"
"3","80","0","0","28"
"4","185","24","24","46"
"5","427","68","68","79"
"6","965","118","118","164"
"7","1907","167","167","231"
"8","3493","212","224","362"
"9","6099","269","303","520"
"10","10601","320","383","680"
"11","13969","365","461","790"
"12","17442","410","529","871"
"13","21006","470","637","970"
"14","26425","503","715","1145"
"15","29667","524","782","1336"
"16","32927","539","835","1639"
"17","36880","555","912","2067"
"18","41154","566","962","2409"
"19","46700","571","995","2632"
"20","50293","578","1026","2912"
"21","52704","582","1066","3119"
"22","54108","587","1099","3261"
"23","55271","589","1129","3357"
"24","56030","590","1155","3451"
"25","56682","593","1190","3510"
"26","57357","597","1214","3567"
"27","57638","597","1243","3600"
"28","57859","600","1259","3634"
"29","58030","601","1278","3656"
"30","58146","602","1295","3679"
"31","58260","605","1311","3688"
"32","58350","606","1331","3696"
"33","58413","607","1348","3696"
"34","58470","607","1359","3698"
"35","58520","610","1373","3702"
"36","58552","610","1383","3703"
"37","58578","611","1394","3704"
"38","58598","612","1402","3705"
"39","58612","613","1411","3705"
"40","58623","613","1416","3705"
"41","58631","614","1425","3705"
"42","58637","614","1428","3705"
"43","58643","614","1432","3705"
"44","58649","614","1436","3705"
"45","58654","614","1438","3705"
"46","58658","614","1442","3705"
"47","58662","614","1446","3705"
"48","58666","616","1450","3705"
"49","58672","616","1450","3705"
"50","58679","616","1451","3705"
"51","58685","617","1456","3705"
"52","58692","617","1460","3705"
"53","58695","617","1460","3705"
"54","58700","618","1463","3705"
"55","58703","618","1466","3705"
"56","58706","618","1467","3705"
"57","58710","618","1468","3705"
"58","58714","618","1471","3705"
"59","58717","619","1474","3705"
"60","58720","619","1474","3705"
"61","58722","620","1478","3705"
"62","58724","620","1479","3705"
"63","58726","621","1481","3705"
"64","58728","621","1481","3705"
"65","58730","621","1482","3705"
"66","58732","621","1482","3705"
"67","58734","623","1486","3705"
"68","58736","626","1489","3705"
"69","58737","627","1490","3705"
"70","58739","627","1492","3705"
"71","58740","627","1492","3705"
"72","58742","627","1492","3705"
"73","58743","627","1492","3705"
"74","58744","627","1494","3705"
"75","58746","627","1498","3705"
"76","58748","627","1499","3705"
"77","58750","628","1500","3705"
"78","58752","628","1500","3705"
"79","58755","629","1505","3705"
"80","58757","630","1507","3705"
"81","58757","630","1507","3705"
"82","58758","630","1507","3705"
"83","58759","630","1507","3705"
"84","58760","631","1509","3705"
"85","58761","631","1509","3705"
"86","58761","631","1509","3705"
"87","58762","631","1510","3705"
"88","58763","631","1510","3705"
"89","58765","632","1511","3705"
"90","58766","632","1512","3705"
"91","58767","632","1513","3705"
"92","58768","633","1514","3705"
"93","58769","633","1514","3705"
"94","58771","633","1515","3705"
"95","58772","633","1515","3705"
"96","58773","634","1516","3705"
"97","58774","634","1516","3705"
"98","58774","634","1516","3705"
"99","58775","635","1519","3705"
"100","58775","635","1519","3705"
