"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","34","0","0","8","0"
"3","136","0","0","39","0"
"4","429","26","26","102","0"
"5","1199","81","81","192","0"
"6","2919","124","124","327","0"
"7","6445","163","163","514","0"
"8","11902","203","225","740","0"
"9","19954","244","300","1012","0"
"10","32040","291","378","1363","0"
"11","44777","332","450","1751","0"
"12","58399","371","517","2182","0"
"13","72960","410","610","2652","0"
"14","88396","443","684","3178","0"
"15","105295","461","736","3733","0"
"16","121050","478","797","4313","0"
"17","135365","487","868","4925","0"
"18","148784","496","926","5578","0"
"19","161337","506","976","6262","0"
"20","173973","520","1038","6970","0"
"21","185240","525","1086","7703","0"
"22","194548","534","1131","8459","0"
"23","203467","539","1173","9234","0"
"24","211885","541","1222","10026","0"
"25","219172","543","1261","10832","0"
"26","225355","544","1303","11649","0"
"27","230658","550","1350","12486","0"
"28","234819","553","1387","13345","0"
"29","239248","555","1416","14221","0"
"30","244426","558","1449","15112","0"
"31","249135","561","1479","16012","0"
"32","253210","562","1518","16930","0"
"33","256963","564","1547","17864","0"
"34","260019","564","1575","18801","0"
"35","263431","565","1596","19747","0"
"36","266470","566","1617","20703","0"
"37","268435","569","1643","21663","0"
"38","269898","569","1667","22632","0"
"39","270987","569","1686","23608","0"
"40","272012","571","1708","24590","0"
"41","272965","571","1728","25578","0"
"42","273848","572","1746","26572","0"
"43","274573","573","1764","27571","0"
"44","275289","575","1779","28579","0"
"45","275969","575","1799","29595","0"
"46","276591","576","1813","30620","0"
"47","277098","576","1823","31647","0"
"48","277617","576","1837","32675","0"
"49","278065","576","1847","33705","0"
"50","278453","576","1855","34736","0"
"51","278839","578","1868","35767","0"
"52","279160","578","1876","36802","0"
"53","279451","578","1880","37839","0"
"54","279770","579","1886","38879","0"
"55","280121","579","1892","39920","0"
"56","280452","579","1896","40961","0"
"57","280770","580","1899","42004","0"
"58","281033","580","1904","43050","0"
"59","281300","580","1908","44098","0"
"60","281581","581","1917","45148","0"
"61","281820","581","1917","46202","0"
"62","282049","582","1920","47256","0"
"63","282242","582","1925","48310","0"
"64","282399","582","1928","49365","0"
"65","282534","583","1930","50420","0"
"66","282653","584","1931","51477","0"
"67","282759","586","1938","52534","0"
"68","282872","586","1941","53595","0"
"69","283015","586","1943","54658","0"
"70","283160","586","1947","55721","0"
"71","283303","587","1954","56784","0"
"72","283418","587","1955","57847","0"
"73","283510","588","1957","58910","0"
"74","283604","589","1961","59973","0"
"75","283716","590","1967","61037","0"
"76","283804","590","1971","62101","0"
"77","283907","591","1973","63166","0"
"78","283982","591","1976","64231","0"
"79","284079","592","1978","65296","0"
"80","284176","594","1982","66361","0"
"81","284273","595","1986","67426","0"
"82","284364","595","1989","68493","0"
"83","284452","595","1990","69562","0"
"84","284539","595","1995","70631","0"
"85","284610","597","2001","71700","0"
"86","284676","597","2005","72770","0"
"87","284734","597","2007","73841","0"
"88","284798","597","2010","74912","0"
"89","284883","597","2011","75985","0"
"90","284959","598","2021","77058","0"
"91","285019","598","2025","78136","0"
"92","285087","599","2031","79215","0"
"93","285148","599","2032","80294","0"
"94","285196","599","2035","81373","0"
"95","285247","599","2036","82452","0"
"96","285298","599","2038","83531","0"
"97","285345","600","2041","84610","0"
"98","285373","601","2043","85690","0"
"99","285404","601","2044","86770","0"
"100","285434","601","2047","87850","0"
