"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","35","0","0","8","0"
"3","151","0","0","39","0"
"4","427","26","26","102","0"
"5","1199","81","81","192","0"
"6","2930","124","124","325","0"
"7","6436","163","163","511","0"
"8","11856","203","225","736","0"
"9","19840","245","301","1008","0"
"10","32107","294","381","1349","0"
"11","44439","339","457","1731","0"
"12","56613","375","521","2152","0"
"13","70350","417","616","2607","0"
"14","85177","447","690","3111","0"
"15","100616","463","744","3645","0"
"16","114742","478","802","4200","0"
"17","127777","484","869","4785","0"
"18","140994","494","936","5404","0"
"19","154318","505","991","6061","0"
"20","167349","523","1051","6736","0"
"21","178831","528","1099","7429","0"
"22","190427","535","1143","8146","0"
"23","201443","539","1188","8882","0"
"24","211580","541","1220","9634","0"
"25","221172","543","1261","10401","0"
"26","227888","546","1311","11180","0"
"27","233038","549","1356","11979","0"
"28","237803","552","1390","12810","0"
"29","242353","553","1421","13655","0"
"30","246425","553","1461","14509","0"
"31","249396","555","1496","15374","0"
"32","251556","557","1517","16254","0"
"33","253782","562","1547","17143","0"
"34","255752","562","1576","18038","0"
"35","257841","563","1597","18944","0"
"36","259714","565","1621","19856","0"
"37","261367","567","1643","20773","0"
"38","262806","568","1669","21701","0"
"39","263910","568","1692","22640","0"
"40","265011","570","1712","23587","0"
"41","265985","570","1731","24539","0"
"42","266765","570","1751","25497","0"
"43","267566","570","1766","26463","0"
"44","268226","570","1779","27434","0"
"45","268789","570","1796","28410","0"
"46","269227","571","1813","29389","0"
"47","269667","571","1825","30372","0"
"48","270011","571","1834","31360","0"
"49","270366","573","1847","32354","0"
"50","270730","573","1858","33352","0"
"51","270995","574","1868","34353","0"
"52","271251","575","1877","35355","0"
"53","271448","576","1886","36360","0"
"54","271622","576","1890","37367","0"
"55","271793","578","1900","38374","0"
"56","271921","578","1906","39381","0"
"57","272048","579","1910","40390","0"
"58","272162","580","1916","41402","0"
"59","272272","581","1924","42415","0"
"60","272398","582","1929","43429","0"
"61","272503","582","1934","44447","0"
"62","272614","582","1938","45467","0"
"63","272709","582","1942","46488","0"
"64","272811","583","1945","47511","0"
"65","272921","583","1950","48534","0"
"66","273006","583","1951","49558","0"
"67","273092","584","1954","50582","0"
"68","273176","585","1957","51607","0"
"69","273252","585","1960","52632","0"
"70","273331","585","1962","53657","0"
"71","273400","585","1965","54683","0"
"72","273465","585","1967","55709","0"
"73","273538","585","1968","56738","0"
"74","273609","585","1971","57767","0"
"75","273694","587","1974","58796","0"
"76","273765","588","1977","59825","0"
"77","273819","588","1977","60855","0"
"78","273875","588","1980","61885","0"
"79","273919","590","1987","62915","0"
"80","273966","591","1990","63946","0"
"81","274022","593","1994","64979","0"
"82","274091","594","1997","66015","0"
"83","274166","595","2000","67051","0"
"84","274240","595","2004","68087","0"
"85","274302","596","2008","69123","0"
"86","274358","596","2011","70159","0"
"87","274422","596","2017","71198","0"
"88","274463","596","2019","72239","0"
"89","274507","596","2020","73282","0"
"90","274552","597","2029","74325","0"
"91","274587","599","2036","75368","0"
"92","274619","600","2040","76411","0"
"93","274655","601","2044","77454","0"
"94","274694","601","2048","78497","0"
"95","274725","602","2052","79540","0"
"96","274755","602","2054","80583","0"
"97","274785","602","2055","81626","0"
"98","274816","602","2058","82669","0"
"99","274846","603","2064","83714","0"
"100","274875","603","2065","84759","0"
