"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","4","0","0","4"
"3","13","0","0","8"
"4","35","6","6","15"
"5","98","14","14","22"
"6","218","26","26","32"
"7","453","38","38","57"
"8","784","51","56","81"
"9","1279","61","68","115"
"10","2126","75","86","154"
"11","2897","94","110","212"
"12","3567","106","131","255"
"13","4326","118","145","315"
"14","4989","127","163","406"
"15","5483","136","184","468"
"16","5708","138","194","503"
"17","5891","139","205","525"
"18","5999","142","219","542"
"19","6076","146","230","550"
"20","6128","147","237","557"
"21","6173","148","245","569"
"22","6211","150","253","573"
"23","6254","151","259","577"
"24","6288","152","263","580"
"25","6317","154","271","581"
"26","6326","154","278","582"
"27","6331","154","281","583"
"28","6334","155","285","583"
"29","6339","156","290","584"
"30","6344","156","292","585"
"31","6350","156","293","585"
"32","6357","156","293","585"
"33","6365","156","294","585"
"34","6372","157","296","585"
"35","6376","157","298","585"
"36","6379","157","298","585"
"37","6385","158","302","585"
"38","6386","158","303","585"
"39","6388","158","304","585"
"40","6389","158","304","585"
"41","6391","158","305","585"
"42","6392","158","306","585"
"43","6393","158","306","585"
"44","6394","158","306","585"
"45","6396","158","306","585"
"46","6397","158","307","585"
"47","6397","158","308","585"
"48","6398","158","308","585"
"49","6398","158","308","585"
"50","6398","158","309","585"
"51","6399","159","310","585"
"52","6399","159","310","585"
"53","6399","159","311","585"
"54","6400","159","312","585"
"55","6400","159","312","585"
"56","6400","159","313","585"
"57","6400","159","313","585"
"58","6400","159","313","585"
"59","6400","159","313","585"
"60","6400","159","313","585"
"61","6400","159","313","585"
"62","6401","159","313","585"
"63","6401","159","313","585"
"64","6401","159","313","585"
"65","6401","159","313","585"
"66","6401","159","313","585"
"67","6401","159","313","585"
"68","6401","159","313","585"
"69","6401","159","313","585"
"70","6401","159","313","585"
"71","6401","159","313","585"
"72","6401","160","314","585"
"73","6401","160","314","585"
"74","6401","160","314","585"
"75","6401","160","314","585"
"76","6402","160","314","585"
"77","6402","160","315","585"
"78","6402","160","315","585"
"79","6402","160","316","585"
