"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","3","0","0","4"
"3","16","0","0","8"
"4","55","6","6","15"
"5","110","14","14","22"
"6","211","26","26","32"
"7","468","38","38","57"
"8","802","51","56","81"
"9","1316","61","68","115"
"10","2160","75","86","154"
"11","2928","94","110","212"
"12","3604","106","131","255"
"13","4360","118","145","315"
"14","5035","127","163","406"
"15","5523","136","184","468"
"16","5754","138","194","503"
"17","5934","139","205","525"
"18","6041","142","219","542"
"19","6120","146","230","550"
"20","6169","147","237","557"
"21","6215","148","245","569"
"22","6251","150","253","573"
"23","6297","151","259","577"
"24","6328","152","263","580"
"25","6359","154","271","581"
"26","6368","154","278","582"
"27","6372","154","281","583"
"28","6375","155","285","583"
"29","6380","156","290","584"
"30","6385","156","292","585"
"31","6392","156","293","585"
"32","6399","156","293","585"
"33","6406","156","294","585"
"34","6412","157","296","585"
"35","6416","157","298","585"
"36","6420","157","298","585"
"37","6423","158","302","585"
"38","6425","158","303","585"
"39","6426","158","304","585"
"40","6427","158","304","585"
"41","6429","158","305","585"
"42","6430","158","306","585"
"43","6431","158","306","585"
"44","6433","158","306","585"
"45","6434","158","306","585"
"46","6435","158","307","585"
"47","6436","158","308","585"
"48","6436","158","308","585"
"49","6437","158","308","585"
"50","6437","158","309","585"
"51","6438","159","310","585"
"52","6438","159","310","585"
"53","6438","159","311","585"
"54","6439","159","312","585"
"55","6439","159","312","585"
"56","6439","159","313","585"
"57","6439","159","313","585"
"58","6439","159","313","585"
"59","6439","159","313","585"
"60","6439","159","313","585"
"61","6439","159","313","585"
"62","6439","159","313","585"
"63","6440","159","313","585"
"64","6440","159","313","585"
"65","6440","159","313","585"
"66","6440","159","313","585"
"67","6440","159","313","585"
"68","6440","159","313","585"
"69","6440","159","313","585"
"70","6440","159","313","585"
"71","6440","159","313","585"
"72","6440","160","314","585"
"73","6440","160","314","585"
"74","6440","160","314","585"
"75","6440","160","314","585"
"76","6440","160","314","585"
"77","6440","160","315","585"
"78","6440","160","315","585"
"79","6441","160","316","585"
