"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","91","0","0","0"
"2","147","0","0","4"
"3","265","0","0","8"
"4","446","6","6","15"
"5","736","14","14","22"
"6","1004","26","26","32"
"7","1585","38","38","57"
"8","2235","50","55","81"
"9","3119","60","67","115"
"10","4540","74","85","162"
"11","5562","93","109","220"
"12","6301","105","129","271"
"13","7220","117","144","332"
"14","8020","126","162","430"
"15","8588","133","181","494"
"16","8872","136","191","535"
"17","9104","138","201","559"
"18","9264","141","217","581"
"19","9363","145","229","594"
"20","9422","146","233","602"
"21","9478","148","240","617"
"22","9524","150","249","623"
"23","9580","151","254","630"
"24","9643","152","258","635"
"25","9713","154","265","639"
"26","9743","154","273","642"
"27","9755","154","277","642"
"28","9766","155","282","642"
"29","9772","156","285","643"
"30","9782","156","287","644"
"31","9790","156","289","644"
"32","9801","156","293","644"
"33","9806","156","294","644"
"34","9810","157","295","644"
"35","9815","157","297","644"
"36","9818","157","298","644"
"37","9822","158","300","644"
"38","9825","158","300","644"
"39","9829","158","301","644"
"40","9834","158","301","644"
"41","9837","158","302","644"
"42","9840","158","302","644"
"43","9842","158","302","644"
"44","9845","158","302","644"
"45","9848","158","302","644"
"46","9850","158","305","644"
"47","9851","158","305","644"
"48","9852","158","305","644"
"49","9854","158","305","644"
"50","9855","158","306","644"
"51","9856","159","308","644"
"52","9857","159","308","644"
"53","9857","159","308","644"
"54","9858","159","308","644"
"55","9858","159","308","644"
"56","9859","159","309","644"
"57","9859","159","309","644"
"58","9859","159","310","644"
"59","9860","159","310","644"
"60","9860","159","310","644"
"61","9860","159","310","644"
"62","9860","159","310","644"
"63","9860","159","310","644"
"64","9861","159","310","644"
"65","9861","159","310","644"
"66","9861","159","310","644"
"67","9861","159","310","644"
"68","9861","159","310","644"
"69","9861","159","310","644"
"70","9862","159","310","644"
"71","9862","159","310","644"
"72","9862","160","311","644"
"73","9862","160","311","644"
"74","9862","160","311","644"
"75","9863","160","311","644"
"76","9863","160","311","644"
"77","9863","160","311","644"
"78","9863","160","311","644"
"79","9863","160","312","644"
"80","9863","160","312","644"
"81","9863","160","312","644"
"82","9864","160","312","644"
"83","9864","160","312","644"
"84","9864","160","312","644"
"85","9864","160","312","644"
"86","9864","160","312","644"
"87","9864","160","312","644"
"88","9864","160","312","644"
"89","9864","160","312","644"
"90","9864","160","312","644"
"91","9864","160","312","644"
"92","9865","160","312","644"
"93","9865","160","312","644"
"94","9865","160","312","644"
"95","9865","160","312","644"
"96","9865","160","312","644"
"97","9865","160","312","644"
"98","9865","160","312","644"
"99","9865","160","312","644"
"100","9865","160","312","644"
