"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","0","0","0","0"
"2","4","0","0","4"
"3","19","0","0","8"
"4","47","6","6","15"
"5","105","14","14","22"
"6","199","26","26","32"
"7","435","38","38","57"
"8","772","50","55","81"
"9","1265","60","67","115"
"10","2167","74","85","162"
"11","2969","93","109","220"
"12","3675","105","129","271"
"13","4486","118","145","332"
"14","5160","125","161","430"
"15","5806","131","178","526"
"16","6232","135","190","591"
"17","6474","137","202","623"
"18","6597","140","216","653"
"19","6681","145","226","664"
"20","6735","146","232","675"
"21","6781","146","237","687"
"22","6819","148","247","693"
"23","6863","150","254","697"
"24","6897","152","261","701"
"25","6930","154","268","702"
"26","6941","154","275","703"
"27","6947","154","277","707"
"28","6952","155","280","707"
"29","6957","156","284","708"
"30","6962","156","290","709"
"31","6968","156","293","709"
"32","6974","156","294","709"
"33","6981","156","296","709"
"34","6987","157","298","709"
"35","6990","157","299","709"
"36","6993","157","300","709"
"37","6997","158","304","709"
"38","6998","158","305","709"
"39","7000","158","306","709"
"40","7001","158","306","709"
"41","7003","158","307","709"
"42","7004","158","308","709"
"43","7005","158","308","709"
"44","7006","158","308","709"
"45","7007","158","308","709"
"46","7008","158","309","709"
"47","7009","158","309","709"
"48","7010","158","309","709"
"49","7010","158","309","709"
"50","7011","158","310","709"
"51","7013","159","312","709"
"52","7013","159","312","709"
"53","7013","159","312","709"
"54","7013","159","312","709"
"55","7014","159","312","709"
"56","7014","159","313","709"
"57","7014","159","313","709"
"58","7014","159","314","709"
"59","7014","159","314","709"
"60","7014","159","314","709"
"61","7014","159","314","709"
"62","7014","159","314","709"
"63","7015","159","314","709"
"64","7015","159","314","709"
"65","7015","159","314","709"
"66","7015","159","314","709"
"67","7015","159","314","709"
"68","7015","159","314","709"
"69","7015","159","314","709"
"70","7015","159","314","709"
"71","7015","159","314","709"
"72","7015","160","315","709"
"73","7015","160","315","709"
"74","7015","160","315","709"
"75","7015","160","315","709"
"76","7015","160","315","709"
"77","7015","160","316","709"
"78","7015","160","316","709"
"79","7016","160","317","709"
