"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","2","0","0","0"
"2","10","0","0","4"
"3","30","0","0","8"
"4","77","6","6","15"
"5","153","14","14","22"
"6","272","26","26","32"
"7","582","38","38","57"
"8","986","50","55","81"
"9","1548","60","67","115"
"10","2554","74","85","162"
"11","3561","93","109","220"
"12","4404","105","129","271"
"13","5385","118","145","332"
"14","6161","126","162","430"
"15","6776","133","181","494"
"16","7053","136","191","535"
"17","7269","138","201","559"
"18","7402","141","217","581"
"19","7496","145","229","594"
"20","7552","146","233","602"
"21","7607","148","240","617"
"22","7653","150","249","623"
"23","7707","151","254","630"
"24","7778","152","258","635"
"25","7836","154","265","639"
"26","7862","154","273","642"
"27","7874","154","277","642"
"28","7881","155","282","642"
"29","7887","156","285","643"
"30","7893","156","287","644"
"31","7899","156","289","644"
"32","7904","156","293","644"
"33","7908","156","294","644"
"34","7913","157","295","644"
"35","7917","157","297","644"
"36","7921","157","298","644"
"37","7923","158","300","644"
"38","7926","158","300","644"
"39","7930","158","301","644"
"40","7934","158","301","644"
"41","7937","158","302","644"
"42","7940","158","302","644"
"43","7942","158","302","644"
"44","7945","158","302","644"
"45","7947","158","302","644"
"46","7950","158","305","644"
"47","7951","158","305","644"
"48","7952","158","305","644"
"49","7952","158","305","644"
"50","7953","158","306","644"
"51","7954","159","308","644"
"52","7954","159","308","644"
"53","7955","159","308","644"
"54","7955","159","308","644"
"55","7956","159","308","644"
"56","7956","159","309","644"
"57","7956","159","309","644"
"58","7958","159","310","644"
"59","7959","159","310","644"
"60","7959","159","310","644"
"61","7960","159","310","644"
"62","7960","159","310","644"
"63","7960","159","310","644"
"64","7960","159","310","644"
"65","7960","159","310","644"
"66","7961","159","310","644"
"67","7961","159","310","644"
"68","7961","159","310","644"
"69","7962","159","310","644"
"70","7962","159","310","644"
"71","7962","159","310","644"
"72","7963","160","311","644"
"73","7963","160","311","644"
"74","7963","160","311","644"
"75","7963","160","311","644"
"76","7963","160","311","644"
"77","7964","160","311","644"
"78","7964","160","311","644"
"79","7964","160","312","644"
"80","7964","160","312","644"
"81","7964","160","312","644"
"82","7964","160","312","644"
"83","7964","160","312","644"
"84","7964","160","312","644"
"85","7964","160","312","644"
"86","7964","160","312","644"
"87","7965","160","312","644"
"88","7965","160","312","644"
"89","7965","160","312","644"
"90","7965","160","312","644"
"91","7965","160","312","644"
"92","7965","160","312","644"
"93","7965","160","312","644"
"94","7965","160","312","644"
"95","7965","160","312","644"
"96","7965","160","312","644"
"97","7965","160","312","644"
"98","7965","160","312","644"
"99","7966","160","312","644"
"100","7966","160","312","644"
