"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","27","0","0","0","0"
"2","140","0","0","52","0"
"3","535","0","0","196","0"
"4","1631","102","102","451","0"
"5","4595","238","238","862","0"
"6","11044","412","412","1433","0"
"7","24448","577","577","2217","0"
"8","48568","768","828","3207","0"
"9","89374","927","1069","4424","0"
"10","153560","1093","1351","5924","0"
"11","224077","1282","1647","7598","0"
"12","299370","1459","1972","9467","0"
"13","385991","1659","2315","11509","0"
"14","488636","1762","2607","13771","0"
"15","598828","1838","2901","16199","0"
"16","708341","1902","3187","18811","0"
"17","808363","1948","3477","21585","0"
"18","902172","1996","3767","24571","0"
"19","1004858","2025","4011","27727","0"
"20","1104776","2052","4265","31087","0"
"21","1210981","2081","4511","34612","0"
"22","1314815","2109","4755","38282","0"
"23","1419035","2126","4982","42091","0"
"24","1511597","2142","5216","46040","0"
"25","1606686","2165","5439","50144","0"
"26","1700065","2182","5676","54394","0"
"27","1787346","2190","5914","58790","0"
"28","1873597","2199","6150","63330","0"
"29","1959007","2214","6375","68040","0"
"30","2041574","2224","6573","72906","0"
"31","2127743","2234","6792","77909","0"
"32","2220424","2246","7015","83085","0"
"33","2314017","2256","7224","88377","0"
"34","2407315","2261","7426","93796","0"
"35","2493890","2267","7621","99350","0"
"36","2571321","2274","7826","105052","0"
"37","2654200","2279","8028","110899","0"
"38","2736692","2286","8239","116876","0"
"39","2813706","2289","8418","123009","0"
"40","2888615","2292","8610","129275","0"
"41","2960375","2298","8792","135679","0"
"42","3032537","2301","8996","142204","0"
"43","3111228","2305","9180","148867","0"
"44","3193151","2307","9383","155662","0"
"45","3271768","2308","9570","162587","0"
"46","3357735","2309","9770","169626","0"
"47","3439460","2310","9936","176817","0"
"48","3522042","2313","10116","184138","0"
"49","3598764","2315","10301","191578","0"
"50","3667383","2320","10492","199149","0"
"51","3732205","2322","10666","206872","0"
"52","3800970","2323","10836","214714","0"
"53","3870779","2325","11000","222675","0"
"54","3939890","2327","11178","230751","0"
"55","4006729","2327","11349","238978","0"
"56","4068312","2329","11506","247310","0"
"57","4134585","2332","11660","255757","0"
"58","4198641","2334","11813","264308","0"
"59","4264001","2334","11967","272982","0"
"60","4333173","2334","12122","281766","0"
"61","4401361","2334","12263","290680","0"
"62","4469857","2335","12422","299678","0"
"63","4537008","2336","12571","308798","0"
"64","4602140","2337","12725","318009","0"
"65","4668049","2338","12866","327325","0"
"66","4741255","2338","13001","336729","0"
"67","4810223","2338","13149","346271","0"
"68","4880543","2338","13285","355904","0"
"69","4950216","2339","13421","365639","0"
"70","5022274","2339","13537","375480","0"
"71","5090397","2340","13682","385409","0"
"72","5162817","2340","13812","395428","0"
"73","5236759","2340","13924","405549","0"
"74","5309325","2340","14049","415764","0"
"75","5381023","2340","14170","426063","0"
"76","5456173","2341","14283","436429","0"
"77","5529325","2341","14396","446896","0"
"78","5595249","2341","14507","457443","0"
"79","5657190","2341","14618","468072","0"
"80","5716745","2341","14736","478776","0"
"81","5769527","2341","14849","489559","0"
"82","5822535","2341","14951","500412","0"
"83","5870509","2341","15048","511331","0"
"84","5913363","2341","15153","522332","0"
"85","5955554","2341","15260","533393","0"
"86","5998169","2341","15351","544526","0"
"87","6041520","2341","15429","555731","0"
"88","6085154","2341","15519","566993","0"
"89","6128089","2342","15642","578319","0"
"90","6172114","2342","15711","589721","0"
"91","6216252","2342","15786","601164","0"
"92","6259095","2342","15879","612636","0"
"93","6298880","2342","15950","624159","0"
"94","6336075","2342","16019","635745","0"
"95","6373724","2342","16098","647388","0"
"96","6411062","2343","16179","659074","0"
"97","6447788","2343","16249","670828","0"
"98","6484477","2344","16323","682631","0"
"99","6520137","2346","16399","694473","0"
"100","6557262","2348","16472","706375","0"
