"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","123","0","0","66"
"3","439","0","0","167"
"4","1234","127","127","296"
"5","3166","341","341","488"
"6","7467","564","564","817"
"7","15550","797","797","1277"
"8","29082","1051","1158","1814"
"9","49992","1287","1572","3123"
"10","85209","1531","2003","4507"
"11","124529","1769","2438","6276"
"12","168959","2033","2987","8419"
"13","224355","2276","3540","12640"
"14","286829","2385","3982","21641"
"15","358169","2438","4385","30640"
"16","432100","2465","4835","39837"
"17","501417","2476","5280","49271"
"18","567771","2487","5636","60842"
"19","627613","2502","5945","69668"
"20","687743","2510","6317","82723"
"21","751968","2520","6672","96559"
"22","814786","2524","6980","116051"
"23","884454","2528","7230","138258"
"24","945571","2536","7511","150494"
"25","1002187","2539","7791","162659"
"26","1053265","2541","8054","171755"
"27","1096510","2543","8281","180089"
"28","1137700","2544","8514","192143"
"29","1177883","2547","8777","200746"
"30","1213829","2547","8985","209997"
"31","1247637","2549","9197","216965"
"32","1279071","2549","9385","224482"
"33","1304758","2550","9599","229230"
"34","1328115","2550","9776","236489"
"35","1348805","2550","9960","241331"
"36","1370932","2551","10137","247444"
"37","1394074","2553","10324","252926"
"38","1417537","2553","10493","259252"
"39","1440893","2553","10655","263910"
"40","1463110","2553","10803","269809"
"41","1479872","2553","10953","273803"
"42","1496002","2553","11104","278552"
"43","1511138","2554","11273","282791"
"44","1523859","2554","11390","286493"
"45","1533623","2554","11515","289571"
"46","1543426","2554","11640","293799"
"47","1551839","2554","11778","299789"
"48","1559433","2554","11877","303281"
"49","1565864","2554","11995","308466"
"50","1571774","2554","12100","310441"
"51","1576802","2554","12193","313889"
"52","1581895","2554","12290","316365"
"53","1585945","2554","12380","318057"
"54","1590315","2554","12477","319597"
"55","1594163","2554","12567","322032"
"56","1596987","2554","12651","322670"
"57","1599197","2554","12732","323174"
"58","1601070","2554","12799","323481"
"59","1602761","2554","12878","323707"
"60","1604314","2554","12950","323947"
"61","1605518","2554","13007","324372"
"62","1606757","2554","13056","324647"
"63","1607720","2554","13113","325023"
"64","1608679","2554","13179","325394"
"65","1609386","2554","13230","325563"
"66","1609913","2554","13276","325679"
"67","1610366","2554","13309","325722"
"68","1610757","2554","13356","325774"
"69","1611081","2554","13396","325816"
"70","1611366","2554","13433","325868"
"71","1611600","2554","13458","325889"
"72","1611788","2554","13495","325908"
"73","1611973","2554","13524","325934"
"74","1612186","2554","13546","325988"
"75","1612387","2554","13569","326043"
"76","1612585","2554","13596","326130"
"77","1612813","2554","13618","326179"
"78","1613027","2555","13636","326258"
"79","1613246","2555","13648","326292"
"80","1613443","2555","13667","326372"
"81","1613594","2555","13684","326396"
"82","1613704","2555","13697","326433"
"83","1613793","2555","13709","326447"
"84","1613898","2555","13726","326459"
"85","1614005","2555","13736","326475"
"86","1614108","2555","13746","326488"
"87","1614225","2556","13756","326500"
"88","1614344","2556","13765","326526"
"89","1614455","2556","13777","326539"
"90","1614591","2556","13788","326573"
"91","1614706","2556","13799","326593"
"92","1614805","2556","13809","326612"
"93","1614903","2556","13815","326624"
"94","1615001","2556","13827","326649"
"95","1615089","2556","13831","326669"
"96","1615174","2556","13841","326692"
"97","1615234","2556","13853","326700"
"98","1615294","2556","13866","326706"
"99","1615357","2556","13872","326708"
"100","1615416","2556","13879","326716"
