alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,74.4,0.0
66.0,0.0,2.0,230.2,0.0
167.0,0.0,3.0,638.9,0.0
296.0,127.0,4.0,1598.6,127.0
490.5,341.3,5.0,3700.4,341.3
818.7,564.9,6.0,8085.7,564.9
1261.5,796.4,7.0,16178.5,796.4
1809.0,1158.1,8.0,29835.6,1050.8
3001.7,1573.4,9.0,50799.4,1287.4
4400.0,2006.7,10.0,85866.8,1532.7
5954.9,2440.1,11.0,124987.4,1770.0
8049.3,2991.7,12.0,168639.2,2033.6
11684.2,3554.5,13.0,222027.0,2280.6
17991.8,3996.8,14.0,283190.0,2390.6
25295.4,4394.5,15.0,351228.4,2444.9
34537.2,4846.2,16.0,425735.5,2470.2
47473.5,5302.2,17.0,499560.0,2482.7
65575.4,5653.6,18.0,575348.9,2493.6
79979.1,5958.2,19.0,647258.9,2503.3
95153.1,6332.2,20.0,713157.9,2511.9
116617.2,6690.3,21.0,781306.9,2517.7
154044.1,6987.5,22.0,852006.2,2522.8
190786.3,7240.7,23.0,923455.3,2526.4
221984.7,7515.6,24.0,990050.4,2531.9
244706.6,7804.7,25.0,1050745.8,2534.9
265656.0,8059.0,26.0,1107504.3,2538.3
282171.4,8282.8,27.0,1157733.3,2540.6
296053.2,8508.1,28.0,1203552.7,2542.7
309463.6,8754.4,29.0,1245782.8,2544.1
324990.9,8966.7,30.0,1286255.8,2544.9
337212.0,9166.6,31.0,1323025.1,2545.5
362330.7,9370.5,32.0,1357264.7,2546.3
389215.1,9585.9,33.0,1387838.6,2546.9
421961.2,9771.2,34.0,1415498.1,2548.1
445317.4,9950.5,35.0,1440097.8,2548.8
517155.4,10131.5,36.0,1465440.5,2549.4
600563.2,10321.1,37.0,1489655.0,2549.7
657641.5,10484.7,38.0,1511398.5,2550.0
701225.1,10651.6,39.0,1532781.5,2550.0
721754.0,10814.1,40.0,1551982.9,2550.5
731538.1,10975.0,41.0,1567909.0,2550.8
741233.0,11119.7,42.0,1583246.6,2550.8
744394.3,11266.9,43.0,1596733.7,2551.6
746701.8,11407.8,44.0,1608136.3,2551.6
748856.0,11542.6,45.0,1618316.1,2551.6
750916.9,11668.2,46.0,1627781.8,2551.7
753977.3,11794.3,47.0,1636007.3,2551.9
755994.5,11915.5,48.0,1643931.7,2551.9
758254.5,12034.6,49.0,1650492.8,2551.9
759694.7,12143.9,50.0,1656228.8,2551.9
761197.1,12242.6,51.0,1661125.0,2552.0
763266.4,12343.7,52.0,1665900.0,2552.0
765058.8,12438.1,53.0,1669938.7,2552.0
766341.0,12532.1,54.0,1673598.3,2552.1
767623.2,12619.7,55.0,1676789.2,2552.1
768332.4,12700.4,56.0,1679282.5,2552.2
768887.0,12777.2,57.0,1681478.5,2552.3
769469.8,12852.6,58.0,1683472.3,2552.5
769948.2,12925.6,59.0,1684991.0,2552.7
770583.0,12988.8,60.0,1686383.9,2552.8
771184.5,13047.7,61.0,1687541.9,2552.8
771748.0,13107.2,62.0,1688639.0,2552.8
772104.8,13164.3,63.0,1689510.8,2553.0
772289.9,13213.2,64.0,1690288.1,2553.0
772492.7,13258.7,65.0,1690992.8,2553.0
772675.3,13306.0,66.0,1691654.3,2553.3
772802.2,13348.9,67.0,1692175.6,2553.5
772927.5,13386.0,68.0,1692609.3,2553.5
773042.2,13422.8,69.0,1693032.3,2553.5
773125.1,13457.0,70.0,1693380.6,2553.8
773171.7,13486.3,71.0,1693675.4,2553.8
773206.6,13513.7,72.0,1693933.1,2553.8
773247.4,13542.8,73.0,1694163.2,2553.8
773282.7,13568.6,74.0,1694376.0,2553.8
773316.3,13591.8,75.0,1694545.7,2553.9
773347.1,13613.5,76.0,1694718.9,2553.9
773376.2,13636.4,77.0,1694876.6,2553.9
773404.4,13655.7,78.0,1695027.7,2554.0
773433.3,13672.2,79.0,1695173.4,2554.3
773458.5,13688.8,80.0,1695307.7,2554.3
773484.7,13705.3,81.0,1695436.7,2554.3
773509.9,13720.1,82.0,1695569.7,2554.4
773536.7,13734.3,83.0,1695687.2,2554.7
773553.8,13746.6,84.0,1695798.4,2554.7
773575.5,13760.0,85.0,1695901.7,2554.8
773591.7,13773.9,86.0,1696002.6,2554.9
773615.2,13784.6,87.0,1696097.7,2555.0
773630.5,13792.6,88.0,1696187.1,2555.0
773651.1,13804.4,89.0,1696272.6,2555.0
773668.8,13814.2,90.0,1696364.0,2555.1
773689.7,13823.6,91.0,1696442.6,2555.1
773705.0,13831.7,92.0,1696523.5,2555.2
773722.6,13841.9,93.0,1696597.0,2555.2
773735.8,13851.2,94.0,1696672.2,2555.2
773751.8,13858.7,95.0,1696739.7,2555.5
773764.1,13866.0,96.0,1696811.2,2555.5
773779.7,13874.5,97.0,1696876.3,2555.5
773791.0,13882.5,98.0,1696943.6,2555.6
773807.9,13890.8,99.0,1697007.7,2555.7
773818.3,13897.2,100.0,1697073.0,2555.8
