"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","28","0","0","0"
"2","128","0","0","66"
"3","444","0","0","167"
"4","1230","127","127","296"
"5","3153","341","341","488"
"6","7418","564","564","801"
"7","15453","797","797","1238"
"8","28862","1051","1158","1790"
"9","49720","1286","1572","3095"
"10","84714","1531","2003","4481"
"11","123372","1769","2440","5920"
"12","167335","2032","2987","7840"
"13","221702","2278","3555","11381"
"14","282954","2387","3986","17804"
"15","353480","2445","4388","25421"
"16","430583","2470","4839","34515"
"17","507762","2484","5295","49073"
"18","589007","2497","5647","69126"
"19","661419","2507","5961","96477"
"20","732925","2514","6336","106583"
"21","800386","2518","6684","135578"
"22","872533","2523","6969","212239"
"23","947936","2527","7222","269668"
"24","1012927","2533","7506","310609"
"25","1077509","2534","7806","334411"
"26","1138509","2537","8050","363332"
"27","1193206","2540","8268","385736"
"28","1240056","2543","8509","408148"
"29","1283374","2544","8761","422558"
"30","1322024","2547","8959","437274"
"31","1355165","2547","9148","446863"
"32","1391428","2547","9378","485964"
"33","1426058","2548","9587","621899"
"34","1457391","2549","9771","755926"
"35","1485331","2549","9963","889915"
"36","1528561","2550","10143","1417186"
"37","1572512","2550","10334","1944138"
"38","1607129","2550","10495","2209034"
"39","1647211","2550","10692","2474690"
"40","1682134","2551","10854","2609050"
"41","1711204","2551","11037","2677371"
"42","1740429","2551","11178","2745381"
"43","1762319","2551","11323","2751504"
"44","1778688","2551","11478","2755201"
"45","1790989","2551","11615","2758567"
"46","1801079","2551","11752","2760511"
"47","1808295","2551","11869","2761369"
"48","1815282","2551","12014","2763219"
"49","1822763","2551","12141","2765761"
"50","1829780","2551","12249","2768763"
"51","1836582","2551","12331","2771452"
"52","1845027","2551","12444","2780371"
"53","1852254","2551","12542","2788962"
"54","1857754","2551","12647","2791458"
"55","1862550","2551","12722","2793857"
"56","1866329","2551","12806","2795153"
"57","1868776","2551","12882","2795638"
"58","1871359","2552","12958","2796297"
"59","1873555","2552","13019","2797206"
"60","1875657","2552","13087","2797839"
"61","1876962","2552","13150","2798215"
"62","1877874","2552","13213","2798372"
"63","1878603","2552","13268","2798583"
"64","1879304","2552","13325","2798703"
"65","1879947","2552","13370","2798847"
"66","1880512","2552","13417","2798930"
"67","1880975","2552","13466","2799059"
"68","1881338","2552","13512","2799123"
"69","1881717","2552","13547","2799207"
"70","1882115","2552","13588","2799272"
"71","1882400","2552","13616","2799346"
"72","1882687","2552","13648","2799403"
"73","1882992","2552","13681","2799475"
"74","1883231","2552","13712","2799520"
"75","1883435","2553","13737","2799576"
"76","1883665","2553","13759","2799621"
"77","1883847","2553","13783","2799674"
"78","1884018","2553","13798","2799715"
"79","1884194","2553","13814","2799772"
"80","1884365","2553","13835","2799816"
"81","1884543","2553","13849","2799869"
"82","1884764","2553","13864","2799944"
"83","1884958","2553","13876","2800025"
"84","1885050","2553","13891","2800048"
"85","1885145","2553","13902","2800072"
"86","1885252","2554","13917","2800090"
"87","1885350","2554","13925","2800132"
"88","1885437","2554","13933","2800147"
"89","1885529","2554","13942","2800181"
"90","1885632","2554","13951","2800218"
"91","1885725","2554","13958","2800259"
"92","1885822","2555","13968","2800297"
"93","1885882","2555","13980","2800319"
"94","1885927","2555","13990","2800331"
"95","1885967","2556","13998","2800341"
"96","1886012","2556","14006","2800352"
"97","1886056","2556","14015","2800366"
"98","1886099","2556","14027","2800375"
"99","1886141","2556","14031","2800386"
"100","1886188","2556","14043","2800395"
