"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","27","0","0","0"
"2","130","0","0","66"
"3","446","0","0","167"
"4","1240","127","127","296"
"5","3216","342","342","493"
"6","7546","565","565","810"
"7","15533","796","796","1260"
"8","29198","1050","1158","1798"
"9","50172","1288","1575","2709"
"10","85215","1533","2008","4094"
"11","123760","1773","2441","5653"
"12","166406","2039","2997","7764"
"13","218771","2285","3561","11574"
"14","275721","2394","3997","16148"
"15","342528","2449","4396","22076"
"16","414901","2469","4841","27972"
"17","487052","2481","5291","40835"
"18","565357","2491","5635","65532"
"19","635055","2499","5948","78900"
"20","698834","2509","6331","92413"
"21","774818","2514","6674","115900"
"22","850197","2519","6972","145560"
"23","916132","2525","7248","166479"
"24","985817","2530","7522","214839"
"25","1047067","2536","7808","265880"
"26","1102464","2538","8076","310534"
"27","1145182","2541","8295","321218"
"28","1186814","2542","8505","331774"
"29","1223758","2543","8767","346546"
"30","1262667","2543","8984","362269"
"31","1302597","2545","9187","386928"
"32","1342896","2545","9400","523306"
"33","1377947","2547","9605","593198"
"34","1415742","2549","9794","729811"
"35","1444436","2550","9977","769908"
"36","1479478","2552","10169","909789"
"37","1513028","2552","10354","1178156"
"38","1542519","2552","10532","1444649"
"39","1570347","2552","10689","1578750"
"40","1593516","2553","10854","1614234"
"41","1609663","2553","11010","1617408"
"42","1626825","2553","11159","1620477"
"43","1641033","2554","11302","1623619"
"44","1652579","2554","11465","1625345"
"45","1664353","2554","11597","1628144"
"46","1673207","2554","11718","1630200"
"47","1680975","2555","11836","1632140"
"48","1688528","2555","11970","1633982"
"49","1695461","2555","12092","1637176"
"50","1701900","2555","12203","1638965"
"51","1707652","2555","12303","1640585"
"52","1712770","2555","12414","1642115"
"53","1716893","2555","12502","1643262"
"54","1720008","2555","12595","1643753"
"55","1722586","2555","12677","1644577"
"56","1724960","2555","12763","1645095"
"57","1727025","2555","12836","1645537"
"58","1728795","2555","12911","1645975"
"59","1730311","2555","12985","1646464"
"60","1731477","2555","13051","1646673"
"61","1732431","2555","13109","1646866"
"62","1733384","2555","13159","1647023"
"63","1734078","2556","13213","1647159"
"64","1734745","2556","13262","1647244"
"65","1735278","2556","13308","1647348"
"66","1735780","2556","13342","1647422"
"67","1736194","2556","13383","1647511"
"68","1736729","2556","13414","1647652"
"69","1737264","2556","13449","1647786"
"70","1737631","2556","13475","1647870"
"71","1738017","2556","13508","1647928"
"72","1738265","2556","13524","1647954"
"73","1738513","2556","13559","1647992"
"74","1738730","2556","13579","1648023"
"75","1738891","2556","13604","1648043"
"76","1739059","2556","13621","1648059"
"77","1739215","2556","13641","1648082"
"78","1739357","2556","13658","1648100"
"79","1739495","2556","13678","1648134"
"80","1739613","2556","13694","1648147"
"81","1739731","2556","13708","1648182"
"82","1739843","2556","13722","1648202"
"83","1739922","2557","13734","1648235"
"84","1739997","2557","13747","1648250"
"85","1740055","2557","13759","1648265"
"86","1740109","2557","13768","1648272"
"87","1740160","2557","13776","1648287"
"88","1740215","2557","13784","1648294"
"89","1740274","2557","13801","1648309"
"90","1740343","2557","13808","1648317"
"91","1740402","2557","13815","1648332"
"92","1740470","2557","13822","1648339"
"93","1740529","2557","13831","1648354"
"94","1740601","2557","13838","1648361"
"95","1740655","2557","13841","1648376"
"96","1740721","2557","13848","1648384"
"97","1740775","2557","13854","1648399"
"98","1740822","2557","13859","1648407"
"99","1740867","2557","13869","1648422"
"100","1740921","2557","13874","1648429"
