"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","129","0","0","66"
"3","448","0","0","167"
"4","1236","127","127","296"
"5","3164","342","342","495"
"6","7467","566","566","840"
"7","15559","796","796","1264"
"8","29353","1051","1159","1821"
"9","50477","1290","1574","3133"
"10","85936","1534","2008","4679"
"11","126000","1771","2438","6336"
"12","169772","2036","2995","8770"
"13","222052","2285","3561","12349"
"14","282982","2395","4004","18393"
"15","353103","2446","4391","23577"
"16","429759","2474","4853","31590"
"17","499585","2483","5307","44202"
"18","568543","2491","5656","60690"
"19","630685","2502","5952","70833"
"20","695662","2508","6330","84839"
"21","764887","2515","6688","104855"
"22","831647","2526","6986","119931"
"23","895826","2529","7233","131084"
"24","955553","2535","7524","143255"
"25","1006793","2536","7819","154571"
"26","1057127","2541","8062","164541"
"27","1101405","2541","8282","172277"
"28","1145547","2544","8504","184058"
"29","1188575","2544","8738","198907"
"30","1226519","2544","8950","207664"
"31","1261273","2544","9166","217150"
"32","1286752","2546","9364","221204"
"33","1306526","2546","9585","226224"
"34","1325744","2547","9765","233408"
"35","1342875","2549","9952","237179"
"36","1360809","2550","10133","242266"
"37","1378223","2550","10319","245147"
"38","1395039","2550","10472","247931"
"39","1411721","2550","10650","250787"
"40","1425335","2551","10819","254271"
"41","1437924","2551","10957","256311"
"42","1449641","2551","11097","258221"
"43","1459869","2551","11249","260106"
"44","1469424","2551","11378","261621"
"45","1477585","2551","11507","262687"
"46","1484452","2551","11633","263866"
"47","1490226","2551","11774","265108"
"48","1495354","2551","11889","266417"
"49","1499470","2551","12003","267873"
"50","1503057","2551","12101","268726"
"51","1505929","2551","12204","269191"
"52","1508617","2551","12291","269685"
"53","1511282","2551","12396","269972"
"54","1513440","2551","12488","270329"
"55","1515261","2551","12564","270541"
"56","1516703","2551","12636","270749"
"57","1518093","2551","12717","270900"
"58","1519420","2551","12786","271041"
"59","1520296","2552","12851","271148"
"60","1521052","2552","12903","271240"
"61","1521736","2552","12959","271326"
"62","1522427","2552","13015","271413"
"63","1523044","2552","13068","271547"
"64","1523589","2552","13106","271658"
"65","1524103","2552","13153","271733"
"66","1524563","2553","13202","271793"
"67","1524959","2553","13237","271844"
"68","1525379","2553","13273","271908"
"69","1525788","2553","13305","271966"
"70","1526086","2553","13334","272017"
"71","1526400","2553","13362","272065"
"72","1526582","2553","13387","272087"
"73","1526770","2553","13424","272110"
"74","1526933","2553","13452","272135"
"75","1527063","2553","13468","272153"
"76","1527187","2553","13488","272169"
"77","1527313","2553","13517","272182"
"78","1527428","2553","13534","272203"
"79","1527537","2554","13545","272221"
"80","1527645","2554","13562","272239"
"81","1527753","2554","13582","272256"
"82","1527875","2554","13597","272280"
"83","1528006","2554","13607","272296"
"84","1528133","2554","13618","272318"
"85","1528259","2554","13636","272333"
"86","1528347","2554","13652","272351"
"87","1528442","2554","13661","272366"
"88","1528506","2554","13671","272381"
"89","1528571","2554","13682","272395"
"90","1528630","2554","13689","272409"
"91","1528692","2554","13695","272422"
"92","1528754","2554","13700","272435"
"93","1528830","2554","13711","272451"
"94","1528904","2554","13721","272472"
"95","1528977","2555","13730","272485"
"96","1529057","2555","13737","272499"
"97","1529136","2555","13748","272512"
"98","1529208","2555","13754","272526"
"99","1529269","2555","13759","272539"
"100","1529328","2555","13764","272553"
