"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","28","0","0","0"
"2","154","0","0","66"
"3","475","0","0","167"
"4","1335","127","127","296"
"5","3290","341","341","490"
"6","7683","565","565","813"
"7","15758","796","796","1282"
"8","29468","1050","1157","1828"
"9","50434","1286","1571","2762"
"10","85411","1531","2008","4019"
"11","124223","1768","2441","5694"
"12","166373","2032","2992","7346"
"13","218331","2276","3541","9922"
"14","282985","2388","3992","16648"
"15","351703","2445","4397","23584"
"16","422930","2469","4837","32526"
"17","495599","2481","5286","44807"
"18","568798","2494","5654","63455"
"19","636937","2504","5952","72970"
"20","697203","2513","6312","82591"
"21","760016","2517","6661","94624"
"22","823901","2520","6972","106760"
"23","885929","2525","7229","117870"
"24","943448","2531","7480","133268"
"25","991584","2534","7766","142561"
"26","1039846","2538","8022","155152"
"27","1086273","2541","8256","163950"
"28","1129425","2542","8482","171458"
"29","1171014","2542","8716","179791"
"30","1213684","2543","8933","198724"
"31","1251486","2543","9130","213808"
"32","1284310","2543","9320","224457"
"33","1314794","2543","9536","236449"
"34","1340455","2544","9722","244504"
"35","1363733","2545","9880","250400"
"36","1386161","2545","10053","257700"
"37","1406188","2545","10248","263665"
"38","1423970","2547","10415","267749"
"39","1441036","2547","10569","271853"
"40","1455965","2547","10723","275510"
"41","1468767","2548","10881","279207"
"42","1480515","2548","11012","282927"
"43","1492140","2549","11159","285877"
"44","1502119","2549","11292","288134"
"45","1511463","2549","11420","290274"
"46","1519453","2549","11542","291824"
"47","1526889","2549","11660","294088"
"48","1532655","2549","11776","295391"
"49","1537949","2549","11898","296383"
"50","1543005","2549","12009","297409"
"51","1547342","2549","12109","298271"
"52","1551203","2549","12205","299688"
"53","1554554","2549","12300","300305"
"54","1557103","2549","12379","300797"
"55","1559600","2549","12478","301209"
"56","1561500","2549","12550","301560"
"57","1563120","2549","12633","301790"
"58","1564498","2549","12705","302036"
"59","1565797","2549","12795","302215"
"60","1566798","2549","12857","302409"
"61","1567648","2549","12908","302639"
"62","1568499","2549","12968","302821"
"63","1569317","2549","13036","303008"
"64","1569912","2549","13088","303142"
"65","1570370","2549","13124","303227"
"66","1570798","2549","13178","303273"
"67","1571140","2550","13230","303334"
"68","1571436","2550","13263","303385"
"69","1571684","2550","13293","303423"
"70","1571921","2551","13323","303457"
"71","1572147","2551","13364","303498"
"72","1572376","2551","13388","303534"
"73","1572578","2551","13410","303581"
"74","1572775","2551","13436","303619"
"75","1572947","2551","13465","303640"
"76","1573123","2551","13492","303667"
"77","1573263","2551","13515","303684"
"78","1573382","2551","13530","303699"
"79","1573495","2551","13553","303709"
"80","1573599","2551","13570","303721"
"81","1573703","2551","13591","303733"
"82","1573801","2551","13606","303747"
"83","1573908","2551","13625","303761"
"84","1574006","2551","13638","303772"
"85","1574105","2551","13649","303786"
"86","1574202","2551","13659","303800"
"87","1574291","2551","13671","303814"
"88","1574369","2551","13682","303825"
"89","1574448","2551","13689","303837"
"90","1574521","2551","13697","303845"
"91","1574594","2551","13713","303855"
"92","1574668","2551","13724","303865"
"93","1574741","2551","13731","303875"
"94","1574814","2551","13737","303884"
"95","1574884","2552","13743","303893"
"96","1574956","2552","13753","303901"
"97","1575030","2552","13760","303910"
"98","1575108","2552","13765","303918"
"99","1575181","2552","13773","303927"
"100","1575257","2552","13784","303935"
