"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","124","0","0","66"
"3","440","0","0","167"
"4","1228","127","127","296"
"5","3157","341","341","488"
"6","7445","564","564","817"
"7","15507","795","795","1258"
"8","29161","1050","1157","1828"
"9","50093","1287","1573","3135"
"10","85114","1534","2006","4492"
"11","124021","1770","2437","5911"
"12","168168","2032","2985","8334"
"13","221310","2282","3552","11629"
"14","282624","2392","3995","17474"
"15","348723","2446","4392","24638"
"16","426112","2467","4832","32188"
"17","503420","2480","5289","43195"
"18","584972","2495","5635","57815"
"19","662834","2502","5934","74960"
"20","731849","2511","6293","89784"
"21","805694","2518","6658","110917"
"22","876700","2522","6953","154244"
"23","948237","2524","7190","182474"
"24","1009728","2531","7479","204279"
"25","1069475","2533","7778","233076"
"26","1121343","2535","8026","249996"
"27","1169481","2539","8238","268122"
"28","1214700","2544","8467","280447"
"29","1257194","2545","8719","298515"
"30","1299655","2546","8942","312990"
"31","1336584","2547","9146","323172"
"32","1366547","2548","9359","330205"
"33","1393756","2548","9545","335519"
"34","1417357","2550","9740","340601"
"35","1439545","2550","9909","343554"
"36","1459533","2551","10087","347489"
"37","1476671","2551","10286","351255"
"38","1492464","2551","10464","354332"
"39","1506640","2551","10629","357886"
"40","1520840","2551","10797","361287"
"41","1534780","2551","10953","364990"
"42","1547721","2551","11105","368820"
"43","1559217","2552","11226","371479"
"44","1568986","2552","11374","372956"
"45","1577452","2552","11504","374379"
"46","1587294","2552","11632","376360"
"47","1596009","2552","11758","382923"
"48","1602465","2552","11879","384333"
"49","1608939","2552","11989","386148"
"50","1616203","2552","12105","387572"
"51","1622171","2552","12212","389483"
"52","1628734","2552","12307","391858"
"53","1633796","2552","12396","394354"
"54","1639450","2552","12488","398678"
"55","1644453","2552","12583","402962"
"56","1648039","2552","12668","405185"
"57","1650881","2552","12746","407399"
"58","1653784","2552","12814","409584"
"59","1656182","2552","12896","411748"
"60","1659154","2552","12969","415917"
"61","1661837","2552","13030","420099"
"62","1664714","2552","13091","424285"
"63","1666698","2552","13155","426397"
"64","1668271","2552","13201","427030"
"65","1670011","2552","13250","428171"
"66","1672086","2552","13291","429256"
"67","1673455","2553","13340","429841"
"68","1674346","2553","13380","430388"
"69","1675080","2553","13423","430926"
"70","1675569","2553","13460","431207"
"71","1675825","2553","13492","431281"
"72","1676081","2553","13513","431309"
"73","1676289","2553","13539","431392"
"74","1676522","2553","13568","431420"
"75","1676712","2553","13596","431496"
"76","1676921","2553","13610","431525"
"77","1677104","2553","13632","431597"
"78","1677321","2553","13653","431621"
"79","1677518","2554","13669","431697"
"80","1677736","2554","13678","431725"
"81","1677948","2554","13698","431807"
"82","1678202","2554","13712","431839"
"83","1678382","2554","13728","431913"
"84","1678595","2554","13732","431939"
"85","1678763","2554","13745","432014"
"86","1678972","2554","13762","432039"
"87","1679147","2554","13780","432114"
"88","1679342","2554","13783","432142"
"89","1679488","2554","13794","432211"
"90","1679666","2554","13807","432234"
"91","1679810","2554","13816","432305"
"92","1679985","2554","13821","432328"
"93","1680127","2554","13834","432398"
"94","1680302","2554","13851","432422"
"95","1680439","2554","13858","432490"
"96","1680605","2554","13867","432511"
"97","1680748","2554","13874","432581"
"98","1680923","2555","13886","432606"
"99","1681059","2555","13892","432688"
"100","1681230","2556","13899","432715"
