"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","9","0","0","0","0"
"2","48","0","0","8","0"
"3","150","0","0","41","0"
"4","442","21","21","111","0"
"5","1195","58","58","207","0"
"6","3055","97","97","351","0"
"7","6921","144","144","541","0"
"8","12378","180","194","783","0"
"9","21966","230","260","1085","0"
"10","37326","277","336","1449","0"
"11","53412","320","410","1854","0"
"12","70137","361","479","2301","0"
"13","84295","403","559","2791","0"
"14","98771","437","633","3328","0"
"15","112479","462","710","3886","0"
"16","124408","472","762","4480","0"
"17","137749","484","836","5107","0"
"18","152059","502","895","5780","0"
"19","168491","513","956","6476","0"
"20","182986","522","1004","7207","0"
"21","197170","529","1058","7957","0"
"22","208950","534","1098","8732","0"
"23","220266","540","1145","9518","0"
"24","230097","546","1196","10330","0"
"25","238368","549","1242","11162","0"
"26","245559","557","1290","12011","0"
"27","252413","562","1336","12875","0"
"28","258275","565","1371","13758","0"
"29","264749","567","1398","14662","0"
"30","271024","569","1444","15576","0"
"31","276129","570","1468","16508","0"
"32","280547","570","1497","17450","0"
"33","284275","573","1533","18400","0"
"34","287614","576","1568","19366","0"
"35","289978","577","1585","20343","0"
"36","292032","578","1614","21333","0"
"37","293752","580","1642","22332","0"
"38","295255","581","1659","23339","0"
"39","296766","581","1681","24352","0"
"40","298295","581","1708","25368","0"
"41","299357","582","1730","26392","0"
"42","300378","582","1747","27423","0"
"43","301333","583","1765","28457","0"
"44","301978","583","1785","29499","0"
"45","302644","585","1796","30546","0"
"46","303288","587","1806","31597","0"
"47","303904","588","1821","32652","0"
"48","304537","588","1833","33709","0"
"49","305077","589","1845","34771","0"
"50","305583","589","1852","35834","0"
"51","306074","589","1861","36900","0"
"52","306553","589","1868","37971","0"
"53","306992","590","1872","39044","0"
"54","307441","591","1879","40118","0"
"55","307869","592","1886","41195","0"
"56","308204","592","1891","42273","0"
"57","308539","592","1896","43354","0"
"58","308841","593","1902","44437","0"
"59","309157","593","1905","45520","0"
"60","309465","593","1909","46603","0"
"61","309787","594","1917","47687","0"
"62","310121","596","1920","48776","0"
"63","310464","597","1925","49865","0"
"64","310799","597","1929","50954","0"
"65","311123","597","1933","52043","0"
"66","311437","599","1936","53134","0"
"67","311746","601","1941","54226","0"
"68","312022","601","1942","55321","0"
"69","312275","602","1950","56418","0"
"70","312482","603","1958","57515","0"
"71","312672","603","1959","58613","0"
"72","312862","603","1962","59711","0"
"73","313035","603","1968","60809","0"
"74","313210","603","1973","61911","0"
"75","313383","603","1976","63014","0"
"76","313536","603","1981","64117","0"
"77","313728","603","1987","65222","0"
"78","313874","603","1991","66330","0"
"79","314022","603","1993","67439","0"
"80","314175","605","1997","68548","0"
"81","314279","605","2002","69658","0"
"82","314382","606","2006","70770","0"
"83","314496","606","2009","71882","0"
"84","314591","607","2012","72994","0"
"85","314684","607","2015","74106","0"
"86","314795","607","2017","75219","0"
"87","314890","608","2020","76332","0"
"88","314973","608","2023","77447","0"
"89","315055","609","2025","78562","0"
"90","315145","610","2027","79677","0"
"91","315244","611","2031","80792","0"
"92","315334","612","2033","81907","0"
"93","315438","612","2033","83025","0"
"94","315564","612","2035","84143","0"
"95","315663","612","2041","85261","0"
"96","315732","612","2043","86379","0"
"97","315799","612","2044","87497","0"
"98","315871","612","2045","88615","0"
"99","315962","614","2050","89733","0"
"100","316045","614","2053","90851","0"
