"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","6","0","0","0","0"
"2","34","0","0","8","0"
"3","162","0","0","41","0"
"4","435","21","21","111","0"
"5","1189","58","58","207","0"
"6","3038","97","97","351","0"
"7","6879","144","144","541","0"
"8","12269","180","194","783","0"
"9","21817","230","260","1086","0"
"10","37108","277","336","1451","0"
"11","53230","319","409","1857","0"
"12","70488","359","477","2305","0"
"13","85306","401","557","2797","0"
"14","100420","435","631","3336","0"
"15","115036","460","707","3896","0"
"16","127668","470","759","4492","0"
"17","141573","482","833","5121","0"
"18","156221","500","891","5797","0"
"19","172816","511","951","6495","0"
"20","187657","521","1000","7228","0"
"21","202016","528","1054","7980","0"
"22","213907","534","1095","8757","0"
"23","225253","540","1142","9545","0"
"24","235087","546","1193","10359","0"
"25","243292","549","1239","11193","0"
"26","250399","557","1288","12044","0"
"27","257270","562","1334","12910","0"
"28","263122","565","1369","13795","0"
"29","269690","567","1397","14703","0"
"30","275998","569","1443","15621","0"
"31","281120","570","1467","16557","0"
"32","285512","570","1496","17503","0"
"33","289117","573","1532","18457","0"
"34","292585","576","1566","19426","0"
"35","295052","577","1583","20406","0"
"36","297165","578","1611","21399","0"
"37","298959","580","1640","22401","0"
"38","300529","581","1657","23411","0"
"39","302087","581","1679","24428","0"
"40","303776","581","1705","25448","0"
"41","304983","582","1728","26473","0"
"42","306165","582","1744","27508","0"
"43","307265","583","1762","28546","0"
"44","307957","583","1781","29592","0"
"45","308680","585","1793","30643","0"
"46","309391","587","1803","31698","0"
"47","310069","588","1817","32757","0"
"48","310770","588","1830","33818","0"
"49","311385","589","1841","34884","0"
"50","311957","589","1848","35951","0"
"51","312513","589","1856","37021","0"
"52","313034","589","1863","38097","0"
"53","313499","590","1867","39175","0"
"54","313985","591","1874","40254","0"
"55","314433","592","1881","41336","0"
"56","314789","592","1887","42419","0"
"57","315147","592","1892","43505","0"
"58","315470","593","1898","44593","0"
"59","315814","593","1901","45681","0"
"60","316157","593","1906","46769","0"
"61","316509","594","1914","47858","0"
"62","316881","596","1917","48952","0"
"63","317247","597","1922","50046","0"
"64","317611","597","1926","51140","0"
"65","317970","597","1930","52234","0"
"66","318302","599","1933","53330","0"
"67","318632","601","1938","54427","0"
"68","318943","601","1939","55527","0"
"69","319200","602","1947","56629","0"
"70","319437","603","1955","57731","0"
"71","319657","603","1956","58834","0"
"72","319856","603","1959","59937","0"
"73","320060","603","1965","61040","0"
"74","320261","603","1970","62147","0"
"75","320464","603","1973","63255","0"
"76","320652","603","1978","64363","0"
"77","320853","603","1984","65473","0"
"78","321042","603","1988","66586","0"
"79","321215","603","1990","67700","0"
"80","321393","604","1993","68814","0"
"81","321552","604","1998","69929","0"
"82","321705","605","2002","71046","0"
"83","321860","605","2005","72163","0"
"84","322003","606","2008","73280","0"
"85","322158","606","2011","74397","0"
"86","322300","606","2013","75515","0"
"87","322452","607","2015","76633","0"
"88","322589","607","2018","77753","0"
"89","322714","608","2020","78873","0"
"90","322858","609","2022","79993","0"
"91","322997","610","2025","81113","0"
"92","323136","611","2027","82233","0"
"93","323295","611","2027","83356","0"
"94","323444","611","2029","84479","0"
"95","323606","611","2034","85602","0"
"96","323720","611","2036","86725","0"
"97","323832","612","2038","87848","0"
"98","323932","612","2039","88971","0"
"99","324047","614","2043","90094","0"
"100","324166","614","2046","91217","0"
