"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","34","0","0","8","0"
"3","131","0","0","41","0"
"4","406","21","21","111","0"
"5","1126","58","58","207","0"
"6","2898","97","97","351","0"
"7","6572","144","144","541","0"
"8","11720","180","194","783","0"
"9","20862","230","260","1086","0"
"10","35540","277","336","1451","0"
"11","50938","319","409","1857","0"
"12","67400","359","477","2305","0"
"13","81529","401","557","2797","0"
"14","95966","435","631","3336","0"
"15","109904","460","707","3896","0"
"16","121937","470","759","4492","0"
"17","135245","482","833","5121","0"
"18","149379","500","891","5797","0"
"19","165429","511","951","6495","0"
"20","179871","521","1000","7228","0"
"21","193899","528","1054","7980","0"
"22","205555","534","1095","8757","0"
"23","216693","540","1142","9545","0"
"24","226330","546","1193","10359","0"
"25","234390","549","1239","11193","0"
"26","241409","557","1288","12044","0"
"27","248208","562","1334","12910","0"
"28","253958","565","1369","13795","0"
"29","260454","567","1397","14701","0"
"30","266669","569","1443","15617","0"
"31","271677","570","1467","16551","0"
"32","275988","570","1496","17495","0"
"33","279531","573","1533","18447","0"
"34","282823","576","1568","19415","0"
"35","285146","577","1585","20394","0"
"36","287176","578","1613","21386","0"
"37","288913","580","1642","22387","0"
"38","290380","581","1659","23396","0"
"39","291878","581","1681","24411","0"
"40","293392","581","1707","25429","0"
"41","294435","582","1730","26452","0"
"42","295466","582","1747","27485","0"
"43","296408","583","1765","28521","0"
"44","297044","583","1784","29565","0"
"45","297712","585","1796","30614","0"
"46","298348","587","1806","31667","0"
"47","298953","588","1821","32724","0"
"48","299587","588","1833","33783","0"
"49","300118","589","1844","34847","0"
"50","300622","589","1851","35912","0"
"51","301098","589","1860","36980","0"
"52","301575","589","1867","38053","0"
"53","302017","590","1871","39128","0"
"54","302468","591","1878","40204","0"
"55","302878","592","1885","41283","0"
"56","303213","592","1890","42363","0"
"57","303548","592","1895","43446","0"
"58","303833","593","1901","44531","0"
"59","304149","593","1904","45616","0"
"60","304447","593","1909","46701","0"
"61","304771","594","1917","47787","0"
"62","305110","596","1920","48878","0"
"63","305437","597","1925","49969","0"
"64","305769","597","1929","51060","0"
"65","306077","597","1933","52151","0"
"66","306387","599","1936","53244","0"
"67","306678","601","1941","54338","0"
"68","306968","601","1942","55435","0"
"69","307205","602","1950","56534","0"
"70","307420","603","1958","57633","0"
"71","307602","603","1959","58733","0"
"72","307778","603","1962","59833","0"
"73","307961","603","1968","60933","0"
"74","308134","603","1973","62037","0"
"75","308291","603","1976","63142","0"
"76","308462","603","1981","64247","0"
"77","308627","603","1987","65354","0"
"78","308773","603","1991","66464","0"
"79","308914","603","1993","67575","0"
"80","309068","605","1997","68686","0"
"81","309176","605","2002","69798","0"
"82","309277","606","2006","70912","0"
"83","309375","606","2009","72026","0"
"84","309482","607","2012","73140","0"
"85","309579","607","2015","74254","0"
"86","309673","607","2017","75369","0"
"87","309770","608","2020","76484","0"
"88","309854","608","2023","77601","0"
"89","309952","609","2025","78718","0"
"90","310057","610","2027","79835","0"
"91","310178","611","2031","80952","0"
"92","310292","612","2033","82069","0"
"93","310440","612","2033","83189","0"
"94","310546","612","2035","84309","0"
"95","310648","612","2041","85429","0"
"96","310717","612","2043","86549","0"
"97","310782","612","2044","87669","0"
"98","310845","612","2045","88789","0"
"99","310943","614","2050","89909","0"
"100","311028","614","2053","91029","0"
