alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,30.9,0.0,0.0
0.0,0.0,2.0,90.2,0.0,11.0
0.0,0.0,3.0,234.8,0.0,46.0
0.0,31.0,4.0,548.4,31.0,104.0
0.0,60.0,5.0,1342.5,60.0,195.0
0.0,99.0,6.0,2974.2000000000003,99.0,336.0
0.0,141.0,7.0,6332.1,141.0,529.0
0.0,200.0,8.0,12221.4,183.0,762.0
0.0,265.0,9.0,21953.8,237.0,1070.0
0.0,319.0,10.0,36413.1,265.0,1451.0
0.0,396.0,11.0,51825.9,318.0,1853.0
0.0,480.0,12.0,70187.40000000001,369.0,2291.0
0.0,577.0,13.0,88038.8,425.0,2777.0
0.0,643.0,14.0,106214.3,455.0,3331.6
0.0,714.0,15.0,122605.5,477.0,3912.2
0.0,783.0,16.0,139684.1,490.0,4542.0
0.0,847.0,17.0,155830.30000000002,501.0,5209.8
0.0,897.0,18.0,173852.30000000002,514.0,5920.599999999999
0.0,963.0,19.0,194080.2,526.0,6657.4
0.0,1024.0,20.0,213378.1,535.0,7425.2
0.0,1084.2,21.0,232138.3,547.1999999999999,8226.800000000001
0.0,1130.0,22.0,252215.0,553.0,9061.199999999999
0.0,1192.6000000000001,23.0,274622.60000000003,557.6,9923.0
0.0,1254.3,24.0,297826.7,563.6,10821.800000000001
0.0,1302.3,25.0,320433.7,565.6,11756.699999999999
0.0,1345.8999999999999,26.0,340697.60000000003,570.1999999999999,12735.6
0.0,1400.8999999999999,27.0,358864.60000000003,574.1999999999999,13758.8
0.0,1456.8999999999999,28.0,375397.8,575.1999999999999,14816.0
0.0,1508.1,29.0,390750.1,577.1999999999999,15910.2
0.0,1549.1,30.0,405233.7,579.1999999999999,17035.0
0.0,1602.4,31.0,418316.2,582.1999999999999,18180.2
0.0,1642.7,32.0,429423.7,585.1999999999999,19364.399999999998
0.0,1693.1,33.0,439844.2,589.1999999999999,20569.3
0.0,1746.1,34.0,449601.7,591.1999999999999,21805.3
0.0,1792.7,35.0,459400.6,593.1999999999999,23066.899999999998
0.0,1833.3,36.0,469419.4,594.1999999999999,24363.5
0.0,1873.0,37.0,478428.6,597.1999999999999,25678.1
0.0,1909.5,38.0,488159.1,598.1999999999999,27019.3
0.0,1953.4,39.0,495245.6,598.6,28377.5
0.0,1999.3,40.0,502193.8,598.6,29759.8
0.0,2037.0,41.0,507350.1,598.6,31157.5
0.0,2056.5,42.0,512504.0,598.6,32579.2
0.0,2088.0,43.0,517768.2,598.6,34008.9
0.0,2135.9,44.0,523107.8,598.6,35446.6
0.0,2171.6,45.0,528475.4,598.6,36906.0
0.0,2192.6,46.0,533877.7999999999,599.6,38386.799999999996
0.0,2219.7000000000003,47.0,538612.2000000001,599.6,39885.1
0.0,2248.7000000000003,48.0,543465.2999999999,599.6,41396.5
0.0,2279.7999999999997,49.0,547357.0,599.6,42918.9
0.0,2304.4,50.0,551126.6,599.6,44457.700000000004
0.0,2325.1,51.0,554761.9,600.6,46003.4
0.0,2346.5,52.0,558545.7000000001,600.6,47562.5
0.0,2377.7999999999997,53.0,561882.2999999999,602.6,49128.6
0.0,2405.2999999999997,54.0,564970.4,603.1,50721.7
0.0,2423.7999999999997,55.0,568389.4,603.6,52331.7
0.0,2436.5,56.0,571825.0,603.6,53950.7
0.0,2464.2000000000003,57.0,575225.5,603.6,55580.7
0.0,2487.2000000000003,58.0,578140.1,603.6,57225.1
0.0,2504.0,59.0,580500.2999999999,604.1999999999999,58876.1
0.0,2521.6,60.0,582514.6,604.1999999999999,60539.1
0.0,2546.7000000000003,61.0,584152.9,604.1999999999999,62207.1
0.0,2565.6,62.0,585801.4,604.1999999999999,63892.1
0.0,2579.0,63.0,587367.4,604.1999999999999,65584.09999999999
0.0,2593.6,64.0,588921.4,604.1999999999999,67283.09999999999
0.0,2611.7000000000003,65.0,590469.1,604.1999999999999,68986.7
0.0,2625.2000000000003,66.0,591952.1,604.1999999999999,70699.8
0.0,2637.9,67.0,593483.2000000001,605.1999999999999,72417.8
0.0,2649.9,68.0,594908.6,606.1999999999999,74139.2
0.0,2664.5,69.0,596159.4,606.1999999999999,75864.2
0.0,2680.5,70.0,597445.2999999999,606.1999999999999,77595.2
0.0,2690.7999999999997,71.0,598577.5,606.1999999999999,79339.2
0.0,2698.7999999999997,72.0,599726.7999999999,606.1999999999999,81088.90000000001
0.0,2700.7999999999997,73.0,600864.5,606.1999999999999,82839.59999999999
0.0,2712.7999999999997,74.0,601967.2999999999,607.1999999999999,84592.3
0.0,2720.7999999999997,75.0,603095.2000000001,607.1999999999999,86350.0
0.0,2730.1,76.0,604224.5,607.1999999999999,88110.7
