alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,19.7,0.0,0.0
4.0,0.0,2.0,45.3,0.0,1.0
12.0,0.0,3.0,84.1,0.0,3.0
17.0,9.0,4.0,175.0,9.0,8.0
29.0,18.8,5.0,390.6,18.8,19.0
56.6,31.8,6.0,708.2,31.8,34.8
71.8,46.8,7.0,1254.4,46.8,57.8
127.2,60.8,8.0,2255.5,57.8,91.8
178.2,82.8,9.0,3650.1,73.8,135.0
216.2,105.4,10.0,5654.8,84.6,195.2
240.2,128.2,11.0,7380.2,97.6,260.0
285.0,152.4,12.0,9004.9,114.8,332.0
368.6,172.4,13.0,11088.8,123.8,410.0
903.8,201.8,14.0,14691.7,133.4,494.0
1002.0,220.9,15.0,18316.9,138.7,589.8
1171.8,241.0,16.0,21907.8,146.0,692.6
1323.2,259.4,17.0,25052.8,146.6,801.6
1463.2,277.8,18.0,26563.8,149.0,916.4
1506.4,288.8,19.0,27467.5,150.2,1038.8
1530.8,300.0,20.0,28054.7,151.2,1167.6
1556.0,314.2,21.0,28621.0,151.8,1302.8
1576.2,322.4,22.0,29222.9,151.8,1442.6
1586.6,329.8,23.0,29495.3,152.6,1584.2
1592.0,338.6,24.0,29728.9,153.6,1726.8
1597.0,347.3,25.0,29940.7,154.0,1871.4
1597.0,355.5,26.0,30047.7,155.0,2016.0
1597.7,361.1,27.0,30122.6,155.6,2160.6
1597.7,366.0,28.0,30150.5,155.6,2305.6
1598.3,369.6,29.0,30172.1,155.6,2452.2
1598.3,372.3,30.0,30196.4,155.6,2600.4
1598.6,377.0,31.0,30222.4,155.6,2748.6
1598.7,380.7,32.0,30237.5,155.6,2896.8
1598.7,384.6,33.0,30250.2,155.6,3045.0
1598.7,388.4,34.0,30257.6,156.6,3193.2
1599.1,390.8,35.0,30263.4,156.6,3342.0
1599.1,392.9,36.0,30269.1,156.6,3490.8
1599.1,395.0,37.0,30274.7,156.6,3640.7
1599.1,396.2,38.0,30280.0,156.6,3790.6
1599.1,396.6,39.0,30284.0,156.6,3940.5
1599.1,397.8,40.0,30288.2,156.6,4090.4
1599.1,399.6,41.0,30291.2,156.6,4240.3
1599.1,400.5,42.0,30294.4,157.0,4390.2
1599.1,400.5,43.0,30297.3,157.0,4540.1
1599.1,400.5,44.0,30299.8,157.0,4690.0
1599.1,401.5,45.0,30302.5,157.0,4839.9
1599.1,402.1,46.0,30304.8,157.0,4989.8
1599.1,402.5,47.0,30306.1,157.4,5140.1
1599.1,402.9,48.0,30307.2,157.4,5290.4
1599.1,403.9,49.0,30309.3,157.4,5440.7
1599.1,403.9,50.0,30310.3,157.4,5591.0
1599.1,403.9,51.0,30311.2,157.4,5741.3
1599.1,404.5,52.0,30312.4,157.4,5891.6
1599.1,404.5,53.0,30313.4,157.4,6041.9
1599.1,404.5,54.0,30314.6,157.4,6192.2
1599.1,405.3,55.0,30315.9,157.4,6342.5
1599.1,406.3,56.0,30317.0,157.4,6492.8
1599.1,406.3,57.0,30317.8,157.4,6643.1
1599.1,406.9,58.0,30318.4,158.0,6793.4
1599.1,407.3,59.0,30319.0,158.0,6943.7
1599.1,407.3,60.0,30319.3,158.0,7094.0
1599.1,407.4,61.0,30319.8,158.0,7244.3
1599.1,407.4,62.0,30320.1,158.0,7394.6
1599.1,407.6,63.0,30320.6,158.0,7544.9
1599.1,407.6,64.0,30321.1,158.0,7695.2
1599.1,407.6,65.0,30321.6,158.0,7845.5
1599.1,407.6,66.0,30321.8,158.0,7995.8
1599.1,407.6,67.0,30322.2,158.0,8146.1
1599.1,407.6,68.0,30322.4,158.0,8296.4
1599.1,407.7,69.0,30323.0,158.0,8446.7
1599.1,407.7,70.0,30323.2,158.0,8597.0
1599.1,407.7,71.0,30323.5,158.0,8747.3
1599.1,408.7,72.0,30324.1,159.0,8897.6
1599.2,409.0,73.0,30324.7,159.0,9047.9
1599.2,409.0,74.0,30325.3,159.0,9198.2
1599.2,409.0,75.0,30325.7,159.0,9348.5
1599.2,409.4,76.0,30326.4,159.4,9498.8
1599.2,409.4,77.0,30326.7,159.4,9649.1
1599.2,409.4,78.0,30327.3,159.4,9799.4
1599.2,410.4,79.0,30327.7,159.4,9949.7
1599.2,410.4,80.0,30328.4,159.4,10100.0
1599.2,410.7,81.0,30328.6,159.4,10250.3
1599.2,411.3,82.0,30328.9,159.4,10400.6
1599.2,412.7,83.0,30329.3,159.4,10550.9
1599.2,412.7,84.0,30329.8,159.4,10701.2
1599.2,412.9,85.0,30329.9,159.4,10851.5
1599.2,412.9,86.0,30330.1,159.4,11001.8
1599.2,414.3,87.0,30330.7,159.4,11152.1
1599.2,414.3,88.0,30330.9,159.4,11302.4
1599.2,415.5,89.0,30330.9,160.0,11452.7
1599.2,415.5,90.0,30331.1,160.0,11603.0
1599.2,415.9,91.0,30331.5,160.0,11753.3
1599.2,415.9,92.0,30331.6,160.0,11903.6
1599.2,416.5,93.0,30331.8,160.0,12053.9
1638.6666666666667,416.1666666666667,94.0,33280.5,160.0,12106.833333333334
1638.6666666666667,416.1666666666667,95.0,33280.5,160.0,12255.833333333334
1638.6666666666667,417.1666666666667,96.0,33280.833333333336,160.0,12404.833333333334
1638.6666666666667,417.1666666666667,97.0,33280.833333333336,160.0,12553.833333333334
1638.6666666666667,417.1666666666667,98.0,33281.333333333336,160.0,12702.833333333334
1638.6666666666667,417.1666666666667,99.0,33281.333333333336,160.0,12851.833333333334
1638.6666666666667,418.1666666666667,100.0,33281.333333333336,160.0,13000.833333333334
