alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,68.4,0.0
0.0,0.0,2.0,239.9,0.0
0.0,0.0,3.0,707.0,0.0
0.0,73.0,4.0,1900.2,73.0
0.0,186.0,5.0,4736.4,186.0
0.0,324.0,6.0,11046.5,324.0
0.0,465.9,7.0,23207.8,465.9
0.0,648.6,8.0,44530.3,618.6
0.0,822.3,9.0,79057.8,748.7
0.0,1051.3,10.0,134045.5,924.5
0.0,1309.6,11.0,189690.7,1116.6
0.0,1614.8,12.0,248251.5,1334.4
0.0,1883.6,13.0,303085.1,1525.5
0.0,2154.2,14.0,358851.9,1667.6
0.0,2360.9,15.0,405225.1,1747.2
0.0,2601.9,16.0,448080.3,1817.6
0.0,2799.7,17.0,487152.1,1872.8
0.0,2991.5,18.0,520078.9,1917.4
0.0,3174.7,19.0,548912.7,1965.1
0.0,3350.3,20.0,573232.7,2005.6
0.0,3505.3,21.0,591606.9,2048.7
0.0,3653.2,22.0,606989.8,2085.9
0.0,3778.6,23.0,618073.1,2118.4
0.0,3900.7,24.0,627164.4,2146.8
0.0,4020.4,25.0,634770.4,2171.8
0.0,4139.3,26.0,641302.8,2191.5
0.0,4219.2,27.0,646373.3,2203.3
0.0,4304.8,28.0,650698.4,2219.2
0.0,4405.3,29.0,654490.3,2235.2
0.0,4478.0,30.0,657574.1,2243.6
0.0,4545.9,31.0,660281.3,2254.3
0.0,4611.8,32.0,662873.9,2262.3
0.0,4685.9,33.0,665081.4,2273.7
0.0,4737.3,34.0,666962.9,2278.5
0.0,4798.2,35.0,668672.1,2285.4
0.0,4851.9,36.0,670025.3,2292.1
0.0,4894.1,37.0,671202.8,2295.3
0.0,4934.0,38.0,672187.6,2299.7
0.0,4972.5,39.0,673034.3,2304.5
0.0,5011.7,40.0,673816.3,2309.4
0.0,5040.9,41.0,674505.3,2315.2
0.0,5069.3,42.0,675137.3,2316.8
0.0,5094.1,43.0,675710.2,2318.5
0.0,5117.2,44.0,676216.5,2319.6
0.0,5142.3,45.0,676684.4,2319.9
0.0,5165.2,46.0,677092.2,2321.4
0.0,5183.4,47.0,677459.7,2322.6
0.0,5200.1,48.0,677794.0,2324.5
0.0,5219.8,49.0,678097.2,2328.9
0.0,5228.8,50.0,678383.1,2329.2
0.0,5241.1,51.0,678649.8,2331.3
0.0,5254.6,52.0,678892.8,2333.2
0.0,5262.7,53.0,679121.7,2333.6
0.0,5275.2,54.0,679338.8,2337.8
0.0,5288.3,55.0,679541.5,2344.6
0.0,5300.1,56.0,679735.0,2348.1
0.0,5309.7,57.0,679928.7,2351.3
0.0,5318.6,58.0,680109.2,2354.0
0.0,5328.4,59.0,680289.2,2358.5
0.0,5336.2,60.0,680460.4,2361.6
0.0,5344.3,61.0,680625.6,2364.1
0.0,5352.6,62.0,680793.3,2364.2
0.0,5361.0,63.0,680964.6,2366.5
0.0,5370.6,64.0,681136.8,2369.8
0.0,5379.8,65.0,681307.6,2372.0
0.0,5390.3,66.0,681484.1,2375.1
0.0,5400.5,67.0,681639.1,2377.3
0.0,5409.9,68.0,681779.8,2379.8
0.0,5420.3,69.0,681913.9,2385.0
0.0,5429.4,70.0,682035.5,2387.9
0.0,5441.1,71.0,682146.7,2391.5
0.0,5449.8,72.0,682255.0,2392.5
0.0,5458.7,73.0,682357.1,2396.5
0.0,5467.4,74.0,682455.2,2400.1
0.0,5475.5,75.0,682551.5,2401.5
0.0,5485.3,76.0,682645.9,2403.1
0.0,5492.7,77.0,682735.4,2404.9
0.0,5499.4,78.0,682822.0,2405.4
0.0,5505.7,79.0,682906.1,2407.0
0.0,5513.7,80.0,682983.6,2409.4
0.0,5521.9,81.0,683054.2,2411.6
0.0,5530.2,82.0,683122.8,2414.3
0.0,5536.8,83.0,683187.6,2417.5
0.0,5545.2,84.0,683248.9,2420.2
0.0,5552.2,85.0,683310.0,2423.0
0.0,5559.0,86.0,683367.5,2427.0
0.0,5564.6,87.0,683421.3,2429.8
0.0,5572.6,88.0,683474.9,2432.3
0.0,5576.5,89.0,683526.5,2433.4
0.0,5582.8,90.0,683576.7,2434.4
0.0,5588.5,91.0,683626.5,2436.3
0.0,5593.4,92.0,683674.6,2437.4
0.0,5597.9,93.0,683722.6,2437.7
0.0,5603.9,94.0,683772.0,2440.1
0.0,5611.7,95.0,683823.1,2442.4
0.0,5620.7,96.0,683872.6,2444.6
0.0,5627.6,97.0,683918.1,2448.7
0.0,5630.4,98.0,683961.2,2449.7
0.0,5634.0,99.0,684003.9,2451.3
0.0,5635.8,100.0,684045.7,2451.5
