"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","23","0","0","0"
"2","130","0","0","0"
"3","523","0","0","0"
"4","1575","73","73","0"
"5","4273","186","186","0"
"6","10521","324","324","0"
"7","22652","467","467","0"
"8","43805","620","650","0"
"9","77946","750","824","0"
"10","132486","927","1055","0"
"11","187583","1122","1317","0"
"12","245331","1339","1621","0"
"13","299451","1531","1889","0"
"14","355074","1674","2163","0"
"15","401112","1752","2372","0"
"16","443151","1820","2609","0"
"17","482691","1874","2804","0"
"18","516016","1921","3000","0"
"19","544262","1965","3186","0"
"20","567191","2008","3361","0"
"21","584684","2047","3512","0"
"22","599401","2084","3661","0"
"23","609943","2115","3787","0"
"24","618913","2140","3905","0"
"25","626532","2168","4027","0"
"26","632722","2187","4148","0"
"27","637686","2198","4229","0"
"28","641911","2216","4317","0"
"29","645609","2231","4419","0"
"30","648567","2237","4488","0"
"31","651214","2245","4554","0"
"32","653901","2258","4624","0"
"33","656061","2270","4695","0"
"34","657852","2276","4751","0"
"35","659426","2283","4812","0"
"36","660637","2295","4861","0"
"37","661688","2299","4903","0"
"38","662563","2304","4940","0"
"39","663324","2307","4977","0"
"40","664045","2311","5015","0"
"41","664651","2316","5042","0"
"42","665217","2319","5064","0"
"43","665752","2319","5094","0"
"44","666192","2319","5118","0"
"45","666595","2319","5142","0"
"46","666937","2322","5167","0"
"47","667238","2322","5186","0"
"48","667503","2323","5207","0"
"49","667748","2327","5228","0"
"50","667973","2327","5237","0"
"51","668195","2329","5247","0"
"52","668401","2332","5262","0"
"53","668598","2332","5272","0"
"54","668793","2337","5284","0"
"55","668982","2345","5299","0"
"56","669167","2348","5309","0"
"57","669350","2351","5317","0"
"58","669523","2353","5325","0"
"59","669697","2358","5337","0"
"60","669843","2362","5346","0"
"61","669986","2366","5355","0"
"62","670125","2366","5363","0"
"63","670267","2368","5372","0"
"64","670417","2372","5382","0"
"65","670577","2373","5389","0"
"66","670749","2376","5399","0"
"67","670892","2377","5406","0"
"68","671026","2378","5415","0"
"69","671151","2385","5429","0"
"70","671253","2387","5439","0"
"71","671351","2390","5448","0"
"72","671444","2391","5459","0"
"73","671534","2397","5469","0"
"74","671613","2401","5477","0"
"75","671691","2404","5488","0"
"76","671771","2405","5499","0"
"77","671847","2406","5504","0"
"78","671919","2406","5506","0"
"79","671991","2408","5513","0"
"80","672058","2411","5522","0"
"81","672123","2414","5531","0"
"82","672187","2418","5543","0"
"83","672243","2421","5549","0"
"84","672295","2422","5558","0"
"85","672347","2425","5567","0"
"86","672392","2429","5575","0"
"87","672435","2431","5579","0"
"88","672478","2435","5589","0"
"89","672521","2436","5593","0"
"90","672564","2437","5599","0"
"91","672606","2438","5603","0"
"92","672650","2439","5609","0"
"93","672692","2439","5611","0"
"94","672734","2441","5616","0"
"95","672777","2444","5623","0"
"96","672817","2446","5630","0"
"97","672856","2451","5638","0"
"98","672895","2453","5641","0"
"99","672932","2455","5644","0"
"100","672966","2455","5645","0"
