"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","23","0","0","0"
"2","131","0","0","0"
"3","522","0","0","0"
"4","1573","73","73","0"
"5","4280","186","186","0"
"6","10471","324","324","0"
"7","22570","465","465","0"
"8","43846","617","647","0"
"9","78294","747","821","0"
"10","133312","923","1050","0"
"11","189206","1115","1308","0"
"12","248528","1334","1615","0"
"13","303967","1529","1885","0"
"14","360663","1674","2157","0"
"15","407080","1754","2364","0"
"16","449114","1826","2607","0"
"17","487152","1882","2808","0"
"18","518843","1925","2997","0"
"19","546708","1973","3175","0"
"20","570704","2011","3352","0"
"21","589725","2054","3516","0"
"22","605168","2095","3669","0"
"23","616054","2126","3788","0"
"24","625355","2155","3922","0"
"25","633070","2177","4034","0"
"26","639411","2197","4152","0"
"27","644456","2208","4232","0"
"28","648996","2222","4312","0"
"29","653016","2238","4421","0"
"30","656285","2245","4496","0"
"31","659011","2255","4559","0"
"32","661625","2264","4623","0"
"33","663865","2276","4700","0"
"34","665584","2279","4751","0"
"35","667157","2286","4819","0"
"36","668417","2292","4871","0"
"37","669484","2295","4911","0"
"38","670426","2301","4950","0"
"39","671155","2305","4986","0"
"40","671882","2307","5023","0"
"41","672548","2312","5049","0"
"42","673168","2313","5078","0"
"43","673757","2314","5103","0"
"44","674186","2316","5128","0"
"45","674568","2316","5151","0"
"46","674909","2319","5173","0"
"47","675206","2319","5188","0"
"48","675494","2322","5205","0"
"49","675767","2324","5222","0"
"50","676021","2324","5226","0"
"51","676279","2326","5236","0"
"52","676526","2328","5248","0"
"53","676756","2329","5252","0"
"54","676978","2332","5262","0"
"55","677192","2340","5275","0"
"56","677393","2343","5288","0"
"57","677569","2344","5293","0"
"58","677739","2346","5302","0"
"59","677905","2350","5310","0"
"60","678061","2352","5316","0"
"61","678215","2354","5324","0"
"62","678372","2355","5335","0"
"63","678521","2358","5343","0"
"64","678671","2365","5355","0"
"65","678818","2368","5365","0"
"66","678973","2371","5374","0"
"67","679123","2375","5387","0"
"68","679254","2377","5397","0"
"69","679379","2382","5409","0"
"70","679490","2384","5417","0"
"71","679594","2388","5431","0"
"72","679697","2388","5440","0"
"73","679793","2393","5451","0"
"74","679887","2398","5462","0"
"75","679980","2399","5470","0"
"76","680069","2401","5482","0"
"77","680152","2403","5489","0"
"78","680234","2404","5495","0"
"79","680311","2405","5503","0"
"80","680384","2411","5516","0"
"81","680456","2414","5527","0"
"82","680521","2418","5534","0"
"83","680583","2422","5541","0"
"84","680641","2423","5548","0"
"85","680702","2425","5556","0"
"86","680758","2429","5564","0"
"87","680811","2432","5570","0"
"88","680864","2434","5579","0"
"89","680915","2435","5585","0"
"90","680966","2436","5593","0"
"91","681017","2438","5600","0"
"92","681066","2442","5607","0"
"93","681115","2442","5611","0"
"94","681165","2444","5616","0"
"95","681216","2446","5623","0"
"96","681270","2448","5631","0"
"97","681317","2451","5637","0"
"98","681360","2452","5641","0"
"99","681403","2453","5645","0"
"100","681446","2453","5646","0"
