"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","0","0","0","0"
"2","1","0","0","1"
"3","4","0","0","1"
"4","14","1","1","2"
"5","33","3","3","2"
"6","69","8","8","5"
"7","122","11","11","6"
"8","193","15","15","6"
"9","290","19","21","8"
"10","393","21","25","9"
"11","476","23","28","10"
"12","594","27","34","12"
"13","693","31","39","13"
"14","774","32","41","14"
"15","815","33","44","15"
"16","845","33","47","16"
"17","866","35","50","17"
"18","877","35","51","18"
"19","887","35","53","19"
"20","894","36","55","20"
"21","900","36","55","20"
"22","906","36","56","20"
"23","911","37","58","20"
"24","913","37","58","20"
"25","916","38","59","20"
"26","917","38","59","20"
"27","919","38","61","20"
"28","920","38","62","20"
"29","922","39","64","20"
"30","922","39","65","20"
"31","922","40","66","20"
"32","922","40","66","20"
"33","922","40","66","20"
"34","923","40","67","20"
