"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","2","0","0","0"
"2","6","0","0","1"
"3","14","0","0","1"
"4","28","1","1","2"
"5","54","3","3","2"
"6","107","8","8","5"
"7","194","11","11","6"
"8","344","15","15","6"
"9","531","19","21","8"
"10","672","21","25","9"
"11","786","23","28","10"
"12","898","27","34","12"
"13","1006","31","39","13"
"14","1080","32","41","14"
"15","1122","33","44","15"
"16","1152","33","47","16"
"17","1172","35","50","17"
"18","1183","35","51","18"
"19","1195","35","53","19"
"20","1203","36","55","20"
"21","1208","36","55","20"
"22","1214","36","56","20"
"23","1219","37","58","20"
"24","1223","37","58","20"
"25","1226","38","59","20"
"26","1228","38","59","20"
"27","1230","38","61","20"
"28","1231","38","62","20"
"29","1232","39","64","20"
"30","1233","39","65","20"
"31","1233","40","66","20"
"32","1233","40","66","20"
"33","1233","40","66","20"
"34","1233","40","67","20"
