"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","3","0","0","1"
"3","6","0","0","1"
"4","18","1","1","2"
"5","36","3","3","2"
"6","88","8","8","5"
"7","166","11","11","6"
"8","270","15","15","6"
"9","388","19","21","8"
"10","482","21","25","9"
"11","569","23","28","10"
"12","690","27","34","12"
"13","790","31","39","13"
"14","862","32","41","14"
"15","919","33","44","15"
"16","953","33","47","16"
"17","979","35","50","17"
"18","991","35","51","18"
"19","998","35","53","19"
"20","1003","36","55","20"
"21","1010","36","55","20"
"22","1015","36","56","20"
"23","1019","37","58","20"
"24","1021","37","58","20"
"25","1024","38","59","20"
"26","1025","38","59","20"
"27","1026","38","61","20"
"28","1026","38","62","20"
"29","1027","39","64","20"
"30","1027","39","65","20"
"31","1028","40","66","20"
"32","1028","40","66","20"
"33","1028","40","66","20"
"34","1028","40","67","20"
