"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","76","0","0","0"
"2","99","0","0","1"
"3","133","0","0","1"
"4","183","1","1","2"
"5","269","3","3","2"
"6","432","8","8","5"
"7","741","11","11","6"
"8","1120","15","15","6"
"9","1417","19","21","8"
"10","1637","21","25","9"
"11","1773","23","28","10"
"12","1988","27","34","12"
"13","2148","31","39","13"
"14","2260","32","41","14"
"15","2333","33","44","15"
"16","2382","33","47","16"
"17","2419","35","50","17"
"18","2436","35","51","18"
"19","2450","35","53","19"
"20","2458","36","55","20"
"21","2465","36","55","20"
"22","2479","36","56","20"
"23","2486","37","58","20"
"24","2490","37","58","20"
"25","2495","38","59","20"
"26","2497","38","59","20"
"27","2499","38","61","20"
"28","2502","38","62","20"
"29","2504","39","64","20"
"30","2505","39","65","20"
"31","2505","40","66","20"
"32","2505","40","66","20"
"33","2505","40","66","20"
"34","2508","40","67","20"
