"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","0","0","0","0"
"2","1","0","0","1"
"3","4","0","0","1"
"4","11","1","1","2"
"5","30","3","3","2"
"6","73","8","8","5"
"7","131","11","11","6"
"8","223","15","15","6"
"9","324","19","21","8"
"10","419","21","25","9"
"11","507","23","28","10"
"12","610","27","34","12"
"13","748","31","39","13"
"14","837","32","41","14"
"15","890","33","44","15"
"16","933","33","47","16"
"17","964","35","50","17"
"18","978","35","51","18"
"19","989","35","53","19"
"20","996","36","55","20"
"21","1001","36","55","20"
"22","1007","36","56","20"
"23","1014","37","58","20"
"24","1018","37","58","20"
"25","1021","38","59","20"
"26","1022","38","59","20"
"27","1023","38","61","20"
"28","1024","38","62","20"
"29","1025","39","64","20"
"30","1025","39","65","20"
"31","1025","40","66","20"
"32","1025","40","66","20"
"33","1025","40","66","20"
"34","1025","40","67","20"
