"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","3","0","0","1"
"3","10","0","0","1"
"4","21","1","1","2"
"5","42","3","3","2"
"6","96","8","8","5"
"7","159","11","11","6"
"8","240","15","15","6"
"9","335","19","21","8"
"10","454","21","25","9"
"11","549","23","28","10"
"12","652","27","34","12"
"13","785","31","39","13"
"14","880","32","41","14"
"15","937","33","44","15"
"16","976","33","47","16"
"17","998","35","50","17"
"18","1008","35","51","18"
"19","1016","35","53","19"
"20","1022","36","55","20"
"21","1029","36","55","20"
"22","1034","36","56","20"
"23","1040","37","58","20"
"24","1042","37","58","20"
"25","1044","38","59","20"
"26","1045","38","59","20"
"27","1047","38","61","20"
"28","1048","38","62","20"
"29","1049","39","64","20"
"30","1049","39","65","20"
"31","1049","40","66","20"
"32","1050","40","66","20"
"33","1050","40","66","20"
"34","1050","40","67","20"
