"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","1","0","0","0"
"2","2","0","0","1"
"3","7","0","0","1"
"4","20","1","1","2"
"5","37","3","3","2"
"6","90","8","8","5"
"7","177","11","11","6"
"8","249","15","15","6"
"9","346","19","21","8"
"10","443","21","25","9"
"11","518","23","28","10"
"12","618","27","34","12"
"13","720","31","39","13"
"14","787","32","41","14"
"15","831","33","44","15"
"16","862","33","47","16"
"17","887","35","50","17"
"18","897","35","51","18"
"19","906","35","53","19"
"20","914","36","55","20"
"21","919","36","55","20"
"22","924","36","56","20"
"23","931","37","58","20"
"24","934","37","58","20"
"25","936","38","59","20"
"26","937","38","59","20"
"27","938","38","61","20"
"28","939","38","62","20"
"29","940","39","64","20"
"30","940","39","65","20"
"31","940","40","66","20"
"32","940","40","66","20"
"33","940","40","66","20"
"34","941","40","67","20"
