"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","278","0","0","0","0"
"2","705","0","0","2","6"
"3","1226","0","0","15","28"
"4","1843","22","22","44","56"
"5","3094","64","64","92","96"
"6","5481","105","105","180","185"
"7","9282","155","155","300","374"
"8","14287","202","219","460","525"
"9","23054","254","297","683","786"
"10","36050","306","377","977","1162"
"11","50380","357","456","1337","1570"
"12","64145","403","531","1746","2053"
"13","77833","463","638","2204","2497"
"14","91987","493","722","2721","2926"
"15","107307","502","790","3294","3403"
"16","121227","513","861","3913","3758"
"17","133484","518","936","4596","4126"
"18","147600","528","997","5337","4546"
"19","160798","541","1058","6129","5124"
"20","171619","549","1120","6973","5736"
"21","181008","555","1177","7853","6043"
"22","189947","559","1222","8777","6352"
"23","199814","563","1265","9738","6657"
"24","207093","570","1306","10736","6907"
"25","214937","571","1357","11771","7209"
"26","222812","573","1401","12849","7404"
"27","229916","577","1443","13971","7604"
"28","236684","582","1486","15138","7828"
"29","243516","586","1526","16340","8030"
"30","249072","587","1558","17577","8218"
"31","254735","589","1600","18849","8436"
"32","258567","591","1626","20147","8617"
"33","261783","591","1651","21473","8774"
"34","264757","593","1679","22816","8912"
"35","267172","593","1710","24178","9026"
"36","269252","594","1744","25558","9124"
"37","270921","594","1761","26959","9235"
"38","272571","594","1782","28379","9342"
"39","274015","595","1806","29824","9441"
"40","275243","596","1827","31282","9520"
"41","276416","597","1843","32761","9605"
"42","277656","598","1863","34257","9660"
"43","278694","598","1879","35767","9721"
"44","279764","598","1898","37283","9769"
"45","280733","599","1918","38811","9810"
"46","281579","600","1930","40351","9860"
"47","282355","601","1948","41899","9900"
"48","283096","601","1971","43454","9929"
"49","283530","601","1990","45020","9949"
"50","283934","602","1996","46599","9967"
"51","284336","602","2008","48189","9984"
"52","284692","602","2019","49788","9999"
"53","285137","602","2032","51395","10015"
"54","285543","602","2042","53011","10029"
"55","285877","602","2058","54635","10039"
"56","286140","603","2068","56263","10044"
"57","286425","603","2078","57899","10050"
"58","286671","603","2085","59541","10055"
"59","286846","603","2096","61185","10059"
"60","286993","603","2104","62839","10064"
"61","287122","603","2111","64495","10069"
"62","287248","603","2115","66156","10074"
"63","287374","603","2124","67819","10079"
"64","287493","603","2129","69487","10083"
"65","287610","603","2138","71156","10084"
"66","287715","603","2143","72827","10088"
"67","287813","604","2150","74498","10091"
"68","287908","604","2154","76169","10095"
"69","288001","604","2160","77841","10098"
"70","288091","604","2162","79513","10102"
"71","288184","604","2166","81186","10105"
"72","288257","604","2170","82859","10106"
"73","288316","604","2173","84533","10108"
"74","288385","604","2176","86210","10109"
"75","288455","604","2179","87890","10110"
"76","288523","604","2184","89572","10111"
"77","288588","605","2188","91255","10112"
"78","288644","605","2192","92942","10113"
"79","288693","605","2194","94630","10114"
"80","288744","605","2195","96320","10115"
"81","288800","605","2198","98011","10116"
"82","288852","605","2201","99703","10117"
"83","288903","605","2203","101396","10118"
"84","288956","605","2205","103090","10119"
"85","289008","605","2206","104785","10121"
"86","289064","606","2210","106482","10122"
"87","289109","606","2210","108182","10123"
"88","289152","606","2211","109883","10124"
"89","289193","606","2212","111585","10125"
"90","289233","606","2213","113289","10126"
"91","289274","606","2214","114994","10127"
"92","289314","606","2215","116700","10128"
"93","289354","606","2216","118407","10129"
"94","289393","606","2217","120115","10130"
"95","289433","606","2218","121824","10131"
"96","289472","606","2221","123534","10132"
"97","289508","606","2221","125247","10133"
"98","289547","606","2222","126961","10134"
"99","289583","607","2223","128676","10135"
"100","289619","607","2223","130392","10136"
