"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","8","0","0","0","0"
"2","34","0","0","2","6"
"3","118","0","0","15","28"
"4","344","22","22","44","56"
"5","965","64","64","92","96"
"6","2308","105","105","179","185"
"7","4907","155","155","299","374"
"8","9090","202","219","459","525"
"9","17430","254","297","682","786"
"10","30722","308","379","977","1162"
"11","45137","359","458","1335","1544"
"12","58961","405","533","1736","1970"
"13","73283","463","643","2182","2346"
"14","88800","492","723","2695","2743"
"15","105010","500","789","3267","3462"
"16","120761","514","863","3894","3948"
"17","134038","523","944","4580","4264"
"18","147895","532","1006","5321","4609"
"19","160082","541","1052","6108","4951"
"20","170256","551","1117","6944","5343"
"21","179049","556","1171","7829","5628"
"22","186686","561","1222","8759","5895"
"23","193978","567","1262","9723","6119"
"24","200321","571","1301","10722","6297"
"25","207257","572","1345","11769","6489"
"26","214409","577","1386","12850","6686"
"27","220623","581","1421","13972","6880"
"28","225830","586","1473","15136","7070"
"29","230802","587","1510","16343","7200"
"30","234835","589","1544","17574","7341"
"31","239148","591","1580","18840","7507"
"32","242659","593","1603","20139","7631"
"33","245850","596","1638","21463","7745"
"34","248487","597","1673","22817","7848"
"35","251014","597","1700","24189","7950"
"36","253362","598","1726","25590","8024"
"37","255816","599","1758","27022","8125"
"38","257932","600","1792","28481","8219"
"39","260013","600","1805","29958","8332"
"40","261997","601","1826","31444","8415"
"41","263824","602","1846","32952","8514"
"42","265286","604","1877","34474","8578"
"43","266353","606","1898","36015","8630"
"44","267277","606","1918","37574","8675"
"45","267993","606","1943","39151","8700"
"46","268695","606","1959","40743","8726"
"47","269368","606","1974","42345","8755"
"48","270021","606","1989","43955","8783"
"49","270491","606","2000","45577","8808"
"50","270857","607","2017","47208","8826"
"51","271148","607","2026","48843","8839"
"52","271403","607","2041","50482","8849"
"53","271638","607","2046","52129","8858"
"54","271840","607","2057","53779","8866"
"55","272173","607","2069","55436","8880"
"56","272474","607","2081","57100","8893"
"57","272780","607","2085","58770","8907"
"58","273065","607","2095","60444","8922"
"59","273223","607","2104","62124","8931"
"60","273400","607","2111","63809","8941"
"61","273555","607","2114","65497","8951"
"62","273713","607","2120","67188","8959"
"63","273842","607","2128","68881","8968"
"64","273962","607","2132","70577","8973"
"65","274046","607","2137","72274","8979"
"66","274115","607","2139","73973","8984"
"67","274176","607","2143","75672","8986"
"68","274237","607","2144","77371","8988"
"69","274296","608","2150","79070","8990"
"70","274351","608","2150","80770","8994"
"71","274413","608","2153","82471","8997"
"72","274471","609","2155","84172","9000"
"73","274523","609","2159","85874","9003"
"74","274573","609","2160","87577","9006"
"75","274627","609","2161","89282","9010"
"76","274681","609","2162","90989","9014"
"77","274735","609","2169","92697","9018"
"78","274788","609","2171","94407","9019"
"79","274840","610","2175","96118","9020"
"80","274882","610","2178","97832","9021"
"81","274920","610","2181","99547","9022"
"82","274963","610","2181","101264","9022"
"83","275012","610","2181","102981","9022"
"84","275053","610","2181","104698","9022"
"85","275096","610","2186","106415","9022"
"86","275130","610","2186","108133","9022"
"87","275165","611","2188","109851","9022"
"88","275199","611","2188","111569","9022"
"89","275238","611","2192","113287","9022"
"90","275290","611","2193","115005","9023"
"91","275340","611","2194","116723","9023"
"92","275388","611","2194","118441","9023"
"93","275430","611","2197","120159","9023"
"94","275460","611","2199","121878","9023"
"95","275489","611","2201","123597","9023"
"96","275523","611","2203","125316","9023"
"97","275555","612","2207","127035","9023"
"98","275586","612","2208","128756","9023"
"99","275616","612","2210","130477","9023"
"100","275647","612","2211","132198","9024"
