"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","8","0","0","0","0"
"2","34","0","0","2","6"
"3","121","0","0","15","28"
"4","346","22","22","44","56"
"5","916","64","64","92","96"
"6","2222","105","105","179","185"
"7","4699","155","155","299","374"
"8","8774","202","219","459","525"
"9","16904","254","297","682","786"
"10","29906","308","379","976","1162"
"11","43949","361","460","1330","1544"
"12","57026","407","535","1728","1966"
"13","69937","464","643","2176","2329"
"14","83678","494","724","2688","2694"
"15","95974","501","789","3255","3078"
"16","108357","514","863","3878","3498"
"17","119778","519","937","4558","3890"
"18","133630","527","995","5294","4290"
"19","147813","540","1049","6077","4839"
"20","160470","549","1108","6908","5626"
"21","172318","555","1162","7774","5978"
"22","182945","559","1208","8672","6252"
"23","192748","565","1252","9596","6467"
"24","200492","568","1286","10554","6670"
"25","208659","570","1336","11547","6895"
"26","217268","575","1383","12576","7110"
"27","223468","580","1419","13641","7315"
"28","229652","584","1461","14739","7512"
"29","238069","588","1497","15873","7774"
"30","244427","588","1533","17026","8055"
"31","251616","589","1560","18216","8320"
"32","258951","589","1586","19427","8983"
"33","267622","591","1609","20673","10138"
"34","276346","591","1648","21946","11296"
"35","287675","592","1677","23246","12426"
"36","295292","594","1706","24565","13588"
"37","302112","595","1726","25914","14751"
"38","307823","595","1747","27286","15866"
"39","313412","596","1769","28680","17065"
"40","316965","597","1796","30091","17510"
"41","319155","599","1818","31519","17751"
"42","320680","599","1843","32961","17889"
"43","321831","601","1867","34416","17997"
"44","322667","602","1882","35891","18059"
"45","323380","602","1889","37379","18118"
"46","324084","603","1910","38881","18170"
"47","324736","603","1932","40401","18216"
"48","325319","603","1952","41933","18253"
"49","325911","603","1961","43476","18273"
"50","326591","604","1980","45035","18305"
"51","327226","604","1995","46607","18338"
"52","328121","604","2007","48191","18367"
"53","328739","604","2018","49784","18394"
"54","329309","604","2034","51386","18412"
"55","329675","604","2044","52997","18428"
"56","329993","604","2052","54613","18451"
"57","330306","604","2065","56235","18468"
"58","330526","604","2070","57862","18475"
"59","330744","604","2080","59491","18486"
"60","330918","604","2091","61130","18492"
"61","331051","604","2100","62775","18496"
"62","331158","604","2108","64430","18502"
"63","331250","604","2114","66088","18508"
"64","331331","604","2119","67752","18513"
"65","331409","604","2127","69417","18517"
"66","331478","604","2129","71085","18519"
"67","331546","605","2136","72753","18521"
"68","331620","605","2140","74424","18523"
"69","331693","605","2143","76095","18524"
"70","331766","605","2144","77768","18525"
"71","331842","605","2150","79441","18526"
"72","331902","605","2150","81116","18528"
"73","331961","605","2151","82791","18529"
"74","332022","606","2152","84468","18530"
"75","332078","606","2158","86145","18531"
"76","332133","606","2159","87824","18532"
"77","332185","606","2160","89503","18534"
"78","332240","606","2160","91185","18535"
"79","332295","608","2165","92867","18536"
"80","332364","608","2167","94551","18537"
"81","332438","609","2172","96236","18539"
"82","332508","609","2173","97925","18542"
"83","332578","609","2177","99618","18545"
"84","332640","609","2178","101315","18548"
"85","332703","609","2179","103015","18550"
"86","332772","610","2181","104717","18552"
"87","332835","610","2182","106420","18554"
"88","332898","610","2185","108125","18556"
"89","332958","610","2190","109832","18558"
"90","333015","610","2192","111541","18560"
"91","333065","610","2192","113252","18561"
"92","333118","611","2196","114965","18562"
"93","333168","611","2201","116679","18563"
"94","333221","611","2203","118395","18564"
"95","333274","611","2204","120111","18566"
"96","333327","611","2206","121830","18568"
"97","333373","611","2210","123550","18570"
"98","333431","611","2213","125273","18575"
"99","333485","611","2215","127001","18580"
"100","333540","611","2216","128733","18584"
