"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","35","0","0","2","6"
"3","124","0","0","15","28"
"4","347","22","22","44","56"
"5","917","64","64","92","96"
"6","2214","105","105","180","185"
"7","4676","155","155","300","374"
"8","8739","202","219","460","525"
"9","16808","254","297","685","786"
"10","29645","306","377","978","1162"
"11","43930","356","455","1337","1570"
"12","58076","401","530","1747","2052"
"13","72763","463","640","2202","2513"
"14","88152","493","723","2723","2975"
"15","106054","503","787","3305","3466"
"16","121761","515","860","3932","3862"
"17","134248","524","932","4625","4179"
"18","151122","536","1001","5371","4634"
"19","167260","549","1054","6168","5165"
"20","180513","553","1104","7021","5939"
"21","192995","561","1165","7908","6440"
"22","205068","565","1214","8839","6787"
"23","214997","567","1252","9814","7043"
"24","223550","572","1286","10840","7244"
"25","231659","573","1334","11896","7430"
"26","240698","574","1380","12992","7648"
"27","247202","577","1424","14114","7831"
"28","251892","582","1471","15272","7989"
"29","256699","583","1498","16461","8157"
"30","261163","585","1538","17671","8307"
"31","264991","586","1568","18909","8397"
"32","268322","588","1604","20173","8499"
"33","272064","589","1635","21452","8580"
"34","275616","589","1663","22750","8672"
"35","279365","591","1698","24066","8746"
"36","282010","592","1724","25392","8837"
"37","284058","592","1750","26743","8912"
"38","285893","592","1772","28105","8974"
"39","287586","593","1795","29481","9020"
"40","289033","593","1813","30874","9069"
"41","290501","594","1832","32285","9132"
"42","291712","596","1858","33703","9158"
"43","292647","596","1877","35134","9189"
"44","293390","596","1892","36577","9215"
"45","293901","596","1902","38037","9238"
"46","294371","596","1921","39508","9252"
"47","294922","599","1942","40996","9284"
"48","295415","599","1953","42496","9319"
"49","295969","600","1963","44003","9337"
"50","296480","602","1978","45516","9364"
"51","296917","602","1993","47040","9380"
"52","297269","602","2002","48571","9391"
"53","297705","603","2012","50108","9414"
"54","298084","603","2025","51648","9432"
"55","298407","603","2036","53197","9453"
"56","298732","604","2045","54755","9477"
"57","298989","604","2049","56318","9499"
"58","299226","604","2055","57886","9513"
"59","299462","604","2066","59460","9536"
"60","299665","604","2074","61036","9547"
"61","299853","604","2082","62617","9552"
"62","300033","604","2087","64201","9558"
"63","300220","604","2093","65791","9566"
"64","300386","604","2100","67384","9573"
"65","300542","604","2104","68982","9579"
"66","300693","604","2110","70580","9582"
"67","300851","605","2114","72181","9586"
"68","300997","605","2119","73782","9589"
"69","301150","605","2125","75386","9593"
"70","301292","605","2131","76991","9597"
"71","301407","605","2135","78599","9599"
"72","301520","605","2140","80209","9600"
"73","301619","605","2146","81821","9601"
"74","301725","605","2150","83436","9604"
"75","301841","605","2153","85054","9605"
"76","301953","605","2155","86674","9607"
"77","302073","606","2160","88296","9608"
"78","302198","606","2163","89919","9609"
"79","302311","606","2166","91547","9610"
"80","302425","607","2171","93177","9612"
"81","302551","607","2172","94811","9616"
"82","302660","607","2173","96446","9620"
"83","302782","607","2175","98085","9624"
"84","302872","607","2178","99726","9626"
"85","302946","607","2179","101371","9627"
"86","303020","607","2184","103018","9628"
"87","303101","607","2187","104669","9629"
"88","303183","607","2191","106321","9630"
"89","303246","607","2193","107977","9630"
"90","303314","608","2198","109634","9631"
"91","303368","608","2201","111293","9632"
"92","303434","608","2205","112953","9633"
"93","303485","608","2207","114613","9633"
"94","303532","608","2210","116273","9633"
"95","303581","608","2212","117934","9633"
"96","303626","608","2216","119596","9633"
"97","303666","609","2219","121258","9633"
"98","303704","609","2221","122921","9633"
"99","303743","609","2227","124584","9633"
"100","303776","609","2228","126247","9633"
