"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","35","0","0","0","12"
"3","121","0","0","0","38"
"4","339","32","32","1","65"
"5","862","85","85","4","116"
"6","1851","147","147","9","198"
"7","3745","210","210","15","279"
"8","6723","278","307","22","369"
"9","11652","331","405","31","497"
"10","18585","405","538","46","707"
"11","27024","465","650","64","1023"
"12","35394","525","791","84","1077"
"13","43778","591","946","109","1243"
"14","52384","624","1097","137","1364"
"15","62060","635","1208","167","1749"
"16","70816","640","1341","198","1835"
"17","77612","640","1481","231","1918"
"18","85074","640","1616","269","2070"
"19","91552","640","1713","311","2235"
"20","97545","640","1830","353","2297"
"21","103225","640","1953","398","2524"
"22","109099","640","2082","443","2604"
"23","114231","640","2170","491","2665"
"24","120233","640","2279","542","2725"
"25","125855","640","2388","594","2828"
"26","131922","640","2505","647","2902"
"27","138053","640","2587","701","2966"
"28","144199","640","2680","756","3012"
"29","152085","640","2778","812","3060"
"30","158513","640","2886","869","3105"
"31","166465","640","2957","929","3190"
"32","175318","640","3041","992","3620"
"33","181547","640","3126","1057","3707"
"34","185860","640","3221","1124","3772"
"35","188274","640","3285","1191","3812"
"36","189497","640","3346","1258","3821"
"37","189980","640","3400","1325","3830"
"38","190407","640","3449","1392","3838"
"39","190524","640","3487","1459","3841"
"40","190570","640","3515","1526","3843"
"41","190591","640","3541","1593","3844"
"42","190597","640","3559","1660","3845"
"43","190599","640","3565","1727","3845"
"44","190599","640","3568","1794","3845"
"45","190600","640","3569","1861","3845"
"46","190600","640","3571","1928","3845"
"47","190600","640","3571","1995","3845"
"48","190601","640","3572","2062","3845"
"49","190601","640","3573","2129","3845"
"50","190601","640","3573","2196","3845"
"51","190601","640","3573","2263","3845"
"52","190601","640","3574","2330","3845"
