alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,33.6,0.0,0.0
12.0,0.0,2.0,91.9,0.0,0.0
38.0,0.0,3.0,213.1,0.0,0.0
65.0,32.0,4.0,481.7,32.0,1.0
116.0,85.0,5.0,1230.4,85.0,4.0
198.0,147.0,6.0,2315.5,147.0,9.0
280.6,210.0,7.0,4260.6,210.0,15.0
371.0,307.0,8.0,7283.5,278.0,22.0
509.0,404.6,9.0,12279.5,331.0,31.1
702.3,537.9,10.0,19350.1,405.3,45.3
1011.4,650.4,11.0,27906.0,465.8,63.2
1072.5,791.2,12.0,36328.2,525.0,82.9
1232.4,946.6,13.0,44655.2,591.3,107.5
1365.8,1097.0,14.0,53356.7,623.7,135.2
1654.7,1209.3,15.0,62752.2,634.8,165.4
1748.7,1341.1,16.0,71338.2,639.8,196.5
1840.8,1481.8,17.0,78620.4,639.8,228.9
1966.5,1617.0,18.0,86281.3,640.0,264.8
2096.2,1716.4,19.0,93685.7,640.0,304.0
2167.0,1830.0,20.0,100396.3,640.0,343.2
2306.4,1951.7,21.0,106244.0,640.0,384.6
2369.7,2079.0,22.0,112037.3,640.0,426.1
2505.3,2168.2,23.0,117250.4,640.0,470.5
2563.5,2273.3,24.0,123024.6,640.0,515.9
2636.1,2380.3,25.0,128997.6,640.0,562.1
2700.6,2495.0,26.0,134628.1,640.0,608.9
2840.1,2576.6,27.0,138860.0,640.0,656.9
2890.1,2666.1,28.0,142854.6,640.0,705.5
2952.8,2764.3,29.0,147476.4,640.0,754.7
2997.9,2870.2,30.0,151673.9,640.0,805.0
3085.5,2942.3,31.0,155844.5,640.0,856.7
3191.0,3023.8,32.0,159669.4,640.0,909.9
3244.2,3109.5,33.0,162660.6,640.0,964.1
3272.6,3204.1,34.0,164444.7,640.0,1018.8
3302.5,3270.1,35.0,165379.5,640.0,1074.1
3316.8,3329.2,36.0,165967.7,640.0,1129.6
3329.8,3382.3,37.0,166303.8,640.0,1185.3
3337.3,3432.9,38.0,166514.1,640.0,1241.0
3342.1,3472.2,39.0,166606.8,640.0,1296.7
3343.4,3501.2,40.0,166648.6,640.0,1352.4
3344.6,3528.4,41.0,166669.9,640.0,1408.1
3345.2,3544.5,42.0,166676.8,640.0,1463.8
3345.2,3551.2,43.0,166678.9,640.0,1519.5
3345.2,3555.3,44.0,166679.6,640.0,1575.2
3389.6666666666665,3555.3333333333335,45.0,166860.11111111112,640.0,1648.4444444444443
3389.6666666666665,3556.5555555555557,46.0,166860.11111111112,640.0,1705.0
3389.6666666666665,3556.5555555555557,47.0,166860.33333333334,640.0,1761.5555555555557
3389.6666666666665,3557.5555555555557,48.0,166860.66666666666,640.0,1818.111111111111
3389.6666666666665,3557.6666666666665,49.0,166861.11111111112,640.0,1874.6666666666667
3389.6666666666665,3558.222222222222,50.0,166861.33333333334,640.0,1931.2222222222222
3442.5714285714284,3557.1428571428573,51.0,166495.85714285713,640.0,1954.7142857142858
3442.5714285714284,3558.1428571428573,52.0,166496.0,640.0,2010.5714285714287
