"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","1","0","0","0","0"
"2","9","0","0","3","0"
"3","31","0","0","11","0"
"4","96","4","4","29","0"
"5","244","8","8","60","0"
"6","566","22","22","97","0"
"7","1088","36","36","149","0"
"8","2005","43","43","216","0"
"9","3586","57","59","295","0"
"10","5711","65","69","399","0"
"11","7635","75","82","505","0"
"12","9174","91","108","613","0"
"13","10504","102","124","730","0"
"14","11826","109","136","854","0"
"15","12968","111","143","988","0"
"16","13962","114","156","1125","0"
"17","14765","114","166","1268","0"
"18","15434","115","175","1413","0"
"19","15945","118","180","1559","0"
"20","16357","122","189","1706","0"
"21","16749","130","201","1862","0"
"22","17050","131","205","2020","0"
"23","17312","135","213","2180","0"
"24","17461","137","218","2341","0"
"25","17568","139","224","2502","0"
"26","17653","139","226","2663","0"
"27","17732","140","234","2825","0"
"28","17797","140","235","2988","0"
"29","17851","142","242","3151","0"
"30","17886","143","245","3314","0"
"31","17913","144","249","3478","0"
"32","17935","146","251","3643","0"
"33","17957","146","252","3809","0"
"34","17978","146","252","3975","0"
"35","18000","147","255","4141","0"
"36","18016","147","256","4307","0"
"37","18027","147","257","4473","0"
"38","18039","147","262","4640","0"
"39","18046","147","263","4809","0"
"40","18052","147","263","4978","0"
"41","18060","148","266","5147","0"
"42","18065","149","270","5317","0"
"43","18070","149","270","5488","0"
"44","18075","149","270","5659","0"
"45","18080","149","271","5830","0"
"46","18085","149","273","6001","0"
"47","18088","149","273","6172","0"
"48","18091","149","273","6343","0"
"49","18094","149","274","6514","0"
"50","18097","149","275","6685","0"
"51","18100","149","276","6856","0"
"52","18104","149","276","7028","0"
"53","18109","149","277","7200","0"
"54","18113","149","279","7372","0"
"55","18115","149","280","7544","0"
"56","18116","149","280","7716","0"
"57","18117","149","280","7888","0"
"58","18119","149","280","8060","0"
"59","18120","149","280","8232","0"
"60","18121","149","280","8404","0"
"61","18123","149","280","8576","0"
"62","18124","149","280","8748","0"
"63","18125","149","280","8920","0"
"64","18126","149","280","9092","0"
"65","18128","149","280","9264","0"
"66","18129","149","280","9436","0"
"67","18130","149","280","9608","0"
"68","18131","149","280","9780","0"
"69","18133","149","280","9952","0"
"70","18134","149","280","10124","0"
"71","18135","150","281","10296","0"
"72","18137","150","281","10469","0"
"73","18139","150","281","10642","0"
"74","18140","150","281","10815","0"
"75","18142","151","282","10988","0"
"76","18144","151","282","11162","0"
"77","18146","151","282","11336","0"
"78","18148","151","283","11510","0"
"79","18149","151","283","11684","0"
"80","18151","151","283","11858","0"
"81","18152","151","283","12032","0"
"82","18154","151","283","12206","0"
"83","18155","151","284","12380","0"
"84","18156","151","284","12554","0"
"85","18158","151","284","12728","0"
"86","18159","151","284","12902","0"
"87","18160","151","285","13076","0"
"88","18161","151","285","13250","0"
"89","18162","151","285","13424","0"
"90","18163","151","285","13598","0"
"91","18164","151","285","13772","0"
"92","18165","151","285","13946","0"
"93","18166","151","285","14120","0"
"94","18167","151","285","14294","0"
"95","18168","152","286","14468","0"
"96","18169","152","286","14642","0"
"97","18170","152","286","14816","0"
"98","18171","152","286","14990","0"
"99","18172","152","286","15164","0"
"100","18173","152","286","15338","0"
