"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","5","0","0","0","0"
"2","14","0","0","3","0"
"3","43","0","0","11","0"
"4","112","4","4","29","0"
"5","265","8","8","60","0"
"6","608","22","22","97","0"
"7","1176","36","36","149","0"
"8","2115","43","43","215","0"
"9","3698","57","59","293","0"
"10","5833","65","69","396","0"
"11","7756","75","82","501","0"
"12","9375","93","109","610","0"
"13","10703","102","124","725","0"
"14","12040","110","138","845","0"
"15","13063","112","146","973","0"
"16","13889","115","158","1104","0"
"17","14654","115","167","1240","0"
"18","15314","116","176","1378","0"
"19","15824","119","181","1517","0"
"20","16209","123","190","1657","0"
"21","16567","130","201","1807","0"
"22","16857","132","207","1959","0"
"23","17056","135","213","2113","0"
"24","17185","136","217","2268","0"
"25","17288","138","223","2423","0"
"26","17377","138","224","2578","0"
"27","17461","139","232","2734","0"
"28","17529","140","234","2891","0"
"29","17587","142","241","3048","0"
"30","17621","143","244","3205","0"
"31","17648","144","248","3363","0"
"32","17670","146","250","3522","0"
"33","17692","146","252","3682","0"
"34","17713","146","252","3842","0"
"35","17735","147","255","4002","0"
"36","17747","147","256","4162","0"
"37","17758","147","257","4322","0"
"38","17771","147","262","4483","0"
"39","17779","147","263","4646","0"
"40","17786","147","263","4809","0"
"41","17794","148","266","4972","0"
"42","17799","149","270","5136","0"
"43","17804","149","270","5301","0"
"44","17809","149","270","5466","0"
"45","17815","149","271","5631","0"
"46","17821","149","273","5796","0"
"47","17824","149","273","5961","0"
"48","17827","149","273","6126","0"
"49","17830","149","274","6291","0"
"50","17833","149","275","6456","0"
"51","17839","149","276","6621","0"
"52","17843","149","276","6787","0"
"53","17848","149","277","6953","0"
"54","17851","149","279","7119","0"
"55","17853","149","280","7285","0"
"56","17855","149","280","7451","0"
"57","17856","149","280","7617","0"
"58","17858","149","280","7783","0"
"59","17860","149","280","7949","0"
"60","17861","149","280","8115","0"
"61","17863","149","280","8281","0"
"62","17864","149","280","8447","0"
"63","17865","149","280","8613","0"
"64","17867","149","280","8779","0"
"65","17868","149","280","8945","0"
"66","17869","149","280","9111","0"
"67","17871","149","280","9277","0"
"68","17872","149","280","9443","0"
"69","17873","149","280","9609","0"
"70","17875","149","280","9775","0"
"71","17877","150","281","9941","0"
"72","17878","150","281","10108","0"
"73","17880","150","281","10275","0"
"74","17882","150","281","10442","0"
"75","17883","151","282","10609","0"
"76","17885","151","282","10777","0"
"77","17887","151","282","10945","0"
"78","17890","151","283","11113","0"
"79","17891","151","283","11281","0"
"80","17893","151","283","11449","0"
"81","17894","151","283","11617","0"
"82","17895","151","283","11785","0"
"83","17897","151","284","11953","0"
"84","17899","151","284","12121","0"
"85","17900","151","284","12289","0"
"86","17901","151","284","12457","0"
"87","17903","151","285","12625","0"
"88","17904","151","285","12793","0"
"89","17904","151","285","12961","0"
"90","17905","151","285","13129","0"
"91","17906","151","285","13297","0"
"92","17907","151","285","13465","0"
"93","17908","151","285","13633","0"
"94","17909","151","285","13801","0"
"95","17910","152","286","13969","0"
"96","17911","152","286","14137","0"
"97","17912","152","286","14305","0"
"98","17913","152","286","14473","0"
"99","17914","152","286","14641","0"
"100","17915","152","286","14809","0"
