"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","167","0","0","0","0"
"2","309","0","0","3","0"
"3","480","0","0","11","0"
"4","850","4","4","29","0"
"5","1335","8","8","60","0"
"6","1988","22","22","97","0"
"7","3042","36","36","149","0"
"8","4622","43","43","216","0"
"9","6645","57","59","295","0"
"10","8991","65","69","399","0"
"11","11223","75","82","505","0"
"12","12927","91","108","613","0"
"13","14389","102","124","731","0"
"14","15834","108","136","856","0"
"15","17229","113","145","989","0"
"16","18046","116","158","1125","0"
"17","18767","116","167","1267","0"
"18","19431","117","175","1413","0"
"19","19956","120","180","1559","0"
"20","20379","125","191","1706","0"
"21","20735","130","200","1863","0"
"22","21013","131","205","2021","0"
"23","21232","135","214","2181","0"
"24","21356","136","218","2342","0"
"25","21467","138","222","2503","0"
"26","21564","138","224","2664","0"
"27","21659","138","231","2826","0"
"28","21739","139","233","2989","0"
"29","21805","141","240","3152","0"
"30","21854","142","243","3315","0"
"31","21886","143","247","3479","0"
"32","21917","145","249","3644","0"
"33","21946","145","250","3810","0"
"34","21972","145","250","3976","0"
"35","21998","146","253","4142","0"
"36","22014","146","254","4308","0"
"37","22033","146","255","4474","0"
"38","22061","146","260","4641","0"
"39","22075","146","261","4810","0"
"40","22086","146","261","4979","0"
"41","22100","147","264","5148","0"
"42","22118","148","268","5318","0"
"43","22128","148","268","5489","0"
"44","22136","148","268","5660","0"
"45","22147","148","269","5831","0"
"46","22155","148","271","6002","0"
"47","22159","148","271","6173","0"
"48","22163","148","271","6344","0"
"49","22167","149","273","6515","0"
"50","22174","149","274","6686","0"
"51","22179","150","276","6857","0"
"52","22184","150","276","7029","0"
"53","22195","150","277","7201","0"
"54","22200","150","279","7373","0"
"55","22204","150","280","7545","0"
"56","22206","150","280","7717","0"
"57","22207","150","280","7889","0"
"58","22210","150","281","8061","0"
"59","22213","150","281","8233","0"
"60","22214","150","281","8405","0"
"61","22216","150","281","8577","0"
"62","22217","150","281","8749","0"
"63","22219","150","281","8921","0"
"64","22221","150","281","9093","0"
"65","22224","150","281","9265","0"
"66","22225","150","281","9437","0"
"67","22227","150","281","9609","0"
"68","22228","150","281","9781","0"
"69","22230","150","281","9953","0"
"70","22232","150","281","10125","0"
"71","22234","151","282","10297","0"
"72","22236","151","282","10470","0"
"73","22238","151","282","10643","0"
"74","22239","151","282","10816","0"
"75","22242","152","283","10989","0"
"76","22245","152","283","11163","0"
"77","22247","152","283","11337","0"
"78","22253","152","284","11511","0"
"79","22255","152","284","11685","0"
"80","22257","152","284","11859","0"
"81","22258","152","284","12033","0"
"82","22260","152","284","12207","0"
"83","22262","152","285","12381","0"
"84","22264","152","285","12555","0"
"85","22266","152","285","12729","0"
"86","22268","152","285","12903","0"
"87","22270","152","286","13077","0"
"88","22271","152","286","13251","0"
"89","22275","152","286","13425","0"
"90","22276","152","286","13599","0"
"91","22278","152","286","13773","0"
"92","22279","152","286","13947","0"
"93","22280","152","286","14121","0"
"94","22281","152","286","14295","0"
"95","22282","153","287","14469","0"
"96","22284","153","287","14643","0"
"97","22285","153","287","14817","0"
"98","22286","153","287","14991","0"
"99","22288","153","287","15165","0"
"100","22289","153","287","15339","0"
