"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","2","0","0","0","0"
"2","9","0","0","3","0"
"3","34","0","0","11","0"
"4","105","6","6","26","0"
"5","286","14","14","51","0"
"6","678","27","27","82","0"
"7","1332","44","44","127","0"
"8","2181","53","55","180","0"
"9","3607","66","75","242","0"
"10","5333","76","88","322","0"
"11","7045","86","106","406","0"
"12","8432","98","124","495","0"
"13","9713","105","139","587","0"
"14","10432","115","155","681","0"
"15","11042","118","166","787","0"
"16","11527","120","177","894","0"
"17","11967","123","192","1005","0"
"18","12198","125","203","1119","0"
"19","12369","129","210","1235","0"
"20","12514","133","220","1352","0"
"21","12619","134","222","1470","0"
"22","12714","134","230","1588","0"
"23","12772","137","234","1706","0"
"24","12826","138","237","1824","0"
"25","12903","138","242","1942","0"
"26","12978","139","249","2061","0"
"27","13027","139","249","2180","0"
"28","13077","140","250","2299","0"
"29","13120","141","252","2419","0"
"30","13160","144","256","2539","0"
"31","13191","145","259","2660","0"
"32","13216","145","259","2782","0"
"33","13241","147","261","2904","0"
"34","13261","147","261","3026","0"
"35","13281","147","262","3148","0"
"36","13302","147","263","3270","0"
"37","13324","149","265","3393","0"
"38","13345","149","266","3516","0"
"39","13362","150","269","3639","0"
"40","13377","150","269","3762","0"
"41","13390","151","272","3885","0"
"42","13400","152","273","4008","0"
"43","13409","152","275","4131","0"
"44","13415","152","278","4254","0"
"45","13417","152","278","4377","0"
"46","13420","152","279","4500","0"
"47","13423","152","280","4623","0"
"48","13426","152","283","4746","0"
"49","13428","152","283","4870","0"
"50","13431","152","283","4994","0"
"51","13434","152","284","5118","0"
"52","13437","152","285","5242","0"
"53","13439","152","286","5366","0"
"54","13441","152","286","5490","0"
"55","13443","153","287","5614","0"
"56","13447","153","288","5738","0"
"57","13450","153","288","5862","0"
"58","13453","153","288","5986","0"
"59","13455","153","288","6110","0"
"60","13458","153","288","6234","0"
"61","13461","153","289","6358","0"
"62","13463","153","289","6482","0"
"63","13465","153","289","6606","0"
"64","13467","153","289","6730","0"
"65","13469","153","289","6854","0"
"66","13471","153","289","6978","0"
"67","13473","153","289","7102","0"
"68","13475","153","289","7226","0"
"69","13477","153","289","7350","0"
"70","13479","153","289","7474","0"
"71","13481","153","289","7598","0"
"72","13483","153","289","7722","0"
"73","13485","153","289","7846","0"
"74","13487","153","289","7970","0"
"75","13489","153","289","8094","0"
"76","13491","153","289","8218","0"
"77","13493","153","289","8342","0"
"78","13497","154","290","8466","0"
"79","13499","154","290","8590","0"
"80","13501","154","290","8714","0"
"81","13504","154","291","8838","0"
"82","13505","154","291","8962","0"
"83","13507","154","291","9086","0"
"84","13509","154","291","9210","0"
"85","13510","154","292","9334","0"
"86","13512","156","294","9458","0"
"87","13514","156","294","9582","0"
"88","13515","156","294","9706","0"
"89","13517","157","295","9830","0"
"90","13519","157","295","9954","0"
"91","13519","157","295","10078","0"
"92","13521","157","296","10202","0"
"93","13522","157","297","10326","0"
"94","13523","157","298","10450","0"
"95","13524","157","298","10574","0"
"96","13524","157","298","10698","0"
"97","13525","157","298","10822","0"
"98","13526","158","299","10946","0"
"99","13526","158","299","11070","0"
"100","13527","158","299","11194","0"
