"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","2","0","0","0","0"
"2","9","0","0","3","0"
"3","50","0","0","11","0"
"4","120","6","6","26","0"
"5","295","14","14","51","0"
"6","687","27","27","82","0"
"7","1340","44","44","127","0"
"8","2192","53","55","180","0"
"9","3613","66","75","242","0"
"10","5393","76","88","322","0"
"11","7113","86","106","406","0"
"12","8504","98","124","495","0"
"13","9794","105","139","587","0"
"14","10514","115","155","681","0"
"15","11121","118","166","787","0"
"16","11609","120","177","894","0"
"17","12046","123","192","1005","0"
"18","12280","125","203","1119","0"
"19","12452","129","210","1235","0"
"20","12597","133","220","1352","0"
"21","12703","134","222","1470","0"
"22","12798","134","230","1588","0"
"23","12856","137","234","1706","0"
"24","12909","138","237","1824","0"
"25","12987","138","242","1942","0"
"26","13062","139","249","2061","0"
"27","13112","139","249","2180","0"
"28","13162","140","250","2299","0"
"29","13203","141","252","2419","0"
"30","13246","144","256","2539","0"
"31","13278","145","259","2660","0"
"32","13303","145","259","2782","0"
"33","13328","147","261","2904","0"
"34","13348","147","261","3026","0"
"35","13369","147","262","3148","0"
"36","13389","147","263","3270","0"
"37","13411","149","265","3393","0"
"38","13433","149","266","3516","0"
"39","13449","150","269","3639","0"
"40","13461","150","269","3762","0"
"41","13474","151","272","3885","0"
"42","13485","152","273","4008","0"
"43","13496","152","275","4131","0"
"44","13502","152","278","4254","0"
"45","13504","152","278","4377","0"
"46","13507","152","279","4500","0"
"47","13510","152","280","4623","0"
"48","13513","152","283","4746","0"
"49","13515","152","283","4870","0"
"50","13518","152","283","4994","0"
"51","13521","152","284","5118","0"
"52","13524","152","285","5242","0"
"53","13526","152","286","5366","0"
"54","13528","152","286","5490","0"
"55","13531","153","287","5614","0"
"56","13534","153","288","5738","0"
"57","13536","153","288","5862","0"
"58","13539","153","288","5986","0"
"59","13542","153","288","6110","0"
"60","13545","153","288","6234","0"
"61","13548","153","289","6358","0"
"62","13550","153","289","6482","0"
"63","13552","153","289","6606","0"
"64","13554","153","289","6730","0"
"65","13556","153","289","6854","0"
"66","13557","153","289","6978","0"
"67","13559","153","289","7102","0"
"68","13561","153","289","7226","0"
"69","13563","153","289","7350","0"
"70","13565","153","289","7474","0"
"71","13567","153","289","7598","0"
"72","13569","153","289","7722","0"
"73","13571","153","289","7846","0"
"74","13573","153","289","7970","0"
"75","13575","153","289","8094","0"
"76","13577","153","289","8218","0"
"77","13579","153","289","8342","0"
"78","13581","154","290","8466","0"
"79","13583","154","290","8590","0"
"80","13585","154","290","8714","0"
"81","13587","154","291","8838","0"
"82","13589","154","291","8962","0"
"83","13590","154","291","9086","0"
"84","13592","154","291","9210","0"
"85","13594","154","292","9334","0"
"86","13596","156","294","9458","0"
"87","13598","156","294","9582","0"
"88","13599","156","294","9706","0"
"89","13601","157","295","9830","0"
"90","13602","157","295","9954","0"
"91","13603","157","295","10078","0"
"92","13605","157","296","10202","0"
"93","13606","157","297","10326","0"
"94","13607","157","298","10450","0"
"95","13608","157","298","10574","0"
"96","13608","157","298","10698","0"
"97","13609","157","298","10822","0"
"98","13610","158","299","10946","0"
"99","13611","158","299","11070","0"
"100","13611","158","299","11194","0"
