alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,78.3,0.0,0.0
0.0,0.0,2.0,264.5,0.0,52.0
0.0,0.0,3.0,732.5,0.0,197.0
0.0,128.0,4.0,1977.7,128.0,452.0
0.0,286.0,5.0,4964.9,286.0,863.5
0.0,456.5,6.0,11239.3,456.5,1458.2
0.0,602.1,7.0,24006.4,602.1,2248.3
0.0,873.6,8.0,47502.5,784.4,3255.6
0.0,1108.4,9.0,88669.8,919.5,4514.5
0.0,1370.4,10.0,156966.2,1064.9,6079.5
0.0,1621.1,11.0,234765.4,1220.1,7871.1
0.0,1940.5,12.0,321466.1,1383.5,9852.0
0.0,2249.1,13.0,417912.6,1562.5,12072.0
0.0,2508.3,14.0,525715.9,1654.7,14527.0
0.0,2745.9,15.0,640124.5,1731.5,17173.0
0.0,3012.8,16.0,760071.1,1779.1,19973.0
0.0,3273.0,17.0,878157.7,1833.3,22959.9
0.0,3509.8,18.0,995842.0,1871.9,26120.2
0.0,3746.2,19.0,1111623.9,1919.4,29437.0
0.0,3971.6,20.0,1222410.9,1944.4,32941.3
0.0,4184.8,21.0,1329539.4,1978.8,36610.2
0.0,4430.2,22.0,1432902.8,2016.4,40433.7
0.0,4648.5,23.0,1535550.2,2041.2,44430.5
0.0,4866.9,24.0,1637943.5,2063.4,48569.7
0.0,5077.4,25.0,1750231.5,2082.8,52885.3
0.0,5288.4,26.0,1864847.2,2104.7,57349.1
0.0,5476.2,27.0,1983156.4,2118.8,61950.9
0.0,5685.3,28.0,2100617.6,2134.3,66683.3
0.0,5899.6,29.0,2218285.6,2149.7,71572.7
0.0,6096.1,30.0,2336788.1,2161.4,76618.3
0.0,6284.7,31.0,2450004.3,2173.4,81826.1
0.0,6490.6,32.0,2562527.3,2184.5,87173.5
0.0,6695.1,33.0,2673565.3,2195.7,92671.3
0.0,6884.8,34.0,2784630.8,2204.6,98332.1
0.0,7069.7,35.0,2892852.2,2214.8,104122.8
0.0,7257.4,36.0,3000570.2,2223.8,110062.5
0.0,7441.0,37.0,3106084.9,2229.1,116136.3
0.0,7619.7,38.0,3209629.0,2232.9,122339.5
0.0,7796.1,39.0,3310731.1,2237.8,128672.2
0.0,7969.9,40.0,3409792.8,2242.4,135138.7
0.0,8153.3,41.0,3508797.3,2246.4,141733.0
0.0,8332.9,42.0,3613179.1,2249.5,148466.0
0.0,8498.3,43.0,3714334.9,2252.6,155331.9
0.0,8665.7,44.0,3814734.1,2255.9,162327.1
0.0,8839.1,45.0,3908701.6,2259.6,169448.1
0.0,9012.8,46.0,4000229.5,2262.9,176703.2
0.0,9169.7,47.0,4091649.2,2264.0,184088.4
0.0,9325.9,48.0,4181921.4,2265.4,191597.5
0.0,9485.0,49.0,4270455.7,2267.1,199231.3
0.0,9645.6,50.0,4356016.6,2268.8,206992.8
0.0,9801.6,51.0,4441026.2,2270.7,214879.3
0.0,9951.1,52.0,4525622.1,2271.9,222890.6
0.0,10102.0,53.0,4609262.3,2273.2,231023.4
0.0,10261.1,54.0,4689940.8,2274.1,239284.9
0.0,10413.3,55.0,4770979.4,2275.3,247672.0
0.0,10555.4,56.0,4850573.5,2275.9,256183.3
0.0,10702.1,57.0,4929930.6,2276.9,264823.8
0.0,10858.2,58.0,5008378.4,2277.7,273587.5
0.0,11000.2,59.0,5087643.2,2278.6,282482.4
0.0,11133.1,60.0,5166464.6,2279.0,291493.8
0.0,11275.2,61.0,5242486.8,2279.9,300626.2
0.0,11417.4,62.0,5317874.3,2280.5,309874.0
0.0,11560.2,63.0,5391210.4,2280.7,319236.8
0.0,11695.2,64.0,5463029.5,2281.5,328714.1
0.0,11832.6,65.0,5533064.1,2281.8,338305.8
0.0,11969.2,66.0,5599889.0,2282.1,348002.7
0.0,12106.6,67.0,5666426.5,2282.8,357819.0
0.0,12236.6,68.0,5735326.3,2282.8,367753.7
0.0,12370.5,69.0,5807563.1,2283.6,377794.3
0.0,12499.4,70.0,5881936.5,2283.7,387952.2
0.0,12631.7,71.0,5952832.0,2284.0,398221.2
0.0,12762.5,72.0,6021657.7,2284.8,408599.8
0.0,12887.3,73.0,6086231.8,2285.4,419096.0
0.0,13009.1,74.0,6149774.7,2286.0,429703.5
0.0,13134.7,75.0,6211553.4,2286.2,440411.9
0.0,13258.7,76.0,6272528.6,2286.4,451235.1
0.0,13381.1,77.0,6331041.0,2287.1,462166.4
0.0,13495.6,78.0,6388012.1,2287.5,473195.1
0.0,13616.3,79.0,6444978.6,2287.9,484326.4
0.0,13733.1,80.0,6500472.2,2289.3,495564.4
0.0,13847.0,81.0,6554675.6,2289.7,506898.8
0.0,13961.6,82.0,6607974.0,2289.9,518334.2
0.0,14073.6,83.0,6659787.0,2290.4,529879.2
0.0,14186.7,84.0,6710845.4,2290.8,541525.0
0.0,14291.9,85.0,6761451.4,2291.2,553269.6
0.0,14400.7,86.0,6810818.3,2291.3,565113.9
0.0,14508.2,87.0,6858526.7,2291.6,577056.9
0.0,14618.0,88.0,6905507.2,2291.8,589091.5
0.0,14721.2,89.0,6952194.3,2292.1,601220.3
0.0,14820.1,90.0,6997084.2,2292.3,613436.8
0.0,14922.5,91.0,7042277.5,2292.4,625737.0
0.0,15025.0,92.0,7087970.4,2292.8,638119.9
0.0,15117.9,93.0,7132683.0,2293.0,650599.3
0.0,15212.5,94.0,7177455.0,2293.1,663164.4
0.0,15309.3,95.0,7221307.9,2293.2,675811.2
0.0,15401.0,96.0,7263400.0,2293.3,688544.4
0.0,15492.0,97.0,7304236.1,2293.6,701354.8
0.0,15583.1,98.0,7343831.2,2293.6,714245.3
0.0,15671.7,99.0,7383339.6,2293.8,727217.2
0.0,15756.7,100.0,7423030.9,2293.9,740276.3
