alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,33.4,0.0,0.0
0.0,0.0,2.0,104.6,0.0,11.0
0.0,0.0,3.0,241.6,0.0,44.0
0.0,37.0,4.0,561.6999999999999,37.0,102.0
0.0,73.3,5.0,1378.1000000000001,73.3,191.0
0.0,113.7,6.0,3046.0,113.7,327.7
0.0,158.20000000000002,7.0,6217.0,158.20000000000002,503.8
0.0,219.5,8.0,12576.7,195.4,727.0
0.0,288.2,9.0,23701.399999999998,244.8,1021.2
0.0,350.7,10.0,41670.6,276.40000000000003,1383.3
0.0,423.2,11.0,61896.4,323.59999999999997,1794.3
0.0,496.4,12.0,82549.2,362.40000000000003,2236.7000000000003
0.0,584.6999999999999,13.0,102360.2,405.9,2718.4
0.0,640.1999999999999,14.0,122440.7,425.4,3240.6
0.0,694.3000000000001,15.0,143214.5,442.8,3803.0
0.0,754.8,16.0,165559.19999999998,456.0,4403.7
0.0,821.9,17.0,191243.6,467.7,5040.8
0.0,869.5,18.0,216809.8,477.8,5725.099999999999
0.0,918.5,19.0,242832.3,488.7,6433.6
0.0,978.2,20.0,267025.60000000003,495.9,7181.6
0.0,1024.0,21.0,290850.39999999997,502.4,7960.4
0.0,1075.3,22.0,314059.60000000003,512.4,8779.0
0.0,1122.0,23.0,337919.39999999997,518.4,9630.800000000001
0.0,1169.3,24.0,360034.0,523.0,10511.0
0.0,1215.5,25.0,380328.2,526.1,11416.6
0.0,1263.3999999999999,26.0,399482.3,531.3000000000001,12350.0
0.0,1303.5,27.0,416458.9,538.6,13313.9
0.0,1348.6000000000001,28.0,432679.6,540.9,14305.8
0.0,1400.7,29.0,449190.0,544.1,15322.0
0.0,1449.1000000000001,30.0,466553.3,546.8000000000001,16373.5
0.0,1485.1000000000001,31.0,484977.6,548.5,17454.600000000002
0.0,1527.9,32.0,504982.6,550.6999999999999,18559.100000000002
0.0,1575.4,33.0,523048.1,553.4,19684.600000000002
0.0,1621.2,34.0,538548.7000000001,555.1999999999999,20844.100000000002
0.0,1655.9,35.0,552333.2999999999,557.1,22024.899999999998
0.0,1696.9,36.0,565351.2999999999,559.5,23223.899999999998
0.0,1735.1,37.0,577431.5,560.6999999999999,24445.5
0.0,1774.5,38.0,588396.2000000001,561.6999999999999,25689.7
0.0,1807.1,39.0,600432.7999999999,563.1,26963.2
0.0,1844.0,40.0,611536.2999999999,564.5,28256.5
0.0,1877.6,41.0,622005.5,565.1999999999999,29566.1
0.0,1913.1,42.0,632613.0,565.9,30892.2
0.0,1942.4,43.0,641364.2000000001,566.9,32235.4
0.0,1969.4,44.0,650071.7999999999,567.6,33593.9
0.0,1997.8,45.0,657890.7000000001,568.6,34966.5
0.0,2030.0,46.0,665116.6,569.1,36358.4
0.0,2058.5,47.0,672281.2000000001,569.3000000000001,37772.200000000004
0.0,2085.6,48.0,678790.7000000001,570.0,39201.6
0.0,2113.7000000000003,49.0,685216.2000000001,570.5,40645.299999999996
0.0,2143.2999999999997,50.0,690849.2999999999,570.9,42106.6
0.0,2165.4,51.0,695813.7000000001,571.1999999999999,43582.9
0.0,2188.0,52.0,700891.6,571.5,45071.5
0.0,2210.6,53.0,706088.4,571.6,46571.799999999996
0.0,2236.1,54.0,711040.2000000001,571.6,48087.4
0.0,2258.2999999999997,55.0,715990.5,571.8000000000001,49618.5
0.0,2280.4,56.0,720558.5,572.3000000000001,51162.7
0.0,2300.2999999999997,57.0,724395.6,572.5,52716.0
0.0,2323.6,58.0,728137.1,572.6999999999999,54280.0
0.0,2344.2000000000003,59.0,731819.2999999999,572.9,55858.0
0.0,2363.6,60.0,735423.0,573.3000000000001,57447.6
0.0,2379.7000000000003,61.0,738885.9,573.5,59048.1
0.0,2397.6,62.0,742166.6,574.5,60656.8
0.0,2415.4,63.0,745107.7999999999,574.8000000000001,62275.8
0.0,2431.4,64.0,747476.4,574.8000000000001,63904.7
0.0,2444.2999999999997,65.0,749662.2999999999,574.9,65541.59999999999
0.0,2458.1,66.0,751611.2000000001,575.1,67185.09999999999
0.0,2474.9,67.0,753521.0,575.3000000000001,68835.09999999999
0.0,2486.6,68.0,755272.0,575.5,70494.09999999999
0.0,2497.2999999999997,69.0,756933.5,575.5,72159.5
0.0,2511.2000000000003,70.0,758558.9,575.5,73829.40000000001
0.0,2524.6,71.0,760213.7000000001,575.5,75505.90000000001
0.0,2535.0,72.0,761817.9,575.6999999999999,77190.90000000001
0.0,2543.2999999999997,73.0,763360.2,575.6999999999999,78880.7
0.0,2553.0,74.0,764931.1,575.6999999999999,80573.8
0.0,2562.4,75.0,766324.8,575.8000000000001,82273.2
0.0,2571.0,76.0,767606.8,575.9,83976.59999999999
0.0,2579.1,77.0,768829.4,575.9,85685.8
0.0,2586.1,78.0,769894.0,576.0,87398.2
0.0,2593.1,79.0,770855.4,576.0,89114.0
0.0,2599.7999999999997,80.0,771804.7,576.1,90833.59999999999
0.0,2606.5,81.0,772705.6,576.4,92555.90000000001
0.0,2612.2000000000003,82.0,773566.7,576.5,94281.40000000001
0.0,2618.2000000000003,83.0,774386.4,576.9,96010.0
0.0,2623.9,84.0,775158.8,577.0,97740.6
0.0,2628.5,85.0,775899.4,577.0,99472.1
0.0,2632.6,86.0,776591.2,577.0,101205.5
0.0,2637.0,87.0,777252.0,577.1,102941.0
0.0,2642.2999999999997,88.0,777923.4,577.1999999999999,104678.8
0.0,2646.1,89.0,778610.3,577.3000000000001,106418.6
0.0,2649.4,90.0,779291.9,577.3000000000001,108159.4
0.0,2653.9,91.0,779961.6,577.3000000000001,109900.6
0.0,2657.2999999999997,92.0,780611.5,577.4,111644.9
0.0,2660.0,93.0,781226.7,577.9,113391.1
0.0,2663.2000000000003,94.0,781820.3,577.9,115138.2
0.0,2665.7999999999997,95.0,782404.3,577.9,116886.2
0.0,2668.7000000000003,96.0,782996.1,578.1,118635.6
0.0,2670.4,97.0,783581.3,578.1,120386.4
0.0,2673.5,98.0,784169.9,578.1,122137.8
0.0,2676.1,99.0,784739.6,578.1999999999999,123890.2
0.0,2679.4,100.0,785292.5,578.3000000000001,125643.7
