"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","35","0","0","11","0"
"3","130","0","0","44","0"
"4","398","37","37","102","0"
"5","1132","73","73","192","0"
"6","2698","114","114","328","0"
"7","5746","158","158","501","0"
"8","11999","194","218","724","0"
"9","22741","245","288","1017","0"
"10","39761","277","352","1377","0"
"11","59159","324","424","1780","0"
"12","79186","362","494","2216","0"
"13","98757","405","585","2694","0"
"14","117167","420","635","3217","0"
"15","135689","439","691","3779","0"
"16","156651","455","752","4377","0"
"17","181432","466","828","5007","0"
"18","204804","477","877","5695","0"
"19","228206","485","918","6406","0"
"20","250626","492","979","7153","0"
"21","273766","499","1030","7928","0"
"22","297508","507","1070","8746","0"
"23","322690","513","1114","9583","0"
"24","343693","517","1160","10445","0"
"25","364968","521","1217","11329","0"
"26","382730","525","1255","12245","0"
"27","400732","537","1299","13187","0"
"28","419306","539","1339","14159","0"
"29","436525","542","1396","15156","0"
"30","459062","545","1443","16187","0"
"31","488204","546","1478","17246","0"
"32","527545","547","1516","18328","0"
"33","560144","550","1560","19422","0"
"34","582922","553","1616","20553","0"
"35","599011","554","1642","21712","0"
"36","614849","556","1683","22891","0"
"37","630117","558","1720","24101","0"
"38","643222","558","1757","25333","0"
"39","658016","560","1787","26592","0"
"40","670637","564","1826","27870","0"
"41","682160","564","1859","29170","0"
"42","692013","565","1893","30488","0"
"43","699434","565","1913","31829","0"
"44","706327","566","1953","33182","0"
"45","712042","566","1979","34551","0"
"46","717635","566","2014","35942","0"
"47","724430","566","2031","37354","0"
"48","730838","568","2066","38785","0"
"49","737274","568","2094","40241","0"
"50","743215","569","2127","41711","0"
"51","748486","569","2141","43193","0"
"52","753195","569","2170","44687","0"
"53","757385","569","2190","46201","0"
"54","761734","569","2217","47734","0"
"55","765494","569","2234","49279","0"
"56","769009","569","2256","50836","0"
"57","772442","569","2277","52408","0"
"58","776324","569","2298","54002","0"
"59","779869","569","2323","55610","0"
"60","784244","570","2349","57234","0"
"61","788704","571","2369","58867","0"
"62","793133","572","2383","60515","0"
"63","796867","572","2404","62173","0"
"64","800499","572","2419","63848","0"
"65","803580","572","2431","65528","0"
"66","806268","573","2438","67215","0"
"67","808887","573","2460","68905","0"
"68","811335","573","2471","70610","0"
"69","813559","573","2481","72318","0"
"70","816078","573","2491","74034","0"
"71","819066","573","2508","75754","0"
"72","822692","573","2516","77487","0"
"73","826075","573","2523","79222","0"
"74","829426","573","2532","80960","0"
"75","831413","573","2545","82703","0"
"76","833158","573","2551","84450","0"
"77","834629","573","2557","86200","0"
"78","835864","573","2565","87955","0"
"79","837045","573","2576","89713","0"
"80","838014","573","2583","91474","0"
"81","838917","573","2590","93238","0"
"82","839807","573","2594","95007","0"
"83","840750","574","2601","96779","0"
"84","841705","574","2608","98553","0"
"85","842630","574","2616","100327","0"
"86","843513","574","2620","102102","0"
"87","844317","574","2622","103880","0"
"88","845113","574","2626","105658","0"
"89","845918","574","2630","107437","0"
"90","846724","574","2634","109217","0"
"91","847525","574","2639","110998","0"
"92","848293","574","2641","112784","0"
"93","849086","576","2645","114571","0"
"94","849855","576","2648","116360","0"
"95","850609","576","2650","118149","0"
"96","851358","576","2651","119940","0"
"97","852066","576","2653","121731","0"
"98","852727","576","2655","123522","0"
"99","853386","576","2658","125313","0"
"100","854043","576","2660","127105","0"
