"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","7","0","0","0","0"
"2","37","0","0","11","0"
"3","134","0","0","44","0"
"4","411","37","37","102","0"
"5","1151","74","74","190","0"
"6","2744","115","115","324","0"
"7","5821","159","159","499","0"
"8","11955","197","220","724","0"
"9","23169","245","288","1024","0"
"10","42150","277","351","1392","0"
"11","63598","324","423","1805","0"
"12","85394","366","497","2246","0"
"13","105804","411","587","2726","0"
"14","126149","430","643","3251","0"
"15","147483","447","695","3815","0"
"16","170365","460","755","4419","0"
"17","198005","473","824","5059","0"
"18","226808","480","868","5760","0"
"19","256131","491","916","6484","0"
"20","281399","498","972","7249","0"
"21","307599","505","1025","8034","0"
"22","332828","517","1079","8863","0"
"23","363320","521","1120","9725","0"
"24","390942","526","1172","10619","0"
"25","416100","530","1221","11535","0"
"26","437877","535","1275","12480","0"
"27","459495","541","1311","13460","0"
"28","479342","544","1357","14462","0"
"29","499180","546","1406","15493","0"
"30","516229","547","1449","16559","0"
"31","535160","550","1488","17659","0"
"32","557371","551","1533","18787","0"
"33","578260","555","1582","19939","0"
"34","595134","559","1626","21127","0"
"35","607692","561","1651","22343","0"
"36","618929","564","1696","23569","0"
"37","630958","565","1732","24826","0"
"38","642377","565","1777","26111","0"
"39","659959","567","1810","27427","0"
"40","676193","570","1845","28767","0"
"41","690773","571","1884","30126","0"
"42","706150","571","1923","31504","0"
"43","717631","573","1958","32898","0"
"44","729008","573","1985","34311","0"
"45","739687","573","2009","35733","0"
"46","749572","574","2050","37164","0"
"47","759756","575","2083","38626","0"
"48","768562","575","2110","40101","0"
"49","775573","576","2137","41594","0"
"50","782323","576","2171","43104","0"
"51","787035","576","2197","44637","0"
"52","791963","576","2216","46185","0"
"53","796280","576","2244","47741","0"
"54","800425","576","2267","49319","0"
"55","803988","576","2298","50917","0"
"56","807050","576","2316","52531","0"
"57","810283","576","2339","54148","0"
"58","813754","576","2357","55783","0"
"59","818223","576","2388","57429","0"
"60","822853","577","2404","59090","0"
"61","828060","577","2419","60765","0"
"62","832828","578","2434","62446","0"
"63","836767","578","2459","64133","0"
"64","838807","578","2475","65834","0"
"65","840213","578","2485","67538","0"
"66","841422","578","2495","69246","0"
"67","842622","578","2513","70958","0"
"68","843774","578","2525","72682","0"
"69","844952","578","2533","74408","0"
"70","846121","578","2543","76137","0"
"71","847165","578","2556","77874","0"
"72","848062","578","2567","79620","0"
"73","848860","578","2573","81371","0"
"74","849596","578","2581","83123","0"
"75","850325","579","2589","84875","0"
"76","851070","579","2597","86632","0"
"77","851860","579","2603","88393","0"
"78","852537","580","2610","90156","0"
"79","853198","580","2613","91920","0"
"80","853850","580","2621","93684","0"
"81","854471","581","2630","95449","0"
"82","855029","581","2637","97220","0"
"83","855538","581","2640","98992","0"
"84","856051","581","2645","100765","0"
"85","856558","581","2653","102539","0"
"86","857062","581","2658","104318","0"
"87","857596","581","2660","106098","0"
"88","858121","582","2667","107880","0"
"89","858639","582","2673","109664","0"
"90","859121","582","2676","111448","0"
"91","859605","582","2679","113232","0"
"92","860087","582","2686","115016","0"
"93","860575","582","2687","116805","0"
"94","861068","582","2690","118594","0"
"95","861550","582","2692","120384","0"
"96","862040","582","2698","122174","0"
"97","862533","582","2699","123964","0"
"98","863024","582","2702","125754","0"
"99","863547","582","2704","127545","0"
"100","864083","582","2707","129338","0"
