alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,19.0,0.0,0.0
0.0,0.0,2.0,39.699999999999996,0.0,2.0
0.0,0.0,3.0,82.2,0.0,10.0
0.0,4.0,4.0,183.29999999999998,4.0,24.0
0.0,8.0,5.0,413.9,8.0,56.0
0.0,19.0,6.0,916.8,19.0,98.0
0.0,29.0,7.0,1861.8,29.0,160.0
0.0,38.0,8.0,3316.8,36.0,237.0
0.0,51.0,9.0,5520.900000000001,47.0,333.0
0.0,69.0,10.0,8353.9,59.0,449.0
0.0,83.0,11.0,11231.6,68.0,574.6
0.0,97.8,12.0,13656.8,74.8,709.6
0.0,121.0,13.0,15759.4,92.0,856.6
0.0,135.4,14.0,18077.5,99.4,1015.2
0.0,146.5,15.0,20469.3,104.4,1186.1000000000001
0.0,160.5,16.0,22588.7,110.0,1360.0
0.0,173.5,17.0,24311.4,112.0,1539.3
0.0,185.70000000000002,18.0,25941.2,116.0,1722.9
0.0,198.4,19.0,27300.6,121.9,1913.8
0.0,207.9,20.0,28741.5,124.6,2115.4
0.0,216.9,21.0,30255.7,128.5,2320.6
0.0,230.4,22.0,31583.4,130.1,2531.4
0.0,235.5,23.0,33160.299999999996,131.6,2753.2000000000003
0.0,239.5,24.0,34521.200000000004,133.20000000000002,2975.4
0.0,246.7,25.0,36185.799999999996,135.5,3199.0
0.0,256.7,26.0,37579.799999999996,135.5,3426.4
0.0,264.5,27.0,39102.9,136.5,3655.7
0.0,269.0,28.0,40277.1,136.6,3890.4
0.0,275.8,29.0,41244.700000000004,138.1,4126.8
0.0,283.09999999999997,30.0,42140.6,138.79999999999998,4365.0
0.0,288.90000000000003,31.0,42759.700000000004,139.6,4606.900000000001
0.0,295.3,32.0,43331.700000000004,140.1,4853.400000000001
0.0,299.09999999999997,33.0,43651.5,140.1,5099.900000000001
0.0,303.0,34.0,43917.799999999996,140.5,5346.900000000001
0.0,310.2,35.0,44138.0,141.0,5594.8
0.0,314.59999999999997,36.0,44326.4,141.79999999999998,5843.599999999999
0.0,318.8,37.0,44513.700000000004,142.20000000000002,6096.2
0.0,322.59999999999997,38.0,44674.1,142.70000000000002,6350.4
0.0,328.5,39.0,44797.1,143.29999999999998,6605.8
0.0,333.0,40.0,44894.299999999996,143.4,6862.7
0.0,336.3,41.0,44978.4,143.4,7120.6
0.0,340.09999999999997,42.0,45058.700000000004,143.4,7379.4
0.0,344.7,43.0,45118.0,143.4,7639.3
0.0,351.2,44.0,45189.4,144.5,7900.2
0.0,356.40000000000003,45.0,45237.9,146.5,8162.3
0.0,358.59999999999997,46.0,45273.1,146.6,8426.0
0.0,360.90000000000003,47.0,45308.700000000004,146.6,8690.199999999999
0.0,362.0,48.0,45333.5,146.6,8954.4
0.0,364.90000000000003,49.0,45356.9,146.6,9218.6
0.0,368.40000000000003,50.0,45376.0,146.9,9483.199999999999
0.0,369.90000000000003,51.0,45391.4,147.0,9750.4
0.0,371.7,52.0,45408.6,147.0,10017.9
0.0,373.6,53.0,45426.299999999996,147.1,10285.800000000001
0.0,375.1,54.0,45443.6,147.1,10554.0
0.0,376.4,55.0,45457.200000000004,147.1,10822.199999999999
0.0,378.0,56.0,45468.799999999996,147.1,11090.4
0.0,379.6,57.0,45478.299999999996,147.6,11358.6
0.0,381.4,58.0,45487.0,147.70000000000002,11626.800000000001
0.0,382.9,59.0,45494.700000000004,147.9,11895.0
0.0,383.7,60.0,45502.1,147.9,12163.2
0.0,384.7,61.0,45509.0,148.29999999999998,12431.4
0.0,384.7,62.0,45515.6,148.29999999999998,12699.6
0.0,384.7,63.0,45521.700000000004,148.29999999999998,12967.8
0.0,384.7,64.0,45528.5,148.29999999999998,13236.0
0.0,385.1,65.0,45535.4,148.70000000000002,13504.2
0.0,385.3,66.0,45541.799999999996,148.70000000000002,13772.4
0.0,385.4,67.0,45548.799999999996,148.70000000000002,14040.6
0.0,385.7,68.0,45556.200000000004,148.70000000000002,14308.8
0.0,385.9,69.0,45563.5,148.70000000000002,14577.0
0.0,386.5,70.0,45569.799999999996,148.70000000000002,14845.2
0.0,386.6,71.0,45575.6,148.70000000000002,15113.7
0.0,387.8,72.0,45582.0,148.70000000000002,15382.2
0.0,388.0,73.0,45586.799999999996,148.9,15651.0
0.0,388.2,74.0,45591.299999999996,148.9,15919.8
0.0,389.8,75.0,45596.0,150.4,16188.7
0.0,390.3,76.0,45600.4,150.4,16457.600000000002
0.0,390.9,77.0,45604.299999999996,150.5,16726.8
0.0,391.3,78.0,45607.700000000004,150.5,16996.0
0.0,392.1,79.0,45611.5,150.5,17265.2
0.0,392.2,80.0,45615.4,150.5,17534.399999999998
0.0,392.9,81.0,45618.9,150.9,17803.600000000002
0.0,393.3,82.0,45622.4,150.9,18072.8
0.0,393.9,83.0,45625.5,150.9,18342.0
0.0,394.1,84.0,45628.5,150.9,18611.2
0.0,394.7,85.0,45631.700000000004,151.29999999999998,18880.399999999998
0.0,395.0,86.0,45635.0,151.29999999999998,19149.600000000002
0.0,395.0,87.0,45637.5,151.29999999999998,19418.8
0.0,395.6,88.0,45640.200000000004,151.29999999999998,19688.0
0.0,395.6,89.0,45642.9,151.29999999999998,19957.2
0.0,395.7,90.0,45645.4,151.29999999999998,20226.399999999998
0.0,395.9,91.0,45648.200000000004,151.29999999999998,20495.600000000002
0.0,397.1,92.0,45650.9,151.29999999999998,20764.8
0.0,397.4,93.0,45653.299999999996,151.6,21034.0
0.0,397.4,94.0,45655.299999999996,151.6,21303.2
0.0,397.4,95.0,45657.4,151.6,21572.399999999998
0.0,397.8,96.0,45659.700000000004,151.6,21841.600000000002
0.0,398.1,97.0,45661.799999999996,151.70000000000002,22110.8
0.0,398.5,98.0,45664.1,151.70000000000002,22380.0
0.0,398.5,99.0,45665.9,151.70000000000002,22649.2
0.0,399.1,100.0,45667.9,151.70000000000002,22918.399999999998
