"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","23","0","0","0"
"2","133","0","0","44"
"3","468","0","0","114"
"4","1342","109","109","207"
"5","3579","268","268","396"
"6","8635","461","461","610"
"7","18709","647","647","1002"
"8","37719","842","918","1651"
"9","72349","1030","1198","2603"
"10","124591","1229","1517","4318"
"11","186083","1440","1842","5861"
"12","254549","1656","2240","7765"
"13","327780","1899","2658","9771"
"14","410405","2016","2972","12086"
"15","495949","2103","3268","14332"
"16","589482","2151","3574","16644"
"17","674945","2183","3889","18845"
"18","767792","2220","4132","21484"
"19","856746","2256","4381","23950"
"20","946502","2283","4633","26861"
"21","1043038","2310","4893","29950"
"22","1133944","2328","5105","33391"
"23","1226620","2342","5325","36278"
"24","1310350","2358","5507","38570"
"25","1391115","2370","5730","40680"
"26","1466451","2380","5919","42895"
"27","1534549","2391","6112","44603"
"28","1588703","2401","6293","46008"
"29","1632000","2412","6489","47448"
"30","1668730","2420","6657","48891"
"31","1703633","2425","6845","50271"
"32","1734678","2431","7017","51528"
"33","1762479","2434","7190","52637"
"34","1788887","2439","7363","53640"
"35","1812202","2444","7520","54516"
"36","1833987","2446","7667","55428"
"37","1854994","2450","7812","56508"
"38","1875352","2453","7939","57665"
"39","1893320","2454","8067","58742"
"40","1910344","2457","8196","59648"
"41","1924395","2458","8320","60352"
"42","1937603","2460","8428","60981"
"43","1947999","2461","8554","61516"
"44","1957585","2464","8662","62004"
"45","1966835","2465","8766","62446"
"46","1974662","2465","8870","62986"
"47","1981381","2466","8973","63437"
"48","1987409","2467","9063","63774"
"49","1992912","2467","9142","64265"
"50","1998157","2467","9228","64625"
"51","2003203","2467","9330","65005"
"52","2007168","2467","9411","65306"
"53","2010232","2467","9483","65477"
"54","2013105","2468","9545","65636"
"55","2015638","2469","9623","65782"
"56","2018061","2470","9690","65942"
"57","2020224","2470","9747","66115"
"58","2022112","2471","9806","66262"
"59","2023747","2471","9863","66374"
"60","2025164","2471","9926","66528"
"61","2026621","2472","9974","66617"
"62","2027973","2472","10024","66741"
"63","2029137","2473","10060","66810"
"64","2030127","2474","10099","66893"
"65","2031016","2474","10142","66943"
"66","2031878","2475","10178","67003"
"67","2032626","2476","10206","67057"
"68","2033289","2476","10240","67108"
"69","2033902","2476","10264","67153"
"70","2034514","2476","10287","67210"
"71","2035137","2476","10306","67256"
"72","2035754","2477","10326","67311"
"73","2036338","2477","10342","67355"
"74","2036920","2478","10362","67403"
"75","2037455","2478","10385","67441"
"76","2037991","2478","10400","67491"
"77","2038458","2478","10411","67524"
"78","2038902","2479","10421","67565"
"79","2039312","2480","10440","67596"
"80","2039733","2480","10458","67635"
"81","2040171","2480","10467","67665"
"82","2040622","2480","10474","67702"
"83","2041057","2481","10494","67731"
"84","2041437","2482","10504","67771"
"85","2041805","2483","10510","67790"
"86","2042176","2483","10523","67811"
"87","2042526","2483","10536","67827"
"88","2042847","2484","10550","67844"
"89","2043116","2485","10561","67859"
"90","2043409","2485","10573","67877"
"91","2043691","2485","10585","67894"
"92","2043984","2485","10591","67911"
"93","2044263","2485","10595","67927"
"94","2044547","2485","10603","67943"
"95","2044821","2485","10618","67958"
"96","2045090","2486","10629","67973"
"97","2045355","2487","10639","67989"
"98","2045634","2488","10648","68005"
"99","2045906","2489","10661","68021"
"100","2046159","2491","10668","68037"
