"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","465","0","0","0"
"2","1287","0","0","44"
"3","2295","0","0","114"
"4","4479","109","109","207"
"5","7771","268","268","396"
"6","13894","461","461","608"
"7","24667","648","648","1006"
"8","43969","845","922","1655"
"9","78665","1033","1203","2598"
"10","130825","1234","1526","4201"
"11","193575","1445","1855","5664"
"12","261520","1667","2252","7518"
"13","335494","1903","2661","9338"
"14","415192","2011","2962","11545"
"15","497729","2098","3261","13609"
"16","588128","2144","3551","15747"
"17","677458","2182","3878","17960"
"18","777680","2212","4122","20591"
"19","875987","2240","4376","23190"
"20","969544","2278","4621","25845"
"21","1070483","2299","4868","28570"
"22","1182879","2323","5090","33350"
"23","1279208","2335","5302","37237"
"24","1368736","2352","5493","41191"
"25","1453213","2365","5705","45122"
"26","1520541","2377","5901","47937"
"27","1577688","2389","6095","50200"
"28","1631746","2397","6258","52436"
"29","1680232","2407","6452","54466"
"30","1724874","2418","6631","57103"
"31","1768155","2424","6794","59095"
"32","1810656","2428","6964","60950"
"33","1851211","2431","7142","62664"
"34","1886983","2435","7299","64203"
"35","1915746","2438","7461","65563"
"36","1940128","2442","7619","66947"
"37","1965463","2444","7776","68355"
"38","1989483","2448","7926","69511"
"39","2012265","2448","8042","70499"
"40","2032514","2450","8174","71396"
"41","2051090","2453","8307","72061"
"42","2065656","2455","8436","72614"
"43","2078078","2458","8545","73127"
"44","2089659","2458","8659","73684"
"45","2099326","2460","8767","74138"
"46","2108896","2460","8859","74606"
"47","2120195","2461","8968","75069"
"48","2129298","2462","9060","75493"
"49","2138855","2462","9147","75795"
"50","2146437","2462","9228","76116"
"51","2153940","2462","9317","76328"
"52","2159572","2462","9389","76561"
"53","2163433","2463","9457","76760"
"54","2166176","2463","9508","76929"
"55","2169036","2463","9584","77077"
"56","2171662","2464","9638","77218"
"57","2174071","2465","9694","77338"
"58","2176010","2465","9743","77497"
"59","2177791","2465","9797","77629"
"60","2179387","2465","9838","77757"
"61","2180985","2465","9875","77882"
"62","2182590","2465","9910","78003"
"63","2184144","2465","9954","78116"
"64","2185633","2465","9996","78233"
"65","2187199","2465","10025","78320"
"66","2188448","2465","10059","78409"
"67","2189492","2466","10090","78471"
"68","2190441","2467","10126","78550"
"69","2191151","2468","10153","78599"
"70","2191769","2468","10177","78656"
"71","2192410","2468","10209","78707"
"72","2193042","2468","10236","78758"
"73","2193642","2468","10251","78811"
"74","2194223","2468","10270","78855"
"75","2194792","2470","10297","78897"
"76","2195293","2470","10322","78939"
"77","2195786","2470","10340","78976"
"78","2196241","2471","10357","79005"
"79","2196713","2472","10370","79034"
"80","2197187","2472","10390","79061"
"81","2197623","2472","10403","79089"
"82","2198088","2472","10418","79117"
"83","2198499","2472","10431","79143"
"84","2198899","2472","10443","79169"
"85","2199302","2472","10452","79193"
"86","2199663","2472","10467","79218"
"87","2200034","2472","10477","79246"
"88","2200392","2473","10487","79274"
"89","2200721","2474","10496","79298"
"90","2201057","2474","10508","79329"
"91","2201371","2474","10516","79354"
"92","2201645","2474","10526","79379"
"93","2201908","2474","10531","79400"
"94","2202150","2474","10540","79416"
"95","2202389","2475","10550","79432"
"96","2202621","2476","10558","79449"
"97","2202864","2476","10564","79465"
"98","2203102","2476","10570","79481"
"99","2203344","2476","10578","79498"
"100","2203599","2478","10590","79514"
