"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","24","0","0","0"
"2","130","0","0","44"
"3","466","0","0","114"
"4","1359","109","109","207"
"5","3657","268","268","396"
"6","8735","461","461","608"
"7","18891","648","648","1001"
"8","38135","845","922","1652"
"9","73013","1037","1207","2603"
"10","125467","1235","1524","4201"
"11","188146","1446","1858","5661"
"12","255816","1663","2255","7451"
"13","328204","1901","2669","9279"
"14","408794","2020","2981","11521"
"15","494205","2102","3270","13608"
"16","588572","2146","3562","15864"
"17","677302","2186","3890","18199"
"18","774704","2214","4136","21023"
"19","867414","2246","4372","23849"
"20","955097","2278","4616","26482"
"21","1053076","2299","4883","29514"
"22","1158047","2318","5089","32877"
"23","1269864","2339","5317","36864"
"24","1362868","2352","5536","39732"
"25","1444543","2361","5757","42305"
"26","1515741","2370","5943","44642"
"27","1570839","2379","6132","46366"
"28","1625000","2389","6307","48646"
"29","1675349","2397","6515","50736"
"30","1721793","2414","6707","52444"
"31","1766618","2422","6884","54068"
"32","1803040","2429","7054","55435"
"33","1833911","2437","7233","56903"
"34","1867245","2440","7381","58500"
"35","1894364","2440","7526","59765"
"36","1916550","2441","7696","61049"
"37","1934571","2442","7854","62118"
"38","1952591","2445","7970","63206"
"39","1967962","2447","8117","64268"
"40","1983607","2448","8232","65451"
"41","1998875","2449","8357","66605"
"42","2012077","2449","8467","67617"
"43","2023209","2451","8571","68667"
"44","2033744","2453","8692","69547"
"45","2042169","2455","8824","70255"
"46","2050341","2457","8924","70995"
"47","2057520","2458","9011","71471"
"48","2064071","2459","9085","71969"
"49","2070618","2460","9187","72343"
"50","2077111","2461","9262","72764"
"51","2083066","2461","9340","73093"
"52","2088359","2462","9412","73360"
"53","2093117","2462","9492","73607"
"54","2097223","2462","9554","73873"
"55","2100459","2462","9613","74021"
"56","2103568","2462","9680","74179"
"57","2106348","2462","9747","74303"
"58","2108985","2463","9795","74431"
"59","2111369","2464","9840","74577"
"60","2113479","2465","9884","74714"
"61","2115549","2465","9935","74851"
"62","2117178","2466","9983","74940"
"63","2118661","2466","10028","75042"
"64","2120033","2466","10068","75148"
"65","2121196","2466","10105","75232"
"66","2122552","2467","10141","75334"
"67","2123814","2468","10166","75418"
"68","2125051","2469","10193","75498"
"69","2126150","2470","10219","75585"
"70","2127081","2470","10244","75652"
"71","2128030","2471","10265","75730"
"72","2128854","2471","10286","75795"
"73","2129628","2471","10299","75875"
"74","2130421","2471","10322","75952"
"75","2131201","2471","10335","76039"
"76","2131952","2471","10350","76110"
"77","2132682","2471","10369","76175"
"78","2133406","2471","10386","76241"
"79","2134024","2473","10400","76284"
"80","2134626","2474","10415","76323"
"81","2135207","2474","10427","76358"
"82","2135793","2474","10447","76396"
"83","2136308","2475","10459","76430"
"84","2136851","2475","10469","76467"
"85","2137354","2475","10477","76502"
"86","2137878","2475","10496","76538"
"87","2138376","2475","10509","76575"
"88","2138903","2476","10523","76607"
"89","2139378","2476","10532","76640"
"90","2139879","2476","10550","76672"
"91","2140345","2476","10558","76701"
"92","2140800","2477","10566","76734"
"93","2141244","2477","10571","76759"
"94","2141669","2477","10587","76788"
"95","2142077","2478","10597","76812"
"96","2142480","2479","10608","76844"
"97","2142891","2479","10617","76870"
"98","2143348","2479","10630","76900"
"99","2143814","2479","10642","76926"
"100","2144251","2480","10654","76957"
