"simulation_step","simulation_time","vehicles","crossings","alternative_routes_used"
"1","27","0","0","0"
"2","136","0","0","44"
"3","479","0","0","114"
"4","1363","109","109","207"
"5","3676","267","267","396"
"6","8717","460","460","610"
"7","18776","647","647","1004"
"8","37804","845","921","1655"
"9","72318","1034","1203","2602"
"10","124330","1233","1522","4209"
"11","186397","1440","1850","5606"
"12","253789","1665","2246","7367"
"13","326671","1902","2659","9284"
"14","408121","2017","2964","11485"
"15","492160","2104","3256","13672"
"16","581676","2149","3547","15960"
"17","672968","2183","3863","18437"
"18","774146","2215","4111","21163"
"19","869571","2253","4360","23712"
"20","966302","2284","4629","26172"
"21","1056360","2302","4871","28661"
"22","1142919","2322","5075","31107"
"23","1222895","2343","5309","33686"
"24","1294184","2361","5509","36255"
"25","1359106","2372","5734","38309"
"26","1413977","2380","5917","39881"
"27","1466441","2393","6132","41424"
"28","1514003","2405","6313","42942"
"29","1556448","2413","6486","44819"
"30","1595650","2423","6660","46796"
"31","1631334","2429","6837","48675"
"32","1664500","2433","6993","50183"
"33","1693481","2436","7163","51593"
"34","1721977","2438","7327","53196"
"35","1748875","2444","7478","54500"
"36","1771080","2446","7634","55678"
"37","1793230","2447","7767","56925"
"38","1812373","2450","7900","58078"
"39","1830298","2455","8030","59062"
"40","1846879","2457","8149","60214"
"41","1861789","2457","8280","61206"
"42","1875666","2457","8385","61904"
"43","1887602","2457","8490","62654"
"44","1899072","2457","8614","63434"
"45","1909529","2459","8734","64118"
"46","1919519","2459","8826","64684"
"47","1928114","2459","8931","65087"
"48","1935442","2459","9036","65495"
"49","1941925","2461","9128","65891"
"50","1948063","2461","9211","66290"
"51","1953413","2461","9289","66594"
"52","1958678","2461","9378","66883"
"53","1963526","2461","9453","67221"
"54","1967951","2463","9522","67540"
"55","1971673","2463","9590","67851"
"56","1974522","2463","9661","68139"
"57","1976963","2463","9719","68337"
"58","1978845","2463","9780","68496"
"59","1980706","2465","9834","68618"
"60","1982224","2466","9891","68747"
"61","1983447","2466","9935","68815"
"62","1984590","2466","9985","68914"
"63","1985570","2466","10031","68981"
"64","1986569","2466","10079","69058"
"65","1987390","2466","10116","69111"
"66","1988115","2466","10145","69164"
"67","1988813","2466","10175","69217"
"68","1989426","2466","10208","69272"
"69","1989983","2466","10232","69312"
"70","1990531","2467","10258","69357"
"71","1991029","2468","10281","69386"
"72","1991521","2468","10307","69425"
"73","1991990","2468","10329","69451"
"74","1992407","2468","10343","69486"
"75","1992796","2468","10361","69508"
"76","1993213","2468","10379","69544"
"77","1993608","2469","10396","69570"
"78","1994019","2469","10411","69606"
"79","1994433","2469","10431","69631"
"80","1994809","2469","10446","69664"
"81","1995159","2469","10456","69687"
"82","1995513","2470","10469","69720"
"83","1995853","2471","10486","69742"
"84","1996196","2472","10497","69779"
"85","1996537","2473","10511","69806"
"86","1996832","2473","10523","69836"
"87","1997146","2473","10536","69858"
"88","1997450","2473","10544","69882"
"89","1997759","2475","10555","69898"
"90","1998114","2476","10565","69923"
"91","1998431","2476","10578","69939"
"92","1998718","2478","10587","69963"
"93","1999003","2480","10597","69978"
"94","1999286","2480","10608","70002"
"95","1999575","2480","10620","70018"
"96","1999852","2480","10630","70045"
"97","2000134","2481","10636","70067"
"98","2000410","2481","10645","70091"
"99","2000702","2481","10655","70107"
"100","2000959","2481","10662","70132"
