"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","24","0","0","0","0"
"2","134","0","0","44","0"
"3","494","0","0","170","0"
"4","1491","104","104","413","0"
"5","4196","242","242","832","0"
"6","10481","396","396","1417","0"
"7","22763","568","568","2183","0"
"8","45571","743","800","3162","0"
"9","83148","901","1039","4397","0"
"10","144769","1091","1329","5894","0"
"11","212542","1292","1636","7553","0"
"12","289356","1504","2000","9388","0"
"13","368713","1686","2342","11426","0"
"14","459225","1801","2653","13656","0"
"15","545891","1873","2943","16097","0"
"16","632240","1928","3264","18701","0"
"17","715541","1974","3557","21507","0"
"18","799941","2011","3847","24509","0"
"19","889417","2051","4099","27706","0"
"20","981892","2085","4389","31062","0"
"21","1073622","2114","4639","34611","0"
"22","1170003","2140","4894","38308","0"
"23","1267698","2160","5156","42178","0"
"24","1360781","2184","5403","46202","0"
"25","1456498","2206","5653","50395","0"
"26","1551539","2218","5907","54747","0"
"27","1650333","2234","6162","59265","0"
"28","1751414","2248","6385","63956","0"
"29","1852448","2262","6600","68797","0"
"30","1948992","2275","6858","73790","0"
"31","2042379","2287","7099","78946","0"
"32","2136493","2297","7310","84241","0"
"33","2225292","2306","7533","89677","0"
"34","2317260","2311","7750","95261","0"
"35","2400300","2320","8000","100969","0"
"36","2478036","2325","8198","106832","0"
"37","2550839","2328","8396","112819","0"
"38","2619313","2333","8588","118919","0"
"39","2681840","2335","8820","125115","0"
"40","2744927","2340","8983","131443","0"
"41","2801916","2342","9158","137861","0"
"42","2854779","2345","9347","144375","0"
"43","2908576","2348","9526","150992","0"
"44","2965069","2350","9681","157715","0"
"45","3018922","2350","9840","164518","0"
"46","3068164","2353","9980","171401","0"
"47","3116089","2356","10138","178357","0"
"48","3160687","2357","10289","185403","0"
"49","3202869","2359","10424","192534","0"
"50","3244115","2359","10553","199731","0"
"51","3284284","2360","10686","207008","0"
"52","3326482","2361","10808","214368","0"
"53","3364539","2363","10944","221780","0"
"54","3398820","2363","11045","229257","0"
"55","3430487","2363","11141","236800","0"
"56","3462428","2363","11251","244390","0"
"57","3492687","2363","11354","252026","0"
"58","3520745","2364","11446","259705","0"
"59","3546734","2364","11544","267430","0"
"60","3570267","2364","11631","275214","0"
"61","3593429","2366","11705","283049","0"
"62","3615402","2366","11786","290923","0"
"63","3636229","2366","11866","298835","0"
"64","3657222","2369","11957","306790","0"
"65","3677347","2369","12020","314785","0"
"66","3695979","2371","12078","322812","0"
"67","3714575","2371","12137","330858","0"
"68","3732893","2373","12214","338935","0"
"69","3751889","2373","12255","347052","0"
"70","3770501","2374","12319","355186","0"
"71","3788359","2374","12371","363336","0"
"72","3805409","2374","12431","371515","0"
"73","3820493","2374","12476","379719","0"
"74","3835797","2374","12528","387945","0"
"75","3851767","2375","12573","396185","0"
"76","3868566","2376","12613","404432","0"
"77","3885087","2377","12660","412692","0"
"78","3900759","2379","12708","420959","0"
"79","3914256","2381","12746","429248","0"
"80","3926654","2382","12778","437554","0"
"81","3939526","2382","12817","445877","0"
"82","3952518","2382","12864","454214","0"
"83","3963882","2382","12898","462561","0"
"84","3974573","2384","12929","470919","0"
"85","3985258","2385","12973","479287","0"
"86","3995519","2386","13003","487669","0"
"87","4005912","2388","13032","496068","0"
"88","4015043","2388","13061","504478","0"
"89","4024085","2389","13083","512894","0"
"90","4033081","2389","13116","521317","0"
"91","4040984","2390","13148","529754","0"
"92","4049069","2391","13177","538203","0"
"93","4057427","2394","13209","546661","0"
"94","4065913","2398","13228","555136","0"
"95","4073801","2399","13259","563618","0"
"96","4081552","2399","13288","572119","0"
"97","4088993","2401","13311","580629","0"
"98","4096076","2401","13327","589150","0"
"99","4102835","2401","13355","597676","0"
"100","4108487","2403","13384","606209","0"
