"simulation_step","simulation_time","vehicles","crossings","waitings","alternative_routes_used"
"1","24","0","0","0","0"
"2","129","0","0","44","0"
"3","491","0","0","170","0"
"4","1490","104","104","413","0"
"5","4188","242","242","832","0"
"6","10462","396","396","1417","0"
"7","22672","568","568","2183","0"
"8","45447","743","800","3162","0"
"9","83032","901","1039","4397","0"
"10","144693","1091","1329","5894","0"
"11","212561","1292","1636","7551","0"
"12","289372","1504","1999","9388","0"
"13","369199","1686","2341","11426","0"
"14","459610","1801","2652","13655","0"
"15","546158","1873","2942","16097","0"
"16","632463","1929","3261","18701","0"
"17","716125","1975","3554","21506","0"
"18","801097","2014","3847","24505","0"
"19","890093","2054","4099","27697","0"
"20","981520","2088","4387","31047","0"
"21","1071961","2117","4638","34591","0"
"22","1166402","2143","4897","38281","0"
"23","1263761","2162","5163","42143","0"
"24","1355983","2184","5408","46160","0"
"25","1452190","2206","5658","50346","0"
"26","1549380","2218","5913","54692","0"
"27","1648246","2233","6167","59206","0"
"28","1748221","2247","6391","63890","0"
"29","1849542","2261","6608","68723","0"
"30","1947794","2273","6867","73709","0"
"31","2042646","2285","7102","78863","0"
"32","2135624","2296","7314","84154","0"
"33","2222562","2305","7541","89584","0"
"34","2312671","2310","7761","95164","0"
"35","2394379","2319","8006","100871","0"
"36","2471175","2324","8205","106731","0"
"37","2543048","2327","8403","112717","0"
"38","2611381","2331","8592","118814","0"
"39","2675667","2334","8821","125006","0"
"40","2741373","2340","8985","131329","0"
"41","2799709","2342","9160","137741","0"
"42","2854514","2345","9346","144252","0"
"43","2909054","2347","9526","150864","0"
"44","2967357","2349","9683","157580","0"
"45","3022024","2349","9840","164382","0"
"46","3072057","2352","9979","171262","0"
"47","3120519","2355","10142","178216","0"
"48","3166277","2356","10291","185266","0"
"49","3208646","2358","10423","192401","0"
"50","3250587","2358","10552","199603","0"
"51","3291073","2359","10686","206884","0"
"52","3333021","2361","10808","214250","0"
"53","3371534","2363","10943","221669","0"
"54","3406019","2363","11043","229157","0"
"55","3438449","2363","11140","236709","0"
"56","3471504","2363","11249","244311","0"
"57","3503128","2363","11352","251961","0"
"58","3532495","2364","11446","259655","0"
"59","3559728","2364","11540","267399","0"
"60","3583901","2364","11626","275200","0"
"61","3607528","2366","11703","283051","0"
"62","3629739","2366","11784","290942","0"
"63","3651130","2366","11868","298871","0"
"64","3672363","2369","11958","306839","0"
"65","3692551","2369","12019","314847","0"
"66","3711210","2371","12076","322888","0"
"67","3729568","2371","12141","330949","0"
"68","3748584","2373","12221","339041","0"
"69","3767942","2373","12261","347172","0"
"70","3787025","2374","12322","355321","0"
"71","3805140","2374","12379","363485","0"
"72","3821978","2374","12438","371679","0"
"73","3836889","2374","12486","379897","0"
"74","3851736","2374","12537","388136","0"
"75","3867454","2375","12583","396390","0"
"76","3884017","2376","12624","404651","0"
"77","3900407","2377","12671","412924","0"
"78","3916093","2379","12718","421206","0"
"79","3929574","2381","12757","429509","0"
"80","3941861","2382","12791","437828","0"
"81","3954600","2382","12828","446164","0"
"82","3967444","2382","12876","454513","0"
"83","3978534","2382","12912","462872","0"
"84","3988973","2384","12944","471242","0"
"85","3999535","2385","12987","479621","0"
"86","4009536","2386","13017","488013","0"
"87","4019677","2388","13042","496421","0"
"88","4028562","2388","13071","504840","0"
"89","4037250","2389","13096","513265","0"
"90","4045990","2389","13129","521697","0"
"91","4053541","2390","13160","530143","0"
"92","4061317","2391","13191","538600","0"
"93","4069309","2394","13223","547066","0"
"94","4077626","2398","13241","555550","0"
"95","4085342","2399","13271","564041","0"
"96","4092933","2399","13302","572550","0"
"97","4100233","2401","13324","581068","0"
"98","4107217","2401","13340","589597","0"
"99","4113763","2401","13368","598129","0"
"100","4119211","2403","13397","606668","0"
