alternative_routes_used,crossings,simulation_step,simulation_time,vehicles,waitings
0.0,0.0,1.0,67.0,0.0,0.0
0.0,0.0,2.0,230.9,0.0,44.0
0.0,0.0,3.0,658.0,0.0,170.0
0.0,104.0,4.0,1826.7,104.0,413.0
0.0,242.0,5.0,4725.5,242.0,832.0
0.0,396.0,6.0,11151.6,396.0,1417.0
0.0,568.0,7.0,23448.600000000002,568.0,2183.0
0.0,800.0,8.0,46261.4,743.0,3162.0
0.0,1039.0,9.0,83961.8,901.0,4397.0
0.0,1329.0,10.0,145592.9,1091.0,5894.0
0.0,1636.0,11.0,213416.2,1292.0,7552.0
0.0,1999.6,12.0,290241.89999999997,1504.0,9387.800000000001
0.0,2342.1,13.0,369619.5,1686.0,11423.5
0.0,2653.6,14.0,459738.3,1801.0,13650.8
0.0,2944.5,15.0,545956.6,1873.1,16090.5
0.0,3266.0,16.0,632059.2999999999,1929.0,18692.2
0.0,3558.5,17.0,715003.2000000001,1975.0,21496.100000000002
0.0,3849.4,18.0,799768.5,2013.1,24496.3
0.0,4101.3,19.0,889047.5,2053.1,27690.8
0.0,4390.900000000001,20.0,981325.7,2086.7999999999997,31043.1
0.0,4639.5,21.0,1072590.5999999999,2115.7999999999997,34588.700000000004
0.0,4897.5,22.0,1167937.2,2141.5,38280.0
0.0,5162.5,23.0,1265154.0999999999,2161.5,42142.6
0.0,5410.7,24.0,1357840.8,2185.1,46157.6
0.0,5660.5,25.0,1454356.4000000001,2207.1,50344.6
0.0,5915.599999999999,26.0,1550694.5,2219.1,54690.4
0.0,6169.5,27.0,1649418.8,2234.4,59203.4
0.0,6392.9,28.0,1750271.6,2247.7999999999997,63886.4
0.0,6608.8,29.0,1852672.3,2261.7999999999997,68720.40000000001
0.0,6869.8,30.0,1951245.8,2274.4,73707.2
0.0,7106.8,31.0,2045984.4,2286.4,78859.0
0.0,7319.3,32.0,2140716.4,2296.7999999999997,84146.40000000001
0.0,7545.7,33.0,2229006.6999999997,2305.7999999999997,89574.8
0.0,7764.5,34.0,2319688.6999999997,2310.6,95152.0
